"hour","day","day_type","scenario","placeholder_close","metric","value"
8,"Wednesday","weekday","off_season",16,"all_median_min",5.3751
9,"Wednesday","weekday","off_season",16,"all_median_min",5.3275
10,"Wednesday","weekday","off_season",16,"all_median_min",4.8271
11,"Wednesday","weekday","off_season",16,"all_median_min",4.7133
12,"Wednesday","weekday","off_season",16,"all_median_min",4.6897
13,"Wednesday","weekday","off_season",16,"all_median_min",4.6897
14,"Wednesday","weekday","off_season",16,"all_median_min",4.6897
15,"Wednesday","weekday","off_season",16,"all_median_min",4.6897
16,"Wednesday","weekday","off_season",16,"all_median_min",7.2893
17,"Wednesday","weekday","off_season",16,"all_median_min",7.3776
18,"Wednesday","weekday","off_season",16,"all_median_min",12.5272
19,"Wednesday","weekday","off_season",16,"all_median_min",20.8942
20,"Wednesday","weekday","off_season",16,"all_median_min",27.7242
21,"Wednesday","weekday","off_season",16,"all_median_min",28.8955
22,"Wednesday","weekday","off_season",16,"all_median_min",33.0541
23,"Wednesday","weekday","off_season",16,"all_median_min",40.255
24,"Wednesday","weekday","off_season",16,"all_median_min",47.9545
6,"Thursday","weekday","off_season",16,"all_median_min",41.0814
7,"Thursday","weekday","off_season",16,"all_median_min",27.9033
8,"Thursday","weekday","off_season",16,"all_median_min",5.3751
9,"Thursday","weekday","off_season",16,"all_median_min",5.3275
10,"Thursday","weekday","off_season",16,"all_median_min",4.9032
11,"Thursday","weekday","off_season",16,"all_median_min",4.8752
12,"Thursday","weekday","off_season",16,"all_median_min",4.6897
13,"Thursday","weekday","off_season",16,"all_median_min",4.6897
14,"Thursday","weekday","off_season",16,"all_median_min",4.6897
15,"Thursday","weekday","off_season",16,"all_median_min",4.6897
16,"Thursday","weekday","off_season",16,"all_median_min",7.2893
17,"Thursday","weekday","off_season",16,"all_median_min",7.3655
18,"Thursday","weekday","off_season",16,"all_median_min",7.6538
19,"Thursday","weekday","off_season",16,"all_median_min",9.9021
20,"Thursday","weekday","off_season",16,"all_median_min",27.7242
21,"Thursday","weekday","off_season",16,"all_median_min",28.8955
22,"Thursday","weekday","off_season",16,"all_median_min",33.0541
23,"Thursday","weekday","off_season",16,"all_median_min",40.255
24,"Thursday","weekday","off_season",16,"all_median_min",47.9545
6,"Friday","weekday","off_season",16,"all_median_min",41.0814
7,"Friday","weekday","off_season",16,"all_median_min",27.9033
8,"Friday","weekday","off_season",16,"all_median_min",5.3751
9,"Friday","weekday","off_season",16,"all_median_min",5.3391
10,"Friday","weekday","off_season",16,"all_median_min",4.7133
11,"Friday","weekday","off_season",16,"all_median_min",4.7133
12,"Friday","weekday","off_season",16,"all_median_min",4.7133
13,"Friday","weekday","off_season",16,"all_median_min",4.7133
14,"Friday","weekday","off_season",16,"all_median_min",4.7133
15,"Friday","weekday","off_season",16,"all_median_min",4.7133
16,"Friday","weekday","off_season",16,"all_median_min",7.2893
17,"Friday","weekday","off_season",16,"all_median_min",8.582
18,"Friday","weekday","off_season",16,"all_median_min",21.6101
19,"Friday","weekday","off_season",16,"all_median_min",24.1826
20,"Friday","weekday","off_season",16,"all_median_min",28.836
21,"Friday","weekday","off_season",16,"all_median_min",28.8955
22,"Friday","weekday","off_season",16,"all_median_min",32.2886
23,"Friday","weekday","off_season",16,"all_median_min",40.255
24,"Friday","weekday","off_season",16,"all_median_min",47.9545
6,"Saturday","weekend","off_season",16,"all_median_min",41.0814
7,"Saturday","weekend","off_season",16,"all_median_min",27.9033
8,"Saturday","weekend","off_season",16,"all_median_min",5.3751
9,"Saturday","weekend","off_season",16,"all_median_min",5.3391
10,"Saturday","weekend","off_season",16,"all_median_min",4.6897
11,"Saturday","weekend","off_season",16,"all_median_min",4.6897
12,"Saturday","weekend","off_season",16,"all_median_min",4.6897
13,"Saturday","weekend","off_season",16,"all_median_min",4.6897
14,"Saturday","weekend","off_season",16,"all_median_min",4.6897
15,"Saturday","weekend","off_season",16,"all_median_min",4.6897
16,"Saturday","weekend","off_season",16,"all_median_min",7.2893
17,"Saturday","weekend","off_season",16,"all_median_min",19.8885
18,"Saturday","weekend","off_season",16,"all_median_min",21.6101
19,"Saturday","weekend","off_season",16,"all_median_min",24.1826
20,"Saturday","weekend","off_season",16,"all_median_min",28.836
21,"Saturday","weekend","off_season",16,"all_median_min",28.8955
22,"Saturday","weekend","off_season",16,"all_median_min",33.7006
23,"Saturday","weekend","off_season",16,"all_median_min",43.9885
24,"Saturday","weekend","off_season",16,"all_median_min",47.9545
6,"Sunday","weekend","in_season",20,"all_median_min",41.0814
7,"Sunday","weekend","in_season",20,"all_median_min",27.9033
8,"Sunday","weekend","in_season",20,"all_median_min",5.3751
9,"Sunday","weekend","in_season",20,"all_median_min",5.3519
10,"Sunday","weekend","in_season",20,"all_median_min",5.3391
11,"Sunday","weekend","in_season",20,"all_median_min",5.3391
12,"Sunday","weekend","in_season",20,"all_median_min",5.3391
13,"Sunday","weekend","in_season",20,"all_median_min",5.2967
14,"Sunday","weekend","in_season",20,"all_median_min",5.2967
15,"Sunday","weekend","in_season",20,"all_median_min",5.2967
16,"Sunday","weekend","in_season",20,"all_median_min",5.2967
17,"Sunday","weekend","in_season",20,"all_median_min",5.3589
18,"Sunday","weekend","in_season",20,"all_median_min",5.3589
19,"Sunday","weekend","in_season",20,"all_median_min",5.4515
20,"Sunday","weekend","in_season",20,"all_median_min",28.836
21,"Sunday","weekend","in_season",20,"all_median_min",28.8955
22,"Sunday","weekend","in_season",20,"all_median_min",34.2823
23,"Sunday","weekend","in_season",20,"all_median_min",43.9885
24,"Sunday","weekend","in_season",20,"all_median_min",47.9545
6,"Monday","weekday","in_season",20,"all_median_min",41.0814
7,"Monday","weekday","in_season",20,"all_median_min",27.9033
8,"Monday","weekday","in_season",20,"all_median_min",5.3751
9,"Monday","weekday","in_season",20,"all_median_min",5.3275
10,"Monday","weekday","in_season",20,"all_median_min",4.8271
11,"Monday","weekday","in_season",20,"all_median_min",4.7133
12,"Monday","weekday","in_season",20,"all_median_min",4.6897
13,"Monday","weekday","in_season",20,"all_median_min",4.6897
14,"Monday","weekday","in_season",20,"all_median_min",4.6897
15,"Monday","weekday","in_season",20,"all_median_min",4.6897
16,"Monday","weekday","in_season",20,"all_median_min",4.6897
17,"Monday","weekday","in_season",20,"all_median_min",4.7812
18,"Monday","weekday","in_season",20,"all_median_min",5.1918
19,"Monday","weekday","in_season",20,"all_median_min",5.3948
20,"Monday","weekday","in_season",20,"all_median_min",27.7242
21,"Monday","weekday","in_season",20,"all_median_min",28.8955
22,"Monday","weekday","in_season",20,"all_median_min",33.0541
23,"Monday","weekday","in_season",20,"all_median_min",40.255
24,"Monday","weekday","in_season",20,"all_median_min",47.9545
6,"Tuesday","weekday","in_season",20,"all_median_min",41.0814
7,"Tuesday","weekday","in_season",20,"all_median_min",27.9033
8,"Tuesday","weekday","in_season",20,"all_median_min",5.3751
9,"Tuesday","weekday","in_season",20,"all_median_min",5.3275
10,"Tuesday","weekday","in_season",20,"all_median_min",5.1613
11,"Tuesday","weekday","in_season",20,"all_median_min",5.0738
12,"Tuesday","weekday","in_season",20,"all_median_min",5.0495
13,"Tuesday","weekday","in_season",20,"all_median_min",4.7133
14,"Tuesday","weekday","in_season",20,"all_median_min",4.7133
15,"Tuesday","weekday","in_season",20,"all_median_min",4.7133
16,"Tuesday","weekday","in_season",20,"all_median_min",4.7133
17,"Tuesday","weekday","in_season",20,"all_median_min",4.7812
18,"Tuesday","weekday","in_season",20,"all_median_min",4.9938
19,"Tuesday","weekday","in_season",20,"all_median_min",5.2864
20,"Tuesday","weekday","in_season",20,"all_median_min",27.7242
21,"Tuesday","weekday","in_season",20,"all_median_min",28.8955
22,"Tuesday","weekday","in_season",20,"all_median_min",33.0541
23,"Tuesday","weekday","in_season",20,"all_median_min",40.255
24,"Tuesday","weekday","in_season",20,"all_median_min",47.9545
6,"Wednesday","weekday","in_season",20,"all_median_min",41.0814
7,"Wednesday","weekday","in_season",20,"all_median_min",27.9033
8,"Wednesday","weekday","in_season",20,"all_median_min",5.3751
9,"Wednesday","weekday","in_season",20,"all_median_min",5.3275
10,"Wednesday","weekday","in_season",20,"all_median_min",4.8271
11,"Wednesday","weekday","in_season",20,"all_median_min",4.7133
12,"Wednesday","weekday","in_season",20,"all_median_min",4.6897
13,"Wednesday","weekday","in_season",20,"all_median_min",4.6897
14,"Wednesday","weekday","in_season",20,"all_median_min",4.6897
15,"Wednesday","weekday","in_season",20,"all_median_min",4.6897
16,"Wednesday","weekday","in_season",20,"all_median_min",4.6897
17,"Wednesday","weekday","in_season",20,"all_median_min",4.7812
18,"Wednesday","weekday","in_season",20,"all_median_min",5.1918
19,"Wednesday","weekday","in_season",20,"all_median_min",5.3948
20,"Wednesday","weekday","in_season",20,"all_median_min",27.7242
21,"Wednesday","weekday","in_season",20,"all_median_min",28.8955
22,"Wednesday","weekday","in_season",20,"all_median_min",33.0541
23,"Wednesday","weekday","in_season",20,"all_median_min",40.255
24,"Wednesday","weekday","in_season",20,"all_median_min",47.9545
6,"Thursday","weekday","in_season",20,"all_median_min",41.0814
7,"Thursday","weekday","in_season",20,"all_median_min",27.9033
8,"Thursday","weekday","in_season",20,"all_median_min",5.3751
9,"Thursday","weekday","in_season",20,"all_median_min",5.3275
10,"Thursday","weekday","in_season",20,"all_median_min",4.9032
11,"Thursday","weekday","in_season",20,"all_median_min",4.8752
12,"Thursday","weekday","in_season",20,"all_median_min",4.6897
13,"Thursday","weekday","in_season",20,"all_median_min",4.6897
14,"Thursday","weekday","in_season",20,"all_median_min",4.6897
15,"Thursday","weekday","in_season",20,"all_median_min",4.6897
16,"Thursday","weekday","in_season",20,"all_median_min",4.6897
17,"Thursday","weekday","in_season",20,"all_median_min",4.7677
18,"Thursday","weekday","in_season",20,"all_median_min",4.8385
19,"Thursday","weekday","in_season",20,"all_median_min",5.0955
20,"Thursday","weekday","in_season",20,"all_median_min",27.7242
21,"Thursday","weekday","in_season",20,"all_median_min",28.8955
22,"Thursday","weekday","in_season",20,"all_median_min",33.0541
23,"Thursday","weekday","in_season",20,"all_median_min",40.255
24,"Thursday","weekday","in_season",20,"all_median_min",47.9545
6,"Friday","weekday","in_season",20,"all_median_min",41.0814
7,"Friday","weekday","in_season",20,"all_median_min",27.9033
8,"Friday","weekday","in_season",20,"all_median_min",5.3751
9,"Friday","weekday","in_season",20,"all_median_min",5.3391
10,"Friday","weekday","in_season",20,"all_median_min",4.7133
11,"Friday","weekday","in_season",20,"all_median_min",4.7133
12,"Friday","weekday","in_season",20,"all_median_min",4.7133
13,"Friday","weekday","in_season",20,"all_median_min",4.7133
14,"Friday","weekday","in_season",20,"all_median_min",4.7133
15,"Friday","weekday","in_season",20,"all_median_min",4.7133
16,"Friday","weekday","in_season",20,"all_median_min",4.7133
17,"Friday","weekday","in_season",20,"all_median_min",4.9224
18,"Friday","weekday","in_season",20,"all_median_min",5.3519
19,"Friday","weekday","in_season",20,"all_median_min",5.4381
20,"Friday","weekday","in_season",20,"all_median_min",28.836
21,"Friday","weekday","in_season",20,"all_median_min",28.8955
22,"Friday","weekday","in_season",20,"all_median_min",32.2886
23,"Friday","weekday","in_season",20,"all_median_min",40.255
24,"Friday","weekday","in_season",20,"all_median_min",47.9545
6,"Saturday","weekend","in_season",20,"all_median_min",41.0814
7,"Saturday","weekend","in_season",20,"all_median_min",27.9033
8,"Saturday","weekend","in_season",20,"all_median_min",5.3751
9,"Saturday","weekend","in_season",20,"all_median_min",5.3391
10,"Saturday","weekend","in_season",20,"all_median_min",4.6897
11,"Saturday","weekend","in_season",20,"all_median_min",4.6897
12,"Saturday","weekend","in_season",20,"all_median_min",4.6897
13,"Saturday","weekend","in_season",20,"all_median_min",4.6897
14,"Saturday","weekend","in_season",20,"all_median_min",4.6897
15,"Saturday","weekend","in_season",20,"all_median_min",4.6897
16,"Saturday","weekend","in_season",20,"all_median_min",4.6897
17,"Saturday","weekend","in_season",20,"all_median_min",5.3519
18,"Saturday","weekend","in_season",20,"all_median_min",5.3519
19,"Saturday","weekend","in_season",20,"all_median_min",5.4381
20,"Saturday","weekend","in_season",20,"all_median_min",28.836
21,"Saturday","weekend","in_season",20,"all_median_min",28.8955
22,"Saturday","weekend","in_season",20,"all_median_min",33.7006
23,"Saturday","weekend","in_season",20,"all_median_min",43.9885
24,"Saturday","weekend","in_season",20,"all_median_min",47.9545
6,"Sunday","weekend","in_season_late",22,"all_median_min",41.0814
7,"Sunday","weekend","in_season_late",22,"all_median_min",27.9033
8,"Sunday","weekend","in_season_late",22,"all_median_min",5.3751
9,"Sunday","weekend","in_season_late",22,"all_median_min",5.3519
10,"Sunday","weekend","in_season_late",22,"all_median_min",5.3391
11,"Sunday","weekend","in_season_late",22,"all_median_min",5.3391
12,"Sunday","weekend","in_season_late",22,"all_median_min",5.3391
13,"Sunday","weekend","in_season_late",22,"all_median_min",5.2967
14,"Sunday","weekend","in_season_late",22,"all_median_min",5.2967
15,"Sunday","weekend","in_season_late",22,"all_median_min",5.2967
16,"Sunday","weekend","in_season_late",22,"all_median_min",5.2967
17,"Sunday","weekend","in_season_late",22,"all_median_min",5.3589
18,"Sunday","weekend","in_season_late",22,"all_median_min",5.3589
19,"Sunday","weekend","in_season_late",22,"all_median_min",5.4515
20,"Sunday","weekend","in_season_late",22,"all_median_min",5.4804
21,"Sunday","weekend","in_season_late",22,"all_median_min",5.6636
22,"Sunday","weekend","in_season_late",22,"all_median_min",34.2823
23,"Sunday","weekend","in_season_late",22,"all_median_min",43.9885
24,"Sunday","weekend","in_season_late",22,"all_median_min",47.9545
6,"Monday","weekday","in_season_late",22,"all_median_min",41.0814
7,"Monday","weekday","in_season_late",22,"all_median_min",27.9033
8,"Monday","weekday","in_season_late",22,"all_median_min",5.3751
9,"Monday","weekday","in_season_late",22,"all_median_min",5.3275
10,"Monday","weekday","in_season_late",22,"all_median_min",4.8271
11,"Monday","weekday","in_season_late",22,"all_median_min",4.7133
12,"Monday","weekday","in_season_late",22,"all_median_min",4.6897
13,"Monday","weekday","in_season_late",22,"all_median_min",4.6897
14,"Monday","weekday","in_season_late",22,"all_median_min",4.6897
15,"Monday","weekday","in_season_late",22,"all_median_min",4.6897
16,"Monday","weekday","in_season_late",22,"all_median_min",4.6897
17,"Monday","weekday","in_season_late",22,"all_median_min",4.7812
18,"Monday","weekday","in_season_late",22,"all_median_min",5.1918
19,"Monday","weekday","in_season_late",22,"all_median_min",5.3948
20,"Monday","weekday","in_season_late",22,"all_median_min",5.4603
21,"Monday","weekday","in_season_late",22,"all_median_min",5.6325
22,"Monday","weekday","in_season_late",22,"all_median_min",33.0541
23,"Monday","weekday","in_season_late",22,"all_median_min",40.255
24,"Monday","weekday","in_season_late",22,"all_median_min",47.9545
6,"Tuesday","weekday","in_season_late",22,"all_median_min",41.0814
7,"Tuesday","weekday","in_season_late",22,"all_median_min",27.9033
8,"Tuesday","weekday","in_season_late",22,"all_median_min",5.3751
9,"Tuesday","weekday","in_season_late",22,"all_median_min",5.3275
10,"Tuesday","weekday","in_season_late",22,"all_median_min",5.1613
11,"Tuesday","weekday","in_season_late",22,"all_median_min",5.0738
12,"Tuesday","weekday","in_season_late",22,"all_median_min",5.0495
13,"Tuesday","weekday","in_season_late",22,"all_median_min",4.7133
14,"Tuesday","weekday","in_season_late",22,"all_median_min",4.7133
15,"Tuesday","weekday","in_season_late",22,"all_median_min",4.7133
16,"Tuesday","weekday","in_season_late",22,"all_median_min",4.7133
17,"Tuesday","weekday","in_season_late",22,"all_median_min",4.7812
18,"Tuesday","weekday","in_season_late",22,"all_median_min",4.9938
19,"Tuesday","weekday","in_season_late",22,"all_median_min",5.2864
20,"Tuesday","weekday","in_season_late",22,"all_median_min",5.4603
21,"Tuesday","weekday","in_season_late",22,"all_median_min",5.6325
22,"Tuesday","weekday","in_season_late",22,"all_median_min",33.0541
23,"Tuesday","weekday","in_season_late",22,"all_median_min",40.255
24,"Tuesday","weekday","in_season_late",22,"all_median_min",47.9545
6,"Wednesday","weekday","in_season_late",22,"all_median_min",41.0814
7,"Wednesday","weekday","in_season_late",22,"all_median_min",27.9033
8,"Wednesday","weekday","in_season_late",22,"all_median_min",5.3751
9,"Wednesday","weekday","in_season_late",22,"all_median_min",5.3275
10,"Wednesday","weekday","in_season_late",22,"all_median_min",4.8271
11,"Wednesday","weekday","in_season_late",22,"all_median_min",4.7133
12,"Wednesday","weekday","in_season_late",22,"all_median_min",4.6897
13,"Wednesday","weekday","in_season_late",22,"all_median_min",4.6897
14,"Wednesday","weekday","in_season_late",22,"all_median_min",4.6897
15,"Wednesday","weekday","in_season_late",22,"all_median_min",4.6897
16,"Wednesday","weekday","in_season_late",22,"all_median_min",4.6897
17,"Wednesday","weekday","in_season_late",22,"all_median_min",4.7812
18,"Wednesday","weekday","in_season_late",22,"all_median_min",5.1918
19,"Wednesday","weekday","in_season_late",22,"all_median_min",5.3948
20,"Wednesday","weekday","in_season_late",22,"all_median_min",5.4603
21,"Wednesday","weekday","in_season_late",22,"all_median_min",5.6325
22,"Wednesday","weekday","in_season_late",22,"all_median_min",33.0541
23,"Wednesday","weekday","in_season_late",22,"all_median_min",40.255
24,"Wednesday","weekday","in_season_late",22,"all_median_min",47.9545
6,"Thursday","weekday","in_season_late",22,"all_median_min",41.0814
7,"Thursday","weekday","in_season_late",22,"all_median_min",27.9033
8,"Thursday","weekday","in_season_late",22,"all_median_min",5.3751
9,"Thursday","weekday","in_season_late",22,"all_median_min",5.3275
10,"Thursday","weekday","in_season_late",22,"all_median_min",4.9032
11,"Thursday","weekday","in_season_late",22,"all_median_min",4.8752
12,"Thursday","weekday","in_season_late",22,"all_median_min",4.6897
13,"Thursday","weekday","in_season_late",22,"all_median_min",4.6897
14,"Thursday","weekday","in_season_late",22,"all_median_min",4.6897
15,"Thursday","weekday","in_season_late",22,"all_median_min",4.6897
16,"Thursday","weekday","in_season_late",22,"all_median_min",4.6897
17,"Thursday","weekday","in_season_late",22,"all_median_min",4.7677
18,"Thursday","weekday","in_season_late",22,"all_median_min",4.8385
19,"Thursday","weekday","in_season_late",22,"all_median_min",5.0955
20,"Thursday","weekday","in_season_late",22,"all_median_min",5.4603
21,"Thursday","weekday","in_season_late",22,"all_median_min",5.6325
22,"Thursday","weekday","in_season_late",22,"all_median_min",33.0541
23,"Thursday","weekday","in_season_late",22,"all_median_min",40.255
24,"Thursday","weekday","in_season_late",22,"all_median_min",47.9545
6,"Friday","weekday","in_season_late",22,"all_median_min",41.0814
7,"Friday","weekday","in_season_late",22,"all_median_min",27.9033
8,"Friday","weekday","in_season_late",22,"all_median_min",5.3751
9,"Friday","weekday","in_season_late",22,"all_median_min",5.3391
10,"Friday","weekday","in_season_late",22,"all_median_min",4.7133
11,"Friday","weekday","in_season_late",22,"all_median_min",4.7133
12,"Friday","weekday","in_season_late",22,"all_median_min",4.7133
13,"Friday","weekday","in_season_late",22,"all_median_min",4.7133
14,"Friday","weekday","in_season_late",22,"all_median_min",4.7133
15,"Friday","weekday","in_season_late",22,"all_median_min",4.7133
16,"Friday","weekday","in_season_late",22,"all_median_min",4.7133
17,"Friday","weekday","in_season_late",22,"all_median_min",4.9224
18,"Friday","weekday","in_season_late",22,"all_median_min",5.3519
19,"Friday","weekday","in_season_late",22,"all_median_min",5.4381
20,"Friday","weekday","in_season_late",22,"all_median_min",5.4669
21,"Friday","weekday","in_season_late",22,"all_median_min",5.6325
22,"Friday","weekday","in_season_late",22,"all_median_min",32.2886
23,"Friday","weekday","in_season_late",22,"all_median_min",40.255
24,"Friday","weekday","in_season_late",22,"all_median_min",47.9545
6,"Saturday","weekend","in_season_late",22,"all_median_min",41.0814
7,"Saturday","weekend","in_season_late",22,"all_median_min",27.9033
8,"Saturday","weekend","in_season_late",22,"all_median_min",5.3751
9,"Saturday","weekend","in_season_late",22,"all_median_min",5.3391
10,"Saturday","weekend","in_season_late",22,"all_median_min",4.6897
11,"Saturday","weekend","in_season_late",22,"all_median_min",4.6897
12,"Saturday","weekend","in_season_late",22,"all_median_min",4.6897
13,"Saturday","weekend","in_season_late",22,"all_median_min",4.6897
14,"Saturday","weekend","in_season_late",22,"all_median_min",4.6897
15,"Saturday","weekend","in_season_late",22,"all_median_min",4.6897
16,"Saturday","weekend","in_season_late",22,"all_median_min",4.6897
17,"Saturday","weekend","in_season_late",22,"all_median_min",5.3519
18,"Saturday","weekend","in_season_late",22,"all_median_min",5.3519
19,"Saturday","weekend","in_season_late",22,"all_median_min",5.4381
20,"Saturday","weekend","in_season_late",22,"all_median_min",5.4669
21,"Saturday","weekend","in_season_late",22,"all_median_min",5.6325
22,"Saturday","weekend","in_season_late",22,"all_median_min",33.7006
23,"Saturday","weekend","in_season_late",22,"all_median_min",43.9885
24,"Saturday","weekend","in_season_late",22,"all_median_min",47.9545
6,"Sunday","weekend","off_season",16,"all_no500_n",417
7,"Sunday","weekend","off_season",16,"all_no500_n",390
8,"Sunday","weekend","off_season",16,"all_no500_n",134
9,"Sunday","weekend","off_season",16,"all_no500_n",131
10,"Sunday","weekend","off_season",16,"all_no500_n",131
11,"Sunday","weekend","off_season",16,"all_no500_n",131
12,"Sunday","weekend","off_season",16,"all_no500_n",131
13,"Sunday","weekend","off_season",16,"all_no500_n",126
14,"Sunday","weekend","off_season",16,"all_no500_n",126
15,"Sunday","weekend","off_season",16,"all_no500_n",126
16,"Sunday","weekend","off_season",16,"all_no500_n",360
17,"Sunday","weekend","off_season",16,"all_no500_n",372
18,"Sunday","weekend","off_season",16,"all_no500_n",372
19,"Sunday","weekend","off_season",16,"all_no500_n",386
20,"Sunday","weekend","off_season",16,"all_no500_n",396
21,"Sunday","weekend","off_season",16,"all_no500_n",404
22,"Sunday","weekend","off_season",16,"all_no500_n",406
23,"Sunday","weekend","off_season",16,"all_no500_n",416
24,"Sunday","weekend","off_season",16,"all_no500_n",420
6,"Monday","weekday","off_season",16,"all_no500_n",417
7,"Monday","weekday","off_season",16,"all_no500_n",390
8,"Monday","weekday","off_season",16,"all_no500_n",134
9,"Monday","weekday","off_season",16,"all_no500_n",131
10,"Monday","weekday","off_season",16,"all_no500_n",92
11,"Monday","weekday","off_season",16,"all_no500_n",87
12,"Monday","weekday","off_season",16,"all_no500_n",87
13,"Monday","weekday","off_season",16,"all_no500_n",87
14,"Monday","weekday","off_season",16,"all_no500_n",87
15,"Monday","weekday","off_season",16,"all_no500_n",87
16,"Monday","weekday","off_season",16,"all_no500_n",223
17,"Monday","weekday","off_season",16,"all_no500_n",228
18,"Monday","weekday","off_season",16,"all_no500_n",311
19,"Monday","weekday","off_season",16,"all_no500_n",370
20,"Monday","weekday","off_season",16,"all_no500_n",392
21,"Monday","weekday","off_season",16,"all_no500_n",402
22,"Monday","weekday","off_season",16,"all_no500_n",406
23,"Monday","weekday","off_season",16,"all_no500_n",416
24,"Monday","weekday","off_season",16,"all_no500_n",420
6,"Tuesday","weekday","off_season",16,"all_no500_n",417
7,"Tuesday","weekday","off_season",16,"all_no500_n",390
8,"Tuesday","weekday","off_season",16,"all_no500_n",134
9,"Tuesday","weekday","off_season",16,"all_no500_n",131
10,"Tuesday","weekday","off_season",16,"all_no500_n",117
11,"Tuesday","weekday","off_season",16,"all_no500_n",113
12,"Tuesday","weekday","off_season",16,"all_no500_n",111
13,"Tuesday","weekday","off_season",16,"all_no500_n",87
14,"Tuesday","weekday","off_season",16,"all_no500_n",87
15,"Tuesday","weekday","off_season",16,"all_no500_n",87
16,"Tuesday","weekday","off_season",16,"all_no500_n",223
17,"Tuesday","weekday","off_season",16,"all_no500_n",226
18,"Tuesday","weekday","off_season",16,"all_no500_n",266
19,"Tuesday","weekday","off_season",16,"all_no500_n",324
20,"Tuesday","weekday","off_season",16,"all_no500_n",392
21,"Tuesday","weekday","off_season",16,"all_no500_n",402
22,"Tuesday","weekday","off_season",16,"all_no500_n",406
23,"Tuesday","weekday","off_season",16,"all_no500_n",416
24,"Tuesday","weekday","off_season",16,"all_no500_n",420
6,"Wednesday","weekday","off_season",16,"all_no500_n",417
7,"Wednesday","weekday","off_season",16,"all_no500_n",390
8,"Wednesday","weekday","off_season",16,"all_no500_n",134
9,"Wednesday","weekday","off_season",16,"all_no500_n",131
10,"Wednesday","weekday","off_season",16,"all_no500_n",92
11,"Wednesday","weekday","off_season",16,"all_no500_n",87
12,"Wednesday","weekday","off_season",16,"all_no500_n",87
13,"Wednesday","weekday","off_season",16,"all_no500_n",87
14,"Wednesday","weekday","off_season",16,"all_no500_n",87
15,"Wednesday","weekday","off_season",16,"all_no500_n",87
16,"Wednesday","weekday","off_season",16,"all_no500_n",223
17,"Wednesday","weekday","off_season",16,"all_no500_n",228
18,"Wednesday","weekday","off_season",16,"all_no500_n",308
19,"Wednesday","weekday","off_season",16,"all_no500_n",370
20,"Wednesday","weekday","off_season",16,"all_no500_n",392
21,"Wednesday","weekday","off_season",16,"all_no500_n",402
22,"Wednesday","weekday","off_season",16,"all_no500_n",406
23,"Wednesday","weekday","off_season",16,"all_no500_n",416
24,"Wednesday","weekday","off_season",16,"all_no500_n",420
6,"Thursday","weekday","off_season",16,"all_no500_n",417
7,"Thursday","weekday","off_season",16,"all_no500_n",390
8,"Thursday","weekday","off_season",16,"all_no500_n",134
9,"Thursday","weekday","off_season",16,"all_no500_n",131
10,"Thursday","weekday","off_season",16,"all_no500_n",100
11,"Thursday","weekday","off_season",16,"all_no500_n",98
12,"Thursday","weekday","off_season",16,"all_no500_n",87
13,"Thursday","weekday","off_season",16,"all_no500_n",87
14,"Thursday","weekday","off_season",16,"all_no500_n",87
15,"Thursday","weekday","off_season",16,"all_no500_n",87
16,"Thursday","weekday","off_season",16,"all_no500_n",223
17,"Thursday","weekday","off_season",16,"all_no500_n",226
18,"Thursday","weekday","off_season",16,"all_no500_n",244
19,"Thursday","weekday","off_season",16,"all_no500_n",303
20,"Thursday","weekday","off_season",16,"all_no500_n",392
21,"Thursday","weekday","off_season",16,"all_no500_n",402
22,"Thursday","weekday","off_season",16,"all_no500_n",406
23,"Thursday","weekday","off_season",16,"all_no500_n",416
24,"Thursday","weekday","off_season",16,"all_no500_n",420
6,"Friday","weekday","off_season",16,"all_no500_n",417
7,"Friday","weekday","off_season",16,"all_no500_n",390
8,"Friday","weekday","off_season",16,"all_no500_n",134
9,"Friday","weekday","off_season",16,"all_no500_n",131
10,"Friday","weekday","off_season",16,"all_no500_n",87
11,"Friday","weekday","off_season",16,"all_no500_n",87
12,"Friday","weekday","off_season",16,"all_no500_n",87
13,"Friday","weekday","off_season",16,"all_no500_n",87
14,"Friday","weekday","off_season",16,"all_no500_n",87
15,"Friday","weekday","off_season",16,"all_no500_n",87
16,"Friday","weekday","off_season",16,"all_no500_n",223
17,"Friday","weekday","off_season",16,"all_no500_n",275
18,"Friday","weekday","off_season",16,"all_no500_n",370
19,"Friday","weekday","off_season",16,"all_no500_n",382
20,"Friday","weekday","off_season",16,"all_no500_n",394
21,"Friday","weekday","off_season",16,"all_no500_n",402
22,"Friday","weekday","off_season",16,"all_no500_n",405
23,"Friday","weekday","off_season",16,"all_no500_n",416
24,"Friday","weekday","off_season",16,"all_no500_n",420
6,"Saturday","weekend","off_season",16,"all_no500_n",417
7,"Saturday","weekend","off_season",16,"all_no500_n",390
8,"Saturday","weekend","off_season",16,"all_no500_n",134
9,"Saturday","weekend","off_season",16,"all_no500_n",131
10,"Saturday","weekend","off_season",16,"all_no500_n",87
11,"Saturday","weekend","off_season",16,"all_no500_n",87
12,"Saturday","weekend","off_season",16,"all_no500_n",87
13,"Saturday","weekend","off_season",16,"all_no500_n",87
14,"Saturday","weekend","off_season",16,"all_no500_n",87
15,"Saturday","weekend","off_season",16,"all_no500_n",87
16,"Saturday","weekend","off_season",16,"all_no500_n",223
17,"Saturday","weekend","off_season",16,"all_no500_n",365
