"hour","day","day_type","scenario","placeholder_close","metric","value"
6,"Sunday","weekend","off_season",16,"n_open",34
7,"Sunday","weekend","off_season",16,"n_open",55
8,"Sunday","weekend","off_season",16,"n_open",715
9,"Sunday","weekend","off_season",16,"n_open",733
10,"Sunday","weekend","off_season",16,"n_open",739
11,"Sunday","weekend","off_season",16,"n_open",749
12,"Sunday","weekend","off_season",16,"n_open",759
13,"Sunday","weekend","off_season",16,"n_open",767
14,"Sunday","weekend","off_season",16,"n_open",767
15,"Sunday","weekend","off_season",16,"n_open",766
16,"Sunday","weekend","off_season",16,"n_open",124
17,"Sunday","weekend","off_season",16,"n_open",100
18,"Sunday","weekend","off_season",16,"n_open",97
19,"Sunday","weekend","off_season",16,"n_open",85
20,"Sunday","weekend","off_season",16,"n_open",61
21,"Sunday","weekend","off_season",16,"n_open",54
22,"Sunday","weekend","off_season",16,"n_open",39
23,"Sunday","weekend","off_season",16,"n_open",21
24,"Sunday","weekend","off_season",16,"n_open",15
6,"Monday","weekday","off_season",16,"n_open",34
7,"Monday","weekday","off_season",16,"n_open",56
8,"Monday","weekday","off_season",16,"n_open",720
9,"Monday","weekday","off_season",16,"n_open",741
10,"Monday","weekday","off_season",16,"n_open",912
11,"Monday","weekday","off_season",16,"n_open",943
12,"Monday","weekday","off_season",16,"n_open",952
13,"Monday","weekday","off_season",16,"n_open",953
14,"Monday","weekday","off_season",16,"n_open",953
15,"Monday","weekday","off_season",16,"n_open",952
16,"Monday","weekday","off_season",16,"n_open",311
17,"Monday","weekday","off_season",16,"n_open",294
18,"Monday","weekday","off_season",16,"n_open",154
19,"Monday","weekday","off_season",16,"n_open",98
20,"Monday","weekday","off_season",16,"n_open",65
21,"Monday","weekday","off_season",16,"n_open",56
22,"Monday","weekday","off_season",16,"n_open",41
23,"Monday","weekday","off_season",16,"n_open",22
24,"Monday","weekday","off_season",16,"n_open",15
6,"Tuesday","weekday","off_season",16,"n_open",34
7,"Tuesday","weekday","off_season",16,"n_open",56
8,"Tuesday","weekday","off_season",16,"n_open",720
9,"Tuesday","weekday","off_season",16,"n_open",741
10,"Tuesday","weekday","off_season",16,"n_open",807
11,"Tuesday","weekday","off_season",16,"n_open",836
12,"Tuesday","weekday","off_season",16,"n_open",845
13,"Tuesday","weekday","off_season",16,"n_open",953
14,"Tuesday","weekday","off_season",16,"n_open",953
15,"Tuesday","weekday","off_season",16,"n_open",952
16,"Tuesday","weekday","off_season",16,"n_open",311
17,"Tuesday","weekday","off_season",16,"n_open",295
18,"Tuesday","weekday","off_season",16,"n_open",202
19,"Tuesday","weekday","off_season",16,"n_open",146
20,"Tuesday","weekday","off_season",16,"n_open",66
21,"Tuesday","weekday","off_season",16,"n_open",57
22,"Tuesday","weekday","off_season",16,"n_open",41
23,"Tuesday","weekday","off_season",16,"n_open",22
24,"Tuesday","weekday","off_season",16,"n_open",15
6,"Wednesday","weekday","off_season",16,"n_open",34
7,"Wednesday","weekday","off_season",16,"n_open",56
8,"Wednesday","weekday","off_season",16,"n_open",720
9,"Wednesday","weekday","off_season",16,"n_open",741
10,"Wednesday","weekday","off_season",16,"n_open",910
11,"Wednesday","weekday","off_season",16,"n_open",943
12,"Wednesday","weekday","off_season",16,"n_open",953
13,"Wednesday","weekday","off_season",16,"n_open",954
14,"Wednesday","weekday","off_season",16,"n_open",954
15,"Wednesday","weekday","off_season",16,"n_open",953
16,"Wednesday","weekday","off_season",16,"n_open",312
17,"Wednesday","weekday","off_season",16,"n_open",295
18,"Wednesday","weekday","off_season",16,"n_open",156
19,"Wednesday","weekday","off_season",16,"n_open",99
20,"Wednesday","weekday","off_season",16,"n_open",66
21,"Wednesday","weekday","off_season",16,"n_open",57
22,"Wednesday","weekday","off_season",16,"n_open",41
23,"Wednesday","weekday","off_season",16,"n_open",22
24,"Wednesday","weekday","off_season",16,"n_open",15
6,"Thursday","weekday","off_season",16,"n_open",34
7,"Thursday","weekday","off_season",16,"n_open",56
8,"Thursday","weekday","off_season",16,"n_open",720
9,"Thursday","weekday","off_season",16,"n_open",741
10,"Thursday","weekday","off_season",16,"n_open",854
11,"Thursday","weekday","off_season",16,"n_open",886
12,"Thursday","weekday","off_season",16,"n_open",953
13,"Thursday","weekday","off_season",16,"n_open",954
14,"Thursday","weekday","off_season",16,"n_open",954
15,"Thursday","weekday","off_season",16,"n_open",953
16,"Thursday","weekday","off_season",16,"n_open",312
17,"Thursday","weekday","off_season",16,"n_open",296
18,"Thursday","weekday","off_season",16,"n_open",262
19,"Thursday","weekday","off_season",16,"n_open",204
20,"Thursday","weekday","off_season",16,"n_open",66
21,"Thursday","weekday","off_season",16,"n_open",57
22,"Thursday","weekday","off_season",16,"n_open",41
23,"Thursday","weekday","off_season",16,"n_open",22
24,"Thursday","weekday","off_season",16,"n_open",15
6,"Friday","weekday","off_season",16,"n_open",34
7,"Friday","weekday","off_season",16,"n_open",56
8,"Friday","weekday","off_season",16,"n_open",720
9,"Friday","weekday","off_season",16,"n_open",739
10,"Friday","weekday","off_season",16,"n_open",932
11,"Friday","weekday","off_season",16,"n_open",945
12,"Friday","weekday","off_season",16,"n_open",952
13,"Friday","weekday","off_season",16,"n_open",953
14,"Friday","weekday","off_season",16,"n_open",953
15,"Friday","weekday","off_season",16,"n_open",952
16,"Friday","weekday","off_season",16,"n_open",311
17,"Friday","weekday","off_season",16,"n_open",236
18,"Friday","weekday","off_season",16,"n_open",100
19,"Friday","weekday","off_season",16,"n_open",90
20,"Friday","weekday","off_season",16,"n_open",66
21,"Friday","weekday","off_season",16,"n_open",58
22,"Friday","weekday","off_season",16,"n_open",42
23,"Friday","weekday","off_season",16,"n_open",22
24,"Friday","weekday","off_season",16,"n_open",15
6,"Saturday","weekend","off_season",16,"n_open",34
7,"Saturday","weekend","off_season",16,"n_open",56
8,"Saturday","weekend","off_season",16,"n_open",717
9,"Saturday","weekend","off_season",16,"n_open",737
10,"Saturday","weekend","off_season",16,"n_open",931
11,"Saturday","weekend","off_season",16,"n_open",943
12,"Saturday","weekend","off_season",16,"n_open",951
13,"Saturday","weekend","off_season",16,"n_open",953
14,"Saturday","weekend","off_season",16,"n_open",953
15,"Saturday","weekend","off_season",16,"n_open",951
16,"Saturday","weekend","off_season",16,"n_open",307
17,"Saturday","weekend","off_season",16,"n_open",108
18,"Saturday","weekend","off_season",16,"n_open",99
19,"Saturday","weekend","off_season",16,"n_open",90
20,"Saturday","weekend","off_season",16,"n_open",65
21,"Saturday","weekend","off_season",16,"n_open",58
22,"Saturday","weekend","off_season",16,"n_open",41
23,"Saturday","weekend","off_season",16,"n_open",21
24,"Saturday","weekend","off_season",16,"n_open",15
6,"Sunday","weekend","in_season",20,"n_open",34
7,"Sunday","weekend","in_season",20,"n_open",55
8,"Sunday","weekend","in_season",20,"n_open",715
9,"Sunday","weekend","in_season",20,"n_open",733
10,"Sunday","weekend","in_season",20,"n_open",739
11,"Sunday","weekend","in_season",20,"n_open",749
12,"Sunday","weekend","in_season",20,"n_open",759
13,"Sunday","weekend","in_season",20,"n_open",767
14,"Sunday","weekend","in_season",20,"n_open",767
15,"Sunday","weekend","in_season",20,"n_open",766
16,"Sunday","weekend","in_season",20,"n_open",765
17,"Sunday","weekend","in_season",20,"n_open",741
18,"Sunday","weekend","in_season",20,"n_open",738
19,"Sunday","weekend","in_season",20,"n_open",726
20,"Sunday","weekend","in_season",20,"n_open",61
21,"Sunday","weekend","in_season",20,"n_open",54
22,"Sunday","weekend","in_season",20,"n_open",39
23,"Sunday","weekend","in_season",20,"n_open",21
24,"Sunday","weekend","in_season",20,"n_open",15
6,"Monday","weekday","in_season",20,"n_open",34
7,"Monday","weekday","in_season",20,"n_open",56
8,"Monday","weekday","in_season",20,"n_open",720
9,"Monday","weekday","in_season",20,"n_open",741
10,"Monday","weekday","in_season",20,"n_open",912
11,"Monday","weekday","in_season",20,"n_open",943
12,"Monday","weekday","in_season",20,"n_open",952
13,"Monday","weekday","in_season",20,"n_open",953
14,"Monday","weekday","in_season",20,"n_open",953
15,"Monday","weekday","in_season",20,"n_open",952
16,"Monday","weekday","in_season",20,"n_open",952
17,"Monday","weekday","in_season",20,"n_open",935
18,"Monday","weekday","in_season",20,"n_open",795
19,"Monday","weekday","in_season",20,"n_open",739
20,"Monday","weekday","in_season",20,"n_open",65
21,"Monday","weekday","in_season",20,"n_open",56
22,"Monday","weekday","in_season",20,"n_open",41
23,"Monday","weekday","in_season",20,"n_open",22
24,"Monday","weekday","in_season",20,"n_open",15
6,"Tuesday","weekday","in_season",20,"n_open",34
7,"Tuesday","weekday","in_season",20,"n_open",56
8,"Tuesday","weekday","in_season",20,"n_open",720
9,"Tuesday","weekday","in_season",20,"n_open",741
10,"Tuesday","weekday","in_season",20,"n_open",807
11,"Tuesday","weekday","in_season",20,"n_open",836
12,"Tuesday","weekday","in_season",20,"n_open",845
13,"Tuesday","weekday","in_season",20,"n_open",953
14,"Tuesday","weekday","in_season",20,"n_open",953
15,"Tuesday","weekday","in_season",20,"n_open",952
16,"Tuesday","weekday","in_season",20,"n_open",952
17,"Tuesday","weekday","in_season",20,"n_open",936
18,"Tuesday","weekday","in_season",20,"n_open",843
19,"Tuesday","weekday","in_season",20,"n_open",787
20,"Tuesday","weekday","in_season",20,"n_open",66
21,"Tuesday","weekday","in_season",20,"n_open",57
22,"Tuesday","weekday","in_season",20,"n_open",41
23,"Tuesday","weekday","in_season",20,"n_open",22
24,"Tuesday","weekday","in_season",20,"n_open",15
6,"Wednesday","weekday","in_season",20,"n_open",34
7,"Wednesday","weekday","in_season",20,"n_open",56
8,"Wednesday","weekday","in_season",20,"n_open",720
9,"Wednesday","weekday","in_season",20,"n_open",741
10,"Wednesday","weekday","in_season",20,"n_open",910
11,"Wednesday","weekday","in_season",20,"n_open",943
12,"Wednesday","weekday","in_season",20,"n_open",953
13,"Wednesday","weekday","in_season",20,"n_open",954
14,"Wednesday","weekday","in_season",20,"n_open",954
15,"Wednesday","weekday","in_season",20,"n_open",953
16,"Wednesday","weekday","in_season",20,"n_open",953
17,"Wednesday","weekday","in_season",20,"n_open",936
18,"Wednesday","weekday","in_season",20,"n_open",797
19,"Wednesday","weekday","in_season",20,"n_open",740
20,"Wednesday","weekday","in_season",20,"n_open",66
21,"Wednesday","weekday","in_season",20,"n_open",57
22,"Wednesday","weekday","in_season",20,"n_open",41
23,"Wednesday","weekday","in_season",20,"n_open",22
24,"Wednesday","weekday","in_season",20,"n_open",15
6,"Thursday","weekday","in_season",20,"n_open",34
7,"Thursday","weekday","in_season",20,"n_open",56
8,"Thursday","weekday","in_season",20,"n_open",720
9,"Thursday","weekday","in_season",20,"n_open",741
10,"Thursday","weekday","in_season",20,"n_open",854
11,"Thursday","weekday","in_season",20,"n_open",886
12,"Thursday","weekday","in_season",20,"n_open",953
13,"Thursday","weekday","in_season",20,"n_open",954
14,"Thursday","weekday","in_season",20,"n_open",954
15,"Thursday","weekday","in_season",20,"n_open",953
16,"Thursday","weekday","in_season",20,"n_open",953
17,"Thursday","weekday","in_season",20,"n_open",937
18,"Thursday","weekday","in_season",20,"n_open",903
19,"Thursday","weekday","in_season",20,"n_open",845
20,"Thursday","weekday","in_season",20,"n_open",66
21,"Thursday","weekday","in_season",20,"n_open",57
22,"Thursday","weekday","in_season",20,"n_open",41
23,"Thursday","weekday","in_season",20,"n_open",22
24,"Thursday","weekday","in_season",20,"n_open",15
6,"Friday","weekday","in_season",20,"n_open",34
7,"Friday","weekday","in_season",20,"n_open",56
8,"Friday","weekday","in_season",20,"n_open",720
9,"Friday","weekday","in_season",20,"n_open",739
10,"Friday","weekday","in_season",20,"n_open",932
11,"Friday","weekday","in_season",20,"n_open",945
12,"Friday","weekday","in_season",20,"n_open",952
13,"Friday","weekday","in_season",20,"n_open",953
14,"Friday","weekday","in_season",20,"n_open",953
15,"Friday","weekday","in_season",20,"n_open",952
16,"Friday","weekday","in_season",20,"n_open",952
17,"Friday","weekday","in_season",20,"n_open",877
18,"Friday","weekday","in_season",20,"n_open",741
19,"Friday","weekday","in_season",20,"n_open",731
20,"Friday","weekday","in_season",20,"n_open",66
21,"Friday","weekday","in_season",20,"n_open",58
22,"Friday","weekday","in_season",20,"n_open",42
23,"Friday","weekday","in_season",20,"n_open",22
24,"Friday","weekday","in_season",20,"n_open",15
6,"Saturday","weekend","in_season",20,"n_open",34
7,"Saturday","weekend","in_season",20,"n_open",56
8,"Saturday","weekend","in_season",20,"n_open",717
9,"Saturday","weekend","in_season",20,"n_open",737
10,"Saturday","weekend","in_season",20,"n_open",931
11,"Saturday","weekend","in_season",20,"n_open",943
12,"Saturday","weekend","in_season",20,"n_open",951
13,"Saturday","weekend","in_season",20,"n_open",953
14,"Saturday","weekend","in_season",20,"n_open",953
15,"Saturday","weekend","in_season",20,"n_open",951
16,"Saturday","weekend","in_season",20,"n_open",948
17,"Saturday","weekend","in_season",20,"n_open",749
18,"Saturday","weekend","in_season",20,"n_open",740
19,"Saturday","weekend","in_season",20,"n_open",731
20,"Saturday","weekend","in_season",20,"n_open",65
21,"Saturday","weekend","in_season",20,"n_open",58
22,"Saturday","weekend","in_season",20,"n_open",41
23,"Saturday","weekend","in_season",20,"n_open",21
24,"Saturday","weekend","in_season",20,"n_open",15
6,"Sunday","weekend","in_season_late",22,"n_open",34
7,"Sunday","weekend","in_season_late",22,"n_open",55
8,"Sunday","weekend","in_season_late",22,"n_open",715
9,"Sunday","weekend","in_season_late",22,"n_open",733
10,"Sunday","weekend","in_season_late",22,"n_open",739
11,"Sunday","weekend","in_season_late",22,"n_open",749
12,"Sunday","weekend","in_season_late",22,"n_open",759
13,"Sunday","weekend","in_season_late",22,"n_open",767
14,"Sunday","weekend","in_season_late",22,"n_open",767
15,"Sunday","weekend","in_season_late",22,"n_open",766
16,"Sunday","weekend","in_season_late",22,"n_open",765
17,"Sunday","weekend","in_season_late",22,"n_open",741
18,"Sunday","weekend","in_season_late",22,"n_open",738
19,"Sunday","weekend","in_season_late",22,"n_open",726
20,"Sunday","weekend","in_season_late",22,"n_open",702
21,"Sunday","weekend","in_season_late",22,"n_open",695
22,"Sunday","weekend","in_season_late",22,"n_open",39
23,"Sunday","weekend","in_season_late",22,"n_open",21
24,"Sunday","weekend","in_season_late",22,"n_open",15
6,"Monday","weekday","in_season_late",22,"n_open",34
7,"Monday","weekday","in_season_late",22,"n_open",56
8,"Monday","weekday","in_season_late",22,"n_open",720
9,"Monday","weekday","in_season_late",22,"n_open",741
10,"Monday","weekday","in_season_late",22,"n_open",912
11,"Monday","weekday","in_season_late",22,"n_open",943
12,"Monday","weekday","in_season_late",22,"n_open",952
13,"Monday","weekday","in_season_late",22,"n_open",953
14,"Monday","weekday","in_season_late",22,"n_open",953
15,"Monday","weekday","in_season_late",22,"n_open",952
16,"Monday","weekday","in_season_late",22,"n_open",952
17,"Monday","weekday","in_season_late",22,"n_open",935
18,"Monday","weekday","in_season_late",22,"n_open",795
19,"Monday","weekday","in_season_late",22,"n_open",739
20,"Monday","weekday","in_season_late",22,"n_open",706
21,"Monday","weekday","in_season_late",22,"n_open",697
22,"Monday","weekday","in_season_late",22,"n_open",41
23,"Monday","weekday","in_season_late",22,"n_open",22
24,"Monday","weekday","in_season_late",22,"n_open",15
6,"Tuesday","weekday","in_season_late",22,"n_open",34
7,"Tuesday","weekday","in_season_late",22,"n_open",56
8,"Tuesday","weekday","in_season_late",22,"n_open",720
9,"Tuesday","weekday","in_season_late",22,"n_open",741
10,"Tuesday","weekday","in_season_late",22,"n_open",807
11,"Tuesday","weekday","in_season_late",22,"n_open",836
12,"Tuesday","weekday","in_season_late",22,"n_open",845
13,"Tuesday","weekday","in_season_late",22,"n_open",953
14,"Tuesday","weekday","in_season_late",22,"n_open",953
15,"Tuesday","weekday","in_season_late",22,"n_open",952
16,"Tuesday","weekday","in_season_late",22,"n_open",952
17,"Tuesday","weekday","in_season_late",22,"n_open",936
18,"Tuesday","weekday","in_season_late",22,"n_open",843
19,"Tuesday","weekday","in_season_late",22,"n_open",787
20,"Tuesday","weekday","in_season_late",22,"n_open",707
21,"Tuesday","weekday","in_season_late",22,"n_open",698
22,"Tuesday","weekday","in_season_late",22,"n_open",41
23,"Tuesday","weekday","in_season_late",22,"n_open",22
24,"Tuesday","weekday","in_season_late",22,"n_open",15
6,"Wednesday","weekday","in_season_late",22,"n_open",34
7,"Wednesday","weekday","in_season_late",22,"n_open",56
8,"Wednesday","weekday","in_season_late",22,"n_open",720
9,"Wednesday","weekday","in_season_late",22,"n_open",741
10,"Wednesday","weekday","in_season_late",22,"n_open",910
11,"Wednesday","weekday","in_season_late",22,"n_open",943
12,"Wednesday","weekday","in_season_late",22,"n_open",953
13,"Wednesday","weekday","in_season_late",22,"n_open",954
14,"Wednesday","weekday","in_season_late",22,"n_open",954
15,"Wednesday","weekday","in_season_late",22,"n_open",953
16,"Wednesday","weekday","in_season_late",22,"n_open",953
17,"Wednesday","weekday","in_season_late",22,"n_open",936
18,"Wednesday","weekday","in_season_late",22,"n_open",797
19,"Wednesday","weekday","in_season_late",22,"n_open",740
20,"Wednesday","weekday","in_season_late",22,"n_open",707
21,"Wednesday","weekday","in_season_late",22,"n_open",698
22,"Wednesday","weekday","in_season_late",22,"n_open",41
23,"Wednesday","weekday","in_season_late",22,"n_open",22
24,"Wednesday","weekday","in_season_late",22,"n_open",15
6,"Thursday","weekday","in_season_late",22,"n_open",34
7,"Thursday","weekday","in_season_late",22,"n_open",56
8,"Thursday","weekday","in_season_late",22,"n_open",720
9,"Thursday","weekday","in_season_late",22,"n_open",741
10,"Thursday","weekday","in_season_late",22,"n_open",854
11,"Thursday","weekday","in_season_late",22,"n_open",886
12,"Thursday","weekday","in_season_late",22,"n_open",953
13,"Thursday","weekday","in_season_late",22,"n_open",954
14,"Thursday","weekday","in_season_late",22,"n_open",954
15,"Thursday","weekday","in_season_late",22,"n_open",953
16,"Thursday","weekday","in_season_late",22,"n_open",953
17,"Thursday","weekday","in_season_late",22,"n_open",937
18,"Thursday","weekday","in_season_late",22,"n_open",903
19,"Thursday","weekday","in_season_late",22,"n_open",845
20,"Thursday","weekday","in_season_late",22,"n_open",707
21,"Thursday","weekday","in_season_late",22,"n_open",698
22,"Thursday","weekday","in_season_late",22,"n_open",41
23,"Thursday","weekday","in_season_late",22,"n_open",22
24,"Thursday","weekday","in_season_late",22,"n_open",15
6,"Friday","weekday","in_season_late",22,"n_open",34
7,"Friday","weekday","in_season_late",22,"n_open",56
8,"Friday","weekday","in_season_late",22,"n_open",720
9,"Friday","weekday","in_season_late",22,"n_open",739
10,"Friday","weekday","in_season_late",22,"n_open",932
11,"Friday","weekday","in_season_late",22,"n_open",945
12,"Friday","weekday","in_season_late",22,"n_open",952
13,"Friday","weekday","in_season_late",22,"n_open",953
14,"Friday","weekday","in_season_late",22,"n_open",953
15,"Friday","weekday","in_season_late",22,"n_open",952
16,"Friday","weekday","in_season_late",22,"n_open",952
17,"Friday","weekday","in_season_late",22,"n_open",877
18,"Friday","weekday","in_season_late",22,"n_open",741
19,"Friday","weekday","in_season_late",22,"n_open",731
20,"Friday","weekday","in_season_late",22,"n_open",707
21,"Friday","weekday","in_season_late",22,"n_open",699
22,"Friday","weekday","in_season_late",22,"n_open",42
23,"Friday","weekday","in_season_late",22,"n_open",22
24,"Friday","weekday","in_season_late",22,"n_open",15
6,"Saturday","weekend","in_season_late",22,"n_open",34
7,"Saturday","weekend","in_season_late",22,"n_open",56
8,"Saturday","weekend","in_season_late",22,"n_open",717
9,"Saturday","weekend","in_season_late",22,"n_open",737
10,"Saturday","weekend","in_season_late",22,"n_open",931
11,"Saturday","weekend","in_season_late",22,"n_open",943
12,"Saturday","weekend","in_season_late",22,"n_open",951
13,"Saturday","weekend","in_season_late",22,"n_open",953
14,"Saturday","weekend","in_season_late",22,"n_open",953
15,"Saturday","weekend","in_season_late",22,"n_open",951
16,"Saturday","weekend","in_season_late",22,"n_open",948
17,"Saturday","weekend","in_season_late",22,"n_open",749
18,"Saturday","weekend","in_season_late",22,"n_open",740
19,"Saturday","weekend","in_season_late",22,"n_open",731
20,"Saturday","weekend","in_season_late",22,"n_open",706
21,"Saturday","weekend","in_season_late",22,"n_open",699
22,"Saturday","weekend","in_season_late",22,"n_open",41
23,"Saturday","weekend","in_season_late",22,"n_open",21
24,"Saturday","weekend","in_season_late",22,"n_open",15
6,"Sunday","weekend","off_season",16,"all_wmean_min",31.1137
7,"Sunday","weekend","off_season",16,"all_wmean_min",21.335
8,"Sunday","weekend","off_season",16,"all_wmean_min",5.1665
9,"Sunday","weekend","off_season",16,"all_wmean_min",5.1303
10,"Sunday","weekend","off_season",16,"all_wmean_min",5.1272
11,"Sunday","weekend","off_season",16,"all_wmean_min",5.124
12,"Sunday","weekend","off_season",16,"all_wmean_min",5.1113
13,"Sunday","weekend","off_season",16,"all_wmean_min",5.0399
14,"Sunday","weekend","off_season",16,"all_wmean_min",5.0399
15,"Sunday","weekend","off_season",16,"all_wmean_min",5.0399
16,"Sunday","weekend","off_season",16,"all_wmean_min",14.2333
17,"Sunday","weekend","off_season",16,"all_wmean_min",16.578
18,"Sunday","weekend","off_season",16,"all_wmean_min",16.5852
19,"Sunday","weekend","off_season",16,"all_wmean_min",19.0627
20,"Sunday","weekend","off_season",16,"all_wmean_min",22.8681
21,"Sunday","weekend","off_season",16,"all_wmean_min",23.8457
22,"Sunday","weekend","off_season",16,"all_wmean_min",25.7355
23,"Sunday","weekend","off_season",16,"all_wmean_min",33.2644
24,"Sunday","weekend","off_season",16,"all_wmean_min",39.1063
6,"Monday","weekday","off_season",16,"all_wmean_min",31.1137
7,"Monday","weekday","off_season",16,"all_wmean_min",21.3327
8,"Monday","weekday","off_season",16,"all_wmean_min",5.1616
9,"Monday","weekday","off_season",16,"all_wmean_min",5.1224
10,"Monday","weekday","off_season",16,"all_wmean_min",4.4567
11,"Monday","weekday","off_season",16,"all_wmean_min",4.3381
12,"Monday","weekday","off_season",16,"all_wmean_min",4.3068
13,"Monday","weekday","off_season",16,"all_wmean_min",4.3068
14,"Monday","weekday","off_season",16,"all_wmean_min",4.3068
15,"Monday","weekday","off_season",16,"all_wmean_min",4.3068
16,"Monday","weekday","off_season",16,"all_wmean_min",6.0887
17,"Monday","weekday","off_season",16,"all_wmean_min",6.2068
18,"Monday","weekday","off_season",16,"all_wmean_min",12.715
19,"Monday","weekday","off_season",16,"all_wmean_min",16.6061
20,"Monday","weekday","off_season",16,"all_wmean_min",22.0224
21,"Monday","weekday","off_season",16,"all_wmean_min",23.1838
22,"Monday","weekday","off_season",16,"all_wmean_min",24.8125
23,"Monday","weekday","off_season",16,"all_wmean_min",31.4233
24,"Monday","weekday","off_season",16,"all_wmean_min",39.1063
6,"Tuesday","weekday","off_season",16,"all_wmean_min",31.1137
7,"Tuesday","weekday","off_season",16,"all_wmean_min",21.3327
8,"Tuesday","weekday","off_season",16,"all_wmean_min",5.1616
9,"Tuesday","weekday","off_season",16,"all_wmean_min",5.1224
10,"Tuesday","weekday","off_season",16,"all_wmean_min",4.8327
11,"Tuesday","weekday","off_season",16,"all_wmean_min",4.743
12,"Tuesday","weekday","off_season",16,"all_wmean_min",4.708
13,"Tuesday","weekday","off_season",16,"all_wmean_min",4.3313
14,"Tuesday","weekday","off_season",16,"all_wmean_min",4.3313
15,"Tuesday","weekday","off_season",16,"all_wmean_min",4.3313
16,"Tuesday","weekday","off_season",16,"all_wmean_min",6.1298
17,"Tuesday","weekday","off_season",16,"all_wmean_min",6.2185
18,"Tuesday","weekday","off_season",16,"all_wmean_min",9.0336
19,"Tuesday","weekday","off_season",16,"all_wmean_min",12.3146
20,"Tuesday","weekday","off_season",16,"all_wmean_min",22.0224
21,"Tuesday","weekday","off_season",16,"all_wmean_min",23.1838
22,"Tuesday","weekday","off_season",16,"all_wmean_min",24.8125
23,"Tuesday","weekday","off_season",16,"all_wmean_min",31.4233
24,"Tuesday","weekday","off_season",16,"all_wmean_min",39.1063
6,"Wednesday","weekday","off_season",16,"all_wmean_min",31.1137
7,"Wednesday","weekday","off_season",16,"all_wmean_min",21.3327
8,"Wednesday","weekday","off_season",16,"all_wmean_min",5.1616
9,"Wednesday","weekday","off_season",16,"all_wmean_min",5.1224
10,"Wednesday","weekday","off_season",16,"all_wmean_min",4.4533
11,"Wednesday","weekday","off_season",16,"all_wmean_min",4.3381
12,"Wednesday","weekday","off_season",16,"all_wmean_min",4.3068
13,"Wednesday","weekday","off_season",16,"all_wmean_min",4.3068
14,"Wednesday","weekday","off_season",16,"all_wmean_min",4.3068
15,"Wednesday","weekday","off_season",16,"all_wmean_min",4.3068
16,"Wednesday","weekday","off_season",16,"all_wmean_min",6.0887
17,"Wednesday","weekday","off_season",16,"all_wmean_min",6.2068
18,"Wednesday","weekday","off_season",16,"all_wmean_min",12.5739
19,"Wednesday","weekday","off_season",16,"all_wmean_min",16.557
20,"Wednesday","weekday","off_season",16,"all_wmean_min",22.0224
21,"Wednesday","weekday","off_season",16,"all_wmean_min",23.1838
22,"Wednesday","weekday","off_season",16,"all_wmean_min",24.8125
23,"Wednesday","weekday","off_season",16,"all_wmean_min",31.4233
24,"Wednesday","weekday","off_season",16,"all_wmean_min",39.1063
6,"Thursday","weekday","off_season",16,"all_wmean_min",31.1137
7,"Thursday","weekday","off_season",16,"all_wmean_min",21.3327
8,"Thursday","weekday","off_season",16,"all_wmean_min",5.1616
9,"Thursday","weekday","off_season",16,"all_wmean_min",5.1224
10,"Thursday","weekday","off_season",16,"all_wmean_min",4.5555
11,"Thursday","weekday","off_season",16,"all_wmean_min",4.5209
12,"Thursday","weekday","off_season",16,"all_wmean_min",4.3068
13,"Thursday","weekday","off_season",16,"all_wmean_min",4.3068
14,"Thursday","weekday","off_season",16,"all_wmean_min",4.3068
15,"Thursday","weekday","off_season",16,"all_wmean_min",4.3068
16,"Thursday","weekday","off_season",16,"all_wmean_min",6.0887
17,"Thursday","weekday","off_season",16,"all_wmean_min",6.1774
18,"Thursday","weekday","off_season",16,"all_wmean_min",6.5596
19,"Thursday","weekday","off_season",16,"all_wmean_min",9.6994
20,"Thursday","weekday","off_season",16,"all_wmean_min",22.0224
21,"Thursday","weekday","off_season",16,"all_wmean_min",23.1838
22,"Thursday","weekday","off_season",16,"all_wmean_min",24.8125
23,"Thursday","weekday","off_season",16,"all_wmean_min",31.4233
24,"Thursday","weekday","off_season",16,"all_wmean_min",39.1063
6,"Friday","weekday","off_season",16,"all_wmean_min",31.1137
7,"Friday","weekday","off_season",16,"all_wmean_min",21.3327
8,"Friday","weekday","off_season",16,"all_wmean_min",5.1616
9,"Friday","weekday","off_season",16,"all_wmean_min",5.1249
10,"Friday","weekday","off_season",16,"all_wmean_min",4.3426
11,"Friday","weekday","off_season",16,"all_wmean_min",4.3381
12,"Friday","weekday","off_season",16,"all_wmean_min",4.3313
13,"Friday","weekday","off_season",16,"all_wmean_min",4.3313
14,"Friday","weekday","off_season",16,"all_wmean_min",4.3313
15,"Friday","weekday","off_season",16,"all_wmean_min",4.3313
16,"Friday","weekday","off_season",16,"all_wmean_min",6.1317
17,"Friday","weekday","off_season",16,"all_wmean_min",7.8125
18,"Friday","weekday","off_season",16,"all_wmean_min",16.5468
19,"Friday","weekday","off_season",16,"all_wmean_min",18.4982
20,"Friday","weekday","off_season",16,"all_wmean_min",22.3129
21,"Friday","weekday","off_season",16,"all_wmean_min",23.1838
22,"Friday","weekday","off_season",16,"all_wmean_min",24.5761
23,"Friday","weekday","off_season",16,"all_wmean_min",31.4233
24,"Friday","weekday","off_season",16,"all_wmean_min",39.1063
6,"Saturday","weekend","off_season",16,"all_wmean_min",31.1137
7,"Saturday","weekend","off_season",16,"all_wmean_min",21.3327
