"station_complex_id","station","borough","nta2020","nta_ratio","in_hi","in_six","entries","d_rr","d_rr18","d_rr21","team_score","y_250","y_250_no_top1","y_250_no_subloc","y_400","y_400_no_top1","y_400_no_subloc","y_600","y_600_no_top1","y_600_no_subloc","pop_250","pop_400","pop_600","area_km2_250","area_km2_400","area_km2_600"
14,"23 St (R,W)","Manhattan","MN0501",0.696787909162235,FALSE,FALSE,4826687,126.274580354711,126.274580354711,540.879604569965,53.4080188679245,7,6,4,7,6,4,7,6,4,3188.37050893421,4191.67003061866,4242.59635551857,0.141790334615507,0.183297927865133,0.18522022827693
16,"8 St-NYU (R,W)","Manhattan","MN0202",1.23593330174516,FALSE,FALSE,4313213,441.577658184005,441.577658184005,717.887115805361,66.627358490566,7,6,6,14,13,13,14,13,13,4627.53908321313,8408.64635873211,8571.03972854774,0.131523845654312,0.229240639099509,0.233399716857922
17,"Prince St (R,W)","Manhattan","MN0201",1.02389093600833,FALSE,FALSE,3620714,171.348181399,171.348181399,1276.44721797053,50.1533018867924,2,2,2,2,2,2,2,2,2,2499.5959016927,3561.61984218265,3564.09701653797,0.113393550948252,0.154342765415463,0.154432056440882
20,"City Hall (R,W)","Manhattan","MN0102",1.72068802073447,TRUE,FALSE,1188601,82.3744398531469,82.3744398531469,881.870705487727,21.1556603773585,6,6,5,6,6,5,6,6,5,2056.93177720448,2145.03486420634,2145.03486420634,0.0935580214550311,0.0986825535370357,0.0986825535370357
22,"Rector St (R,W)","Manhattan","MN0101",0.553449068501232,FALSE,FALSE,1263770,481.334665060762,513.701980666832,695.501503326703,41.3325471698113,0,0,0,0,0,0,0,0,0,385.598368213257,385.598368213257,385.598368213257,0.0258080202034877,0.0258080202034877,0.0258080202034877
26,"DeKalb Av (B,Q,R)","Brooklyn","BK0202",1.36704605554042,FALSE,FALSE,5490082,434.702052847751,726.265776874217,1615.20802643692,70.1297169811321,6,6,3,7,7,4,7,7,4,3933.20705396644,6547.07722672476,9393.76088803583,0.13000719924098,0.226045790432834,0.366145173855884
28,"Union St (R)","Brooklyn","BK0602",0.954756164382297,FALSE,FALSE,2005303,391.032099737182,960.102049141718,2276.74813835295,50.625,8,5,8,11,8,11,13,10,13,2840.60729640169,7992.9122597203,14239.4373207159,0.196259835910727,0.501393741804156,0.836739475096964
30,"Prospect Av (R)","Brooklyn","BK0702",1.03261456574915,FALSE,FALSE,1432173,547.675974055383,2150.35390042727,2475.07379668138,62.6650943396226,5,1,3,7,2,5,9,3,7,3367.03103112856,7512.62616322554,11268.2678437232,0.196259835909468,0.469212644713897,0.735815149368525
31,"25 St (R)","Brooklyn","BK0702",1.03261456574915,FALSE,FALSE,910077,750.059512085628,2535.19350013467,2562.93619362885,51.7806603773585,1,1,1,5,4,5,6,5,6,3114.58582088203,6236.91239777896,7806.52211269494,0.196259835911,0.484015346226253,0.763188252278514
32,"36 St (D,N,R)","Brooklyn","BK0702",1.03261456574915,FALSE,FALSE,3975974,837.880313824076,2788.23638643577,2848.46915404193,86.6981132075472,1,0,1,4,3,4,6,3,6,2357.98764961316,4679.41887692406,6610.87842786992,0.196259835911034,0.496919134950227,0.891266165911832
33,"45 St (R)","Brooklyn","BK0702",1.03261456574915,FALSE,FALSE,2010526,183.790108638882,3285.04555354716,3372.19480126836,39.5047169811321,4,3,4,11,5,11,20,14,20,4739.40487848094,10420.9108786175,15517.8558324852,0.196259835911083,0.451665847655753,0.792288175473972
34,"53 St (R)","Brooklyn","BK0702",1.03261456574915,FALSE,FALSE,2197316,100.242223129196,3623.60059818173,3765.77840397637,37.3702830188679,1,0,1,3,2,3,5,4,5,5876.349413592,11106.4066756868,16490.1195881619,0.196259835911073,0.394208501451425,0.621054613248511
35,"59 St (N,R)","Brooklyn","BK0702",1.03261456574915,FALSE,FALSE,3298968,514.687910433378,3183.94502349549,4175.64841364067,79.3042452830189,5,2,5,7,4,7,8,4,8,6590.15393803074,12693.5637728335,16537.0543096459,0.19625983591108,0.444967833728002,0.682195976285175
36,"Bay Ridge Av (R)","Brooklyn","BK1001",0.773993519210113,FALSE,FALSE,1871589,349.809195492835,2490.96337350918,4802.67479692454,45.872641509434,4,2,3,9,7,8,11,8,10,4346.12329533819,9975.85732329337,16156.8415410714,0.196259835911015,0.46827838659655,0.771337146316233
37,"77 St (R)","Brooklyn","BK1001",0.773993519210113,FALSE,FALSE,1301021,550.662063385709,1954.49448668028,4354.52546226012,59.186320754717,2,2,2,6,5,6,6,5,6,3746.46294447748,9262.25025936512,15124.2249613411,0.19625983591103,0.468278386596499,0.798772380344514
38,"86 St (R)","Brooklyn","BK1001",0.773993519210113,FALSE,FALSE,2793489,744.334715348873,1332.89440157039,3821.67706447359,78.7735849056604,1,0,0,1,0,0,2,1,1,3733.39021739253,8996.88044925799,14777.7593872614,0.196259835911043,0.490440536783792,0.847776080233653
39,"Bay Ridge-95 St (R)","Brooklyn","BK1001",0.773993519210113,FALSE,FALSE,1285500,49.7668480088929,1045.6922286962,3453.78962117235,22.6533018867925,1,1,1,1,1,1,3,2,3,3101.47746026787,7094.62650077335,12791.3057354217,0.196259835911047,0.490440536783803,0.962608942296689
41,"7 Av (B,Q)","Brooklyn","BK0801",0.676354382000446,FALSE,FALSE,2326442,391.468784836747,602.757402906249,2868.70595189053,53.7971698113208,3,3,3,4,4,4,5,5,5,3269.01412314243,5906.97008767718,7531.14731885989,0.152584828129073,0.270207129559789,0.334745860107465
42,"Prospect Park (B,Q,S)","Brooklyn","BK0902",1.18897658462277,FALSE,FALSE,2528547,169.890840756525,530.338835237769,1333.60513098313,42.9599056603774,2,2,1,3,3,2,4,4,3,2835.7183218416,6403.085315086,10112.8298010842,0.196259835910469,0.490285577112722,0.871477432596949
43,"Parkside Av (Q)","Brooklyn","BK0902",1.18897658462277,FALSE,FALSE,1669675,300.82598673017,300.82598673017,865.532659975564,40.9669811320755,5,5,5,9,9,9,10,10,10,6271.43932053559,12102.2190648107,15696.6572874188,0.196259835910804,0.438392667494707,0.65039735672636
44,"Church Av (B,Q)","Brooklyn","BK1402",0.943971159409082,FALSE,FALSE,2912055,275.926840993734,620.918188219083,620.918188219083,50.4127358490566,11,11,10,12,12,11,13,13,12,8311.326585746,16397.1841205068,21050.6017283198,0.19625983591052,0.443310625648628,0.696961191305663
45,"Beverley Rd (Q)","Brooklyn","BK1402",0.943971159409082,FALSE,FALSE,970295,378.532670696415,940.097585303272,940.097585303272,29.5754716981132,0,0,0,0,0,0,2,2,2,4424.29294611215,9593.7782651296,15620.7304643669,0.1775288854726,0.378780503964511,0.616485894260591
46,"Cortelyou Rd (Q)","Brooklyn","BK1402",0.943971159409082,FALSE,FALSE,1474688,176.065221434284,1268.35048207199,1268.35048207199,31.5683962264151,2,2,1,2,2,1,4,4,3,3940.23292705149,7691.1538306528,13479.6933074205,0.177528885472598,0.363546814163274,0.578729087313021
47,"Newkirk Plaza (B,Q)","Brooklyn","BK1402",0.943971159409082,FALSE,FALSE,2266429,690.696394065288,1905.05071590969,1905.05071590969,75.0471698113208,3,3,2,4,4,3,5,5,4,3470.2779767158,8732.17801986268,16146.9923801199,0.196259835911046,0.456847573223723,0.743959923761873
48,"Avenue H (Q)","Brooklyn","BK1403",0.556719604296887,FALSE,FALSE,748352,390.421723895653,2549.14270759166,2549.14270759166,26.25,0,0,0,1,1,1,2,2,2,2789.48397685911,6646.42578368141,10355.166897996,0.194967002768265,0.4062236403125,0.648596621396531
49,"Avenue J (Q)","Brooklyn","BK1403",0.556719604296887,FALSE,FALSE,1259591,104.114315967521,3020.30937691266,3020.30937691266,23.561320754717,1,1,1,4,4,4,4,4,4,3424.59672671431,8380.88630418626,13761.360307578,0.194967002768279,0.429345912555595,0.733073323721336
50,"Avenue M (Q)","Brooklyn","BK1403",0.556719604296887,FALSE,FALSE,1329727,325.482401488329,3847.63636472587,3847.63636472587,35.4009433962264,2,2,2,2,2,2,3,3,3,3768.91277776669,10056.0181626453,18454.8048902195,0.19625983591105,0.502425179932256,0.97731268447121
51,"Kings Hwy (B,Q)","Brooklyn","BK1502",1.13799740518484,FALSE,FALSE,4503120,429.469544415511,3731.62250159958,3995.59958263956,67.063679245283,5,5,4,7,7,6,10,10,9,4183.63551170423,10361.2903443631,20153.0346743703,0.196259835911073,0.502425179932211,1.05792910227866
52,"Avenue U (Q)","Brooklyn","BK1502",1.13799740518484,FALSE,FALSE,1588629,276.144933210411,3437.85300909981,3714.78212027608,37.7358490566038,5,5,5,5,5,5,5,5,5,3486.33475158497,7132.86567256765,13169.9631027283,0.193131994759723,0.422810044694615,0.80258252716794
53,"Neck Rd (Q)","Brooklyn","BK1503",0.474231214406555,FALSE,FALSE,1024272,278.34173651469,3404.11876772156,3419.08693099347,26.3679245283019,1,1,1,1,1,1,1,1,1,2980.67412739588,6854.75816420019,12593.6136125322,0.193131994757336,0.422810044691361,0.762056453728065
54,"Sheepshead Bay (B,Q)","Brooklyn","BK1503",0.474231214406555,FALSE,FALSE,2824255,104.241973272022,2899.31945447173,2899.31945447173,42.4410377358491,0,0,0,0,0,0,2,2,2,2733.25828820005,6941.7164866405,14898.1055897629,0.196259835910791,0.502425179931091,1.02395941475611
55,"Brighton Beach (B,Q)","Brooklyn","BK1303",3.84776004100713,TRUE,TRUE,2539302,326.959309082896,1918.40070601385,1918.40070601385,50.9433962264151,5,5,5,9,9,9,15,15,15,5558.38324212326,10851.077516125,18000.9048797998,0.196259835911092,0.471614534528332,0.828352170274904
56,"Ocean Pkwy (Q)","Brooklyn","BK1303",3.84776004100713,TRUE,TRUE,703052,147.605127656297,1297.8414737004,1297.8414737004,13.0896226415094,5,5,5,8,8,8,10,10,9,4838.58625204427,8983.91449121449,10217.7944781203,0.196259835911038,0.425452441501168,0.495184981066533
57,"W 8 St-NY Aquarium (F,Q)","Brooklyn","BK1302",0.782908898033763,FALSE,FALSE,691765,269.079796912747,702.847374405334,702.847374405334,18.5259433962264,1,1,1,1,1,1,1,1,1,2423.00153485021,3492.20703170142,3610.23213893326,0.19459577495697,0.354346405403912,0.430809970929094
58,"Coney Island-Stillwell Av (D,F,N,Q)","Brooklyn","BK1302",0.782908898033763,FALSE,FALSE,3746117,418.213609588961,507.455942100544,507.455942100544,63.2547169811321,1,1,0,1,1,0,1,1,0,2191.40340577457,4922.56233874969,8502.68615885123,0.19459577495694,0.419634819583516,0.755001212548041
59,"9 Av (D)","Brooklyn","BK1201",0.538816707836227,FALSE,FALSE,1402927,916.359771551128,2108.8462192809,2108.8462192809,65.1415094339623,1,1,1,1,1,1,7,6,6,2611.26409946688,6397.70164085881,11164.7609267724,0.19625983591094,0.465503966168206,0.908131553154044
60,"Fort Hamilton Pkwy (D)","Brooklyn","BK1201",0.538816707836227,FALSE,FALSE,1016478,500.842388100261,2336.06634813614,2336.06634813614,51.2028301886792,1,1,1,1,1,1,5,5,5,6395.18054964655,12459.7048385116,19626.3701960523,0.196259835911049,0.406055404089909,0.644004002801193
61,"50 St (D)","Brooklyn","BK1202",0.311925372659857,FALSE,FALSE,779526,511.689684368188,2661.48073783862,2661.48073783862,46.2146226415094,1,1,1,1,1,1,2,2,2,5489.02473973056,10562.0105302814,16124.3014684135,0.196259835911045,0.389634630143157,0.604214171977202
62,"55 St (D)","Brooklyn","BK1202",0.311925372659857,FALSE,FALSE,424979,745.091764967678,2914.94393057833,3066.08882316717,41.6155660377358,0,0,0,0,0,0,0,0,0,5349.46422732849,11376.9258359459,16694.6929159122,0.19625983591102,0.425130691724783,0.591044528624131
64,"71 St (D)","Brooklyn","BK1101",1.01083773011612,FALSE,FALSE,1164177,1169.02470604871,1916.14191878604,2730.3965903068,59.3278301886792,3,3,3,7,7,7,9,9,9,3502.76662259074,8238.54527895549,11884.6707175569,0.196259835911064,0.466020183186763,0.667993205376582
65,"79 St (D)","Brooklyn","BK1101",1.01083773011612,FALSE,FALSE,1501103,652.584456493381,1612.01459310907,2046.91133878397,65.4952830188679,1,1,1,1,1,1,4,4,4,4505.56769806985,9910.3213057799,15080.5636423167,0.196259835911063,0.457714759167634,0.747333010559595
66,"18 Av (D)","Brooklyn","BK1101",1.01083773011612,FALSE,FALSE,1441946,138.820843067294,1429.50594582168,1429.50594582168,29.6933962264151,1,1,1,7,7,7,7,7,7,3669.08896368354,7668.82232147391,11594.1390011118,0.195541160295232,0.401842636149909,0.638351838927367
67,"20 Av (D)","Brooklyn","BK1101",1.01083773011612,FALSE,FALSE,1200555,425.638916317999,1088.09181756603,1088.09181756603,37.7948113207547,0,0,0,0,0,0,1,1,1,4462.58388089203,8331.71323691207,13033.8405630696,0.194577085765727,0.360269103752937,0.561562786277297
68,"Bay Pkwy (D)","Brooklyn","BK1103",0.568668793392249,FALSE,FALSE,1740839,692.420033263624,997.597614824258,997.597614824258,69.0212264150943,1,1,1,1,1,1,1,1,1,5299.52565019382,10640.6568816502,15534.7468743615,0.195295761380001,0.425449895659822,0.693910024556545
69,"25 Av (D)","Brooklyn","BK1103",0.568668793392249,FALSE,FALSE,965455,577.129795682956,1043.20059107217,1270.66057587998,51.3089622641509,0,0,0,0,0,0,1,1,1,3671.73746140772,8691.643230449,12288.9988713527,0.196259835911087,0.473890063459529,0.701274034329165
70,"Bay 50 St (D)","Brooklyn","BK1301",0.591096035442869,FALSE,FALSE,658378,558.821614506225,963.994279129786,1649.019109854,44.8702830188679,3,3,3,3,3,3,3,3,3,1952.5259737611,4524.28936373152,7538.91909032337,0.196259835911048,0.475479105314677,0.864390631252872
71,"8 Av (N)","Brooklyn","BK0703",1.96888650605023,TRUE,FALSE,2951046,416.679498689231,2569.93482823994,3941.91053302002,58.3844339622642,1,0,1,1,0,1,3,2,3,2123.24242614213,6884.06061941311,14504.9896115032,0.196259835911052,0.484515578575379,0.81565881977981
72,"Fort Hamilton Pkwy (N)","Brooklyn","BK1202",0.311925372659857,FALSE,FALSE,1639459,600.447196746432,2399.40367287835,3699.47344551183,66.6391509433962,2,2,2,3,3,3,5,5,5,2953.30752007545,7617.16783136977,14470.4773310304,0.196259835911061,0.484515578575391,0.804429259308694
74,"18 Av (N)","Brooklyn","BK1101",1.01083773011612,FALSE,FALSE,1252598,594.354368671966,2624.819869757,2990.74209363713,58.7382075471698,2,2,2,4,4,4,4,4,4,3729.4787693863,8874.30669739376,12128.1422708678,0.196259835911038,0.450059853943991,0.648415818751447
75,"20 Av (N)","Brooklyn","BK1101",1.01083773011612,FALSE,FALSE,1047373,729.648806916807,2842.4839775322,2842.4839775322,55.5896226415094,2,2,2,2,2,2,2,2,2,3708.91454448605,8361.71111883705,11666.1971288951,0.196259835911024,0.44382903873305,0.631326463529439
76,"Bay Pkwy (N)","Brooklyn","BK1101",1.01083773011612,FALSE,FALSE,1642428,557.490254492793,2490.57216085358,2490.57216085358,65.8962264150943,0,0,0,1,1,1,1,1,1,4761.47530003756,11850.3953896166,16346.7113033909,0.196259835911092,0.479304131751584,0.671202583881673
77,"Kings Hwy (N)","Brooklyn","BK1103",0.568668793392249,FALSE,FALSE,1383801,536.456208426202,1924.33517620213,2037.16180416628,60.5542452830189,1,1,1,3,3,3,3,3,3,4901.20065326091,11365.5438991942,14857.6475177079,0.196259835911022,0.476867253995927,0.649188676403157
78,"Avenue U (N)","Brooklyn","BK1103",0.568668793392249,FALSE,FALSE,945722,715.334574406012,1537.81613438798,1907.14434851035,52.4174528301887,3,3,3,3,3,3,3,3,3,2991.95358735293,6041.85636511025,6279.57927288235,0.196259835910692,0.365813744656428,0.380965847177831
79,"86 St (N)","Brooklyn","BK1501",0.626138899819381,FALSE,FALSE,580275,880.294822770654,1431.40993436344,1982.22341924211,45.6367924528302,2,2,1,2,2,1,2,2,1,2860.95839879817,4888.94912045642,5215.6327395762,0.195445825257092,0.315225520151581,0.334174126872765
80,"121 St (J,Z)","Queens","QN0902",0.710558879025279,FALSE,FALSE,539436,285.584831611812,1672.8271953728,5507.53768381819,14.8938679245283,1,1,1,2,2,2,3,3,3,2439.91009236474,7096.4752178826,13468.5020988243,0.196259835911004,0.499242327885811,0.938622978955123
81,"111 St (J)","Queens","QN0902",0.710558879025279,FALSE,FALSE,533097,546.720603764026,2358.36564604323,6007.93386031985,40.6132075471698,0,0,0,1,1,1,3,3,2,2583.72856943266,6535.28926349661,11086.3542656417,0.196259835910997,0.489821803021354,0.827966779209215
82,"104 St (J,Z)","Queens","QN0902",0.710558879025279,FALSE,FALSE,608333,668.039248449689,1743.68364887388,6258.647014628,45.2948113207547,1,1,1,2,2,2,2,2,2,2774.99116730282,6571.15834729221,9929.11750145477,0.196259835911043,0.464351751949748,0.763718074500244
83,"Woodhaven Blvd (J,Z)","Queens","QN0905",0.197063120780429,FALSE,FALSE,1118208,324.975973231839,1239.60101726301,6466.08971549118,30.4716981132075,2,2,1,2,2,1,2,2,1,2831.6965748641,6893.05655631249,11338.7343300819,0.19625983591098,0.466156003778978,0.768825782783644
84,"85 St-Forest Pkwy (J)","Queens","QN0905",0.197063120780429,FALSE,FALSE,575553,263.700586476481,878.879893645007,6765.88191694009,14.4339622641509,1,1,1,1,1,1,1,1,1,4700.96016332267,10430.8088399168,14386.9868145447,0.196259835910958,0.462557642901446,0.761478260116274
85,"75 St-Elderts Ln (J,Z)","Queens","QN0905",0.197063120780429,FALSE,FALSE,857338,598.495163117347,967.672472178057,7057.2744407148,49.4575471698113,0,0,0,0,0,0,3,3,3,3042.61946671201,6054.44185067032,8261.34630412244,0.195490456067858,0.399427646019177,0.633502010460681
86,"Cypress Hills (J)","Brooklyn","BK0501",1.49065218562769,FALSE,FALSE,171012,1067.55410815286,1300.68168140842,7360.49405304373,41.0141509433962,0,0,0,1,1,1,2,2,2,2650.84652747733,5404.99246663196,6519.98368160522,0.195490456067906,0.427913987814116,0.703000311023049
87,"Crescent St (J,Z)","Brooklyn","BK0501",1.49065218562769,FALSE,FALSE,973642,454.938955661386,2010.34839070893,7878.12137827174,33.4198113207547,2,2,2,6,6,6,8,8,8,3577.64716723123,8814.25330092599,13112.4222362145,0.196259835911032,0.452533005686139,0.65173262121789
88,"Norwood Av (J,Z)","Brooklyn","BK0501",1.49065218562769,FALSE,FALSE,581868,385.613481920657,2439.79692766706,7558.59261994579,21.9575471698113,0,0,0,0,0,0,3,3,3,3663.48228069432,7133.80818927342,8879.68089124509,0.18912420948359,0.365493554209742,0.499556110792277
89,"Cleveland St (J)","Brooklyn","BK0501",1.49065218562769,FALSE,FALSE,514489,235.331120320438,2799.99022770647,7352.51843147824,11.438679245283,1,1,1,2,2,2,3,3,3,3550.4720531579,6930.46241464251,7866.65005125308,0.189124209483541,0.375268150885171,0.494489097083498
90,"Van Siclen Av (J,Z)","Brooklyn","BK0502",0.603875781783198,FALSE,FALSE,685726,479.01323414699,3353.96464218287,7049.35897364726,28.502358490566,0,0,0,0,0,0,1,1,1,2956.75062507015,5594.83519735188,7069.03924103943,0.196259835911107,0.383859814057672,0.507342571007154
91,"Alabama Av (J,Z)","Brooklyn","BK0502",0.603875781783198,FALSE,FALSE,462836,840.090033638665,3861.33267650845,6695.09179344362,42.747641509434,1,1,1,1,1,1,1,1,1,1408.39811542159,1881.84823647355,1953.24166778946,0.165635987562207,0.248104762803165,0.304854977010732
93,"Chauncey St (J,Z)","Brooklyn","BK1601",0.568412603127196,FALSE,FALSE,692830,274.82967692899,4342.22200181409,5577.04593112702,19.0212264150943,1,1,1,4,4,4,4,4,4,4306.45031496108,7580.45032573099,8390.67498836142,0.191421766941917,0.333245476888508,0.370040995225982
94,"Halsey St (J)","Brooklyn","BK0402",1.36558666154075,FALSE,FALSE,1462550,210.31940784364,4406.2968804999,4954.86154194784,33.0778301886792,1,1,1,3,3,3,5,5,5,4790.56465110476,10886.5272682337,15922.8421283593,0.196259835911063,0.442189744766472,0.64099478792889
95,"Gates Av (J,Z)","Brooklyn","BK0402",1.36558666154075,FALSE,FALSE,1632920,333.207956000827,3803.28495268312,4378.68775309275,41.5919811320755,3,3,3,4,4,4,4,4,4,4543.20786318745,10774.8399810302,17201.848279719,0.196259835911027,0.452095036492674,0.707143484225868
96,"Kosciuszko St (J)","Brooklyn","BK0302",0.684255274630301,FALSE,FALSE,1423847,168.683805189702,3113.60379410272,3731.15547846497,29.8466981132075,5,5,5,6,6,6,8,8,8,4717.19209071148,10246.3628936154,14226.1781277522,0.196259835911038,0.418295454289938,0.592262290740877
97,"Myrtle Av (M,J,Z)","Brooklyn","BK0302",0.684255274630301,FALSE,FALSE,2929109,495.43568138166,2394.64932151457,3075.57923326134,61.1320754716981,7,7,7,7,7,7,9,9,9,4507.05183995605,11108.8793494371,16575.1328320603,0.196259835911032,0.437517188342309,0.623590047711346
98,"Flushing Av (M,J)","Brooklyn","BK0302",0.684255274630301,FALSE,FALSE,2018638,211.577646301267,1821.98512834113,2580.35574327162,41.061320754717,1,1,1,1,1,1,2,2,2,3741.70864602761,10347.2399019267,13277.2951358413,0.196259835910281,0.437272164119229,0.527136154224123
99,"Lorimer St (M,J)","Brooklyn","BK0104",1.18997767271809,FALSE,FALSE,1049427,221.696978766157,1159.13655640098,2049.46646263131,23.75,0,0,0,1,1,1,1,1,1,5181.02116962738,8251.51239824031,8434.64071574533,0.174300345947879,0.288167711442249,0.295095438235459
100,"Hewes St (M,J)","Brooklyn","BK0103",0.232171853631506,FALSE,FALSE,681885,348.758464623,552.376860394469,1441.71773207846,22.4056603773585,2,2,2,2,2,2,2,2,2,3859.38235778564,6722.85593474457,8493.80391099965,0.153714227171698,0.25889192883087,0.311145614487877
101,"Marcy Av (M,J,Z)","Brooklyn","BK0103",0.232171853631506,FALSE,FALSE,3008128,153.545176267099,153.545176267099,1051.03974789393,45.5306603773585,5,5,5,5,5,5,6,6,6,5125.32651127263,12040.2096969229,23207.4004234543,0.186249594604961,0.404672899599923,0.716382501501801
103,"Bowery (J,Z)","Manhattan","MN0302",0.862349755240968,FALSE,FALSE,1014512,180.441419369002,454.988778835556,1587.79258665078,20.7900943396226,3,3,3,3,3,3,3,3,3,4178.91600307913,4661.44038520002,4661.44038520002,0.133550853874266,0.149503653810969,0.149503653810969
107,"Broad St (J,Z)","Manhattan","MN0101",0.553449068501232,FALSE,FALSE,1436826,480.07818252416,480.07818252416,486.596912973134,45.8844339622642,3,3,3,3,3,3,3,3,3,1102.03525459102,1162.23842720924,1162.23842720924,0.0629022461933037,0.0716456768949048,0.0716456768949048
108,"Middle Village-Metropolitan Av (M)","Queens","QN0502",1.04687384632639,FALSE,FALSE,910963,611.768504697538,2516.40851413584,5386.59744579646,50.7429245283019,0,0,0,0,0,0,0,0,0,891.218657246237,1914.95511117209,3740.68208532318,0.196259835911026,0.501653707548328,0.999860892158803
109,"Fresh Pond Rd (M)","Queens","QN0502",1.04687384632639,FALSE,FALSE,1355368,386.86846806353,2781.21991263735,5042.59719197268,39.8231132075472,3,3,3,7,7,7,10,10,10,2933.2963316308,7510.3398671185,12558.7465389944,0.196259835911059,0.475374623821862,0.799115985459431
110,"Forest Av (M)","Queens","QN0502",1.04687384632639,FALSE,FALSE,1046994,99.1852345433506,3336.78301957582,4557.84244084292,18.6320754716981,2,2,2,3,3,3,6,6,6,5083.39911333243,10230.3249962923,14668.3119196258,0.190870286135655,0.389919169697951,0.601019680622438
111,"Seneca Av (M)","Queens","QN0502",1.04687384632639,FALSE,FALSE,677347,349.569733652964,3705.32327127516,4294.05034943714,22.1816037735849,1,1,1,5,5,5,7,7,7,6535.86181215565,11591.0834619165,14838.298377567,0.19087028613557,0.35120639339276,0.472988009895036
113,"Knickerbocker Av (M)","Brooklyn","BK0401",1.68230770373219,TRUE,FALSE,1005341,406.958166892715,3537.17211509931,3752.96737871089,32.1933962264151,2,2,2,3,3,3,4,4,4,4659.49212813019,10280.6218419682,13422.6051198209,0.19625983591102,0.418159516217108,0.548121345939631
114,"Central Av (M)","Brooklyn","BK0401",1.68230770373219,TRUE,FALSE,919120,287.82830352223,2968.50946526106,3384.83563763934,23.4433962264151,3,3,3,6,6,6,7,7,7,4970.96043670457,10321.0557208676,12824.8410098613,0.196259835910998,0.407452393105406,0.518870194971163
118,"3 Av (L)","Manhattan","MN0602",1.26246054981878,FALSE,FALSE,1894925,458.004816598626,458.004816598626,511.637911132964,51.5919811320755,8,8,8,11,11,11,14,14,14,9162.473346886,13244.4573775916,14775.5779024375,0.185766130962052,0.285090151657144,0.32120560399245
119,"1 Av (L)","Manhattan","MN0303",0.734710220845332,FALSE,FALSE,7329341,418.729651543706,418.729651543706,927.714892874158,72.7948113207547,13,12,11,21,17,19,26,22,24,7954.81520155944,17335.9758687084,32446.9836963795,0.190719389471743,0.415788256222411,0.798069227141683
120,"Bedford Av (L)","Brooklyn","BK0102",0.581671250713063,FALSE,FALSE,9837921,473.519195632608,535.545918339249,535.545918339249,75.7900943396226,1,1,1,4,4,4,9,9,9,4194.10644385906,10128.8602607189,17985.7389452629,0.196259835911024,0.482499177210197,0.853348056613537
122,"Graham Av (L)","Brooklyn","BK0104",1.18997767271809,FALSE,FALSE,2475636,753.110373604276,1056.39998900057,1056.39998900057,77.1698113207547,2,2,2,6,6,6,7,7,7,3986.02256476776,7558.25632720479,10917.2715631706,0.187410999838844,0.367825832063167,0.582303787165975
123,"Grand St (L)","Brooklyn","BK0104",1.18997767271809,FALSE,FALSE,1704864,354.674901419852,1464.01369885448,1464.01369885448,44.0448113207547,2,2,1,2,2,1,4,4,3,3426.42355547953,5855.30767975562,7586.17690487114,0.185703201094214,0.332686742121248,0.501990118993168
124,"Montrose Av (L)","Brooklyn","BK0104",1.18997767271809,FALSE,FALSE,1832637,164.21305666383,1644.56323149673,1880.8887843209,35.6721698113208,4,4,4,4,4,4,4,4,4,3800.56834994847,7392.0927118373,8280.76643787654,0.194552037166328,0.387668845953558,0.429965862789747
125,"Morgan Av (L)","Brooklyn","BK0104",1.18997767271809,FALSE,FALSE,2084920,448.999494745283,2229.2939900888,2365.21161366401,53.1957547169811,0,0,0,3,3,3,4,4,4,948.170621594186,2505.00656406931,4900.46715613954,0.196259835911048,0.462620488002419,0.703499972471685
126,"Jefferson St (L)","Brooklyn","BK0401",1.68230770373219,TRUE,FALSE,2613770,411.113809929144,2981.95132300208,2981.95132300208,55.9433962264151,7,7,7,15,15,15,20,20,20,2727.91984403888,5785.74737062562,8435.88702065363,0.195922109101727,0.434034347038315,0.7350557405696
127,"DeKalb Av (L)","Brooklyn","BK0401",1.68230770373219,TRUE,FALSE,3263072,479.243439762567,3470.5349678221,3470.5349678221,62.8066037735849,4,4,3,9,9,8,10,10,9,5057.69101824346,9826.78232263406,12332.0834478055,0.195922109101694,0.383367668032544,0.507007549736174
129,"Halsey St (L)","Queens","QN0502",1.04687384632639,FALSE,FALSE,2128340,539.440346581251,3411.50618482937,4987.41404873062,71.3679245283019,0,0,0,5,5,5,8,8,8,2794.41925093719,8084.17753972707,13297.0500837729,0.19625983591107,0.499033207596477,0.807873277464617
130,"Wilson Av (L)","Brooklyn","BK0402",1.36558666154075,FALSE,FALSE,1161608,609.80012561958,3590.36880353556,5471.22242364973,56.7688679245283,8,8,7,9,9,8,9,9,8,2205.01811287443,5722.4118044205,8614.01516579785,0.196259835911053,0.479070422948649,0.772509617830804
131,"Bushwick Av-Aberdeen St (L)","Brooklyn","BK0402",1.36558666154075,FALSE,FALSE,609253,58.3735323578411,3953.16600787139,5867.36993273,8.08962264150943,0,0,0,0,0,0,0,0,0,1886.65491491569,2698.21278026053,2712.8842347347,0.186986384556023,0.316574240019866,0.40098991788716
133,"Atlantic Av (L)","Brooklyn","BK0502",0.603875781783198,FALSE,FALSE,598497,629.076154939436,4266.73032037458,6276.93842637004,44.4339622641509,2,2,2,3,3,3,3,3,3,2277.26246924977,4299.14937122635,5795.25682518776,0.179729537211836,0.303276748249803,0.374824009696129
