"nta2020","ntaname","six","scenario","hour","measure","n_origins","weight_total","median_min","wmean_min","share_over_500m","weighting"
"QN1206","Hollis",FALSE,"off_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"off_season",21,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"off_season",21,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN1206","Hollis",FALSE,"off_season",21,"complaints",9,9,23.23,21.19,1,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"off_season",21,"complaints_evening",4,4,18.64,19.88,1,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"in_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"in_season",14,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"in_season",14,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN1206","Hollis",FALSE,"in_season",14,"complaints",9,9,8.19,6.91,0.56,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"in_season",14,"complaints_evening",4,4,8.72,8.07,0.75,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"in_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"in_season",18,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"in_season",18,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN1206","Hollis",FALSE,"in_season",18,"complaints",9,9,8.19,6.91,0.56,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"in_season",18,"complaints_evening",4,4,8.72,8.07,0.75,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"in_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"in_season",21,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"in_season",21,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN1206","Hollis",FALSE,"in_season",21,"complaints",9,9,23.23,21.19,1,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"in_season",21,"complaints_evening",4,4,18.64,19.88,1,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"off_season",14,"stations_in",10,130704468,4.88,4.68,0.07,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"off_season",14,"stations_400",20,275478299,3.34,3.21,0.03,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"off_season",14,"hotspots",5,43,5.36,5.19,0,"complaints in hot spot"
"MN0502","Midtown-Times Square",TRUE,"off_season",14,"complaints",84,84,4.53,4.17,0.01,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"off_season",14,"complaints_evening",14,14,5.24,4.23,0.07,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"off_season",18,"stations_in",10,130704468,4.88,5.3,0.44,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"off_season",18,"stations_400",20,275478299,4.22,4.02,0.29,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"off_season",18,"hotspots",5,43,5.69,6.21,0.12,"complaints in hot spot"
"MN0502","Midtown-Times Square",TRUE,"off_season",18,"complaints",84,84,5.42,5.16,0.24,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"off_season",18,"complaints_evening",14,14,5.37,4.79,0.29,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"off_season",21,"stations_in",10,130704468,8.66,10.07,0.73,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"off_season",21,"stations_400",20,275478299,8.66,8.45,0.62,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"off_season",21,"hotspots",5,43,6.86,7.67,0.4,"complaints in hot spot"
"MN0502","Midtown-Times Square",TRUE,"off_season",21,"complaints",84,84,7.93,7.83,0.58,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"off_season",21,"complaints_evening",14,14,9.29,8.9,0.79,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"in_season",14,"stations_in",10,130704468,4.88,4.68,0.07,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"in_season",14,"stations_400",20,275478299,3.34,3.21,0.03,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"in_season",14,"hotspots",5,43,5.36,5.19,0,"complaints in hot spot"
"MN0502","Midtown-Times Square",TRUE,"in_season",14,"complaints",84,84,4.53,4.17,0.01,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"in_season",14,"complaints_evening",14,14,5.24,4.23,0.07,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"in_season",18,"stations_in",10,130704468,4.88,4.7,0.07,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"in_season",18,"stations_400",20,275478299,3.81,3.57,0.12,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"in_season",18,"hotspots",5,43,5.36,5.19,0,"complaints in hot spot"
"MN0502","Midtown-Times Square",TRUE,"in_season",18,"complaints",84,84,4.53,4.25,0.02,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"in_season",18,"complaints_evening",14,14,5.37,4.48,0.07,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"in_season",21,"stations_in",10,130704468,8.66,10.07,0.73,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"in_season",21,"stations_400",20,275478299,8.66,8.45,0.62,"2025 entries"
"MN0502","Midtown-Times Square",TRUE,"in_season",21,"hotspots",5,43,6.86,7.67,0.4,"complaints in hot spot"
"MN0502","Midtown-Times Square",TRUE,"in_season",21,"complaints",84,84,7.93,7.83,0.58,"none (each complaint = 1)"
"MN0502","Midtown-Times Square",TRUE,"in_season",21,"complaints_evening",14,14,9.29,8.9,0.79,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",14,"stations_in",1,3851534,2.24,2.24,0,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",14,"stations_400",6,37201794,3.45,4.06,0,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",14,"hotspots",2,13,3.8,3.19,0,"complaints in hot spot"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",14,"complaints",27,27,2.43,2.69,0,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",14,"complaints_evening",5,5,2.83,2.57,0,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",18,"stations_in",1,3851534,2.24,2.24,0,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",18,"stations_400",6,37201794,6.31,7.02,0.49,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",18,"hotspots",2,13,3.8,3.19,0,"complaints in hot spot"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",18,"complaints",27,27,3.47,3.62,0.07,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",18,"complaints_evening",5,5,3.47,4.22,0.2,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",21,"stations_in",1,3851534,18.04,18.04,1,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",21,"stations_400",6,37201794,20.04,18.1,1,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",21,"hotspots",2,13,14.19,15.8,1,"complaints in hot spot"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",21,"complaints",27,27,15.99,16.42,1,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"off_season",21,"complaints_evening",5,5,18.91,18.95,1,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",14,"stations_in",1,3851534,2.24,2.24,0,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",14,"stations_400",6,37201794,3.45,4.06,0,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",14,"hotspots",2,13,3.8,3.19,0,"complaints in hot spot"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",14,"complaints",27,27,2.43,2.69,0,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",14,"complaints_evening",5,5,2.83,2.57,0,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",18,"stations_in",1,3851534,2.24,2.24,0,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",18,"stations_400",6,37201794,3.45,4.06,0,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",18,"hotspots",2,13,3.8,3.19,0,"complaints in hot spot"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",18,"complaints",27,27,2.43,2.69,0,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",18,"complaints_evening",5,5,2.83,2.57,0,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",21,"stations_in",1,3851534,18.04,18.04,1,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",21,"stations_400",6,37201794,20.04,18.1,1,"2025 entries"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",21,"hotspots",2,13,14.19,15.8,1,"complaints in hot spot"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",21,"complaints",27,27,15.99,16.42,1,"none (each complaint = 1)"
"MN0301","Chinatown-Two Bridges",FALSE,"in_season",21,"complaints_evening",5,5,18.91,18.95,1,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"off_season",14,"stations_in",2,15362408,4.16,3.82,0,"2025 entries"
"MN0203","West Village",FALSE,"off_season",14,"stations_400",7,48259330,3.69,3.92,0,"2025 entries"
"MN0203","West Village",FALSE,"off_season",14,"hotspots",2,52,4,3.64,0,"complaints in hot spot"
"MN0203","West Village",FALSE,"off_season",14,"complaints",60,60,2.5,2.55,0,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"off_season",14,"complaints_evening",22,22,2.4,2.51,0,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"off_season",18,"stations_in",2,15362408,4.33,4.07,0,"2025 entries"
"MN0203","West Village",FALSE,"off_season",18,"stations_400",7,48259330,7.12,6.03,0.44,"2025 entries"
"MN0203","West Village",FALSE,"off_season",18,"hotspots",2,52,4,4.09,0,"complaints in hot spot"
"MN0203","West Village",FALSE,"off_season",18,"complaints",60,60,4.78,5,0.22,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"off_season",18,"complaints_evening",22,22,4.96,5.32,0.32,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"off_season",21,"stations_in",2,15362408,10.69,11.49,1,"2025 entries"
"MN0203","West Village",FALSE,"off_season",21,"stations_400",7,48259330,9.42,9.49,1,"2025 entries"
"MN0203","West Village",FALSE,"off_season",21,"hotspots",2,52,10.58,9.91,0.88,"complaints in hot spot"
"MN0203","West Village",FALSE,"off_season",21,"complaints",60,60,10.08,9.04,0.78,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"off_season",21,"complaints_evening",22,22,9.23,8.43,0.73,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"in_season",14,"stations_in",2,15362408,4.16,3.82,0,"2025 entries"
"MN0203","West Village",FALSE,"in_season",14,"stations_400",7,48259330,3.69,3.92,0,"2025 entries"
"MN0203","West Village",FALSE,"in_season",14,"hotspots",2,52,4,3.64,0,"complaints in hot spot"
"MN0203","West Village",FALSE,"in_season",14,"complaints",60,60,2.5,2.55,0,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"in_season",14,"complaints_evening",22,22,2.4,2.51,0,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"in_season",18,"stations_in",2,15362408,4.16,3.82,0,"2025 entries"
"MN0203","West Village",FALSE,"in_season",18,"stations_400",7,48259330,3.97,4.14,0.04,"2025 entries"
"MN0203","West Village",FALSE,"in_season",18,"hotspots",2,52,4,3.64,0,"complaints in hot spot"
"MN0203","West Village",FALSE,"in_season",18,"complaints",60,60,2.7,2.65,0,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"in_season",18,"complaints_evening",22,22,2.89,2.74,0,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"in_season",21,"stations_in",2,15362408,10.69,11.49,1,"2025 entries"
"MN0203","West Village",FALSE,"in_season",21,"stations_400",7,48259330,9.42,9.49,1,"2025 entries"
"MN0203","West Village",FALSE,"in_season",21,"hotspots",2,52,10.58,9.91,0.88,"complaints in hot spot"
"MN0203","West Village",FALSE,"in_season",21,"complaints",60,60,10.08,9.04,0.78,"none (each complaint = 1)"
"MN0203","West Village",FALSE,"in_season",21,"complaints_evening",22,22,9.23,8.43,0.73,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"off_season",14,"stations_in",1,5569769,0.34,0.34,0,"2025 entries"
"QN0402","Corona",FALSE,"off_season",14,"stations_400",3,15749222,4.95,4.68,0.43,"2025 entries"
"QN0402","Corona",FALSE,"off_season",14,"hotspots",4,37,2.17,2.1,0,"complaints in hot spot"
"QN0402","Corona",FALSE,"off_season",14,"complaints",54,54,3.17,3.41,0.06,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"off_season",14,"complaints_evening",23,23,3.9,3.82,0.09,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"off_season",18,"stations_in",1,5569769,0.34,0.34,0,"2025 entries"
"QN0402","Corona",FALSE,"off_season",18,"stations_400",3,15749222,8.12,5.6,0.65,"2025 entries"
"QN0402","Corona",FALSE,"off_season",18,"hotspots",4,37,3.8,4.96,0.38,"complaints in hot spot"
"QN0402","Corona",FALSE,"off_season",18,"complaints",54,54,8.33,7.85,0.52,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"off_season",18,"complaints_evening",23,23,8.87,8.4,0.61,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"off_season",21,"stations_in",1,5569769,23.4,23.4,1,"2025 entries"
"QN0402","Corona",FALSE,"off_season",21,"stations_400",3,15749222,23.4,23.37,1,"2025 entries"
"QN0402","Corona",FALSE,"off_season",21,"hotspots",4,37,25.03,23.79,1,"complaints in hot spot"
"QN0402","Corona",FALSE,"off_season",21,"complaints",54,54,25.01,25.39,1,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"off_season",21,"complaints_evening",23,23,26.08,25.49,1,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"in_season",14,"stations_in",1,5569769,0.34,0.34,0,"2025 entries"
"QN0402","Corona",FALSE,"in_season",14,"stations_400",3,15749222,4.95,4.68,0.43,"2025 entries"
"QN0402","Corona",FALSE,"in_season",14,"hotspots",4,37,2.17,2.1,0,"complaints in hot spot"
"QN0402","Corona",FALSE,"in_season",14,"complaints",54,54,3.17,3.41,0.06,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"in_season",14,"complaints_evening",23,23,3.9,3.82,0.09,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"in_season",18,"stations_in",1,5569769,0.34,0.34,0,"2025 entries"
"QN0402","Corona",FALSE,"in_season",18,"stations_400",3,15749222,4.95,4.68,0.43,"2025 entries"
"QN0402","Corona",FALSE,"in_season",18,"hotspots",4,37,2.17,2.1,0,"complaints in hot spot"
"QN0402","Corona",FALSE,"in_season",18,"complaints",54,54,3.17,3.41,0.06,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"in_season",18,"complaints_evening",23,23,3.9,3.82,0.09,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"in_season",21,"stations_in",1,5569769,23.4,23.4,1,"2025 entries"
"QN0402","Corona",FALSE,"in_season",21,"stations_400",3,15749222,23.4,23.37,1,"2025 entries"
"QN0402","Corona",FALSE,"in_season",21,"hotspots",4,37,25.03,23.79,1,"complaints in hot spot"
"QN0402","Corona",FALSE,"in_season",21,"complaints",54,54,25.01,25.39,1,"none (each complaint = 1)"
"QN0402","Corona",FALSE,"in_season",21,"complaints_evening",23,23,26.08,25.49,1,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",14,"stations_in",6,31776719,4.1,3.96,0.14,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",14,"stations_400",10,70309524,4.27,3.41,0.06,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",14,"hotspots",4,42,6.29,5.43,0,"complaints in hot spot"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",14,"complaints",58,58,5.57,4.88,0.16,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",14,"complaints_evening",17,17,6.2,5.77,0.24,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",18,"stations_in",6,31776719,4.1,4.11,0.14,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",18,"stations_400",10,70309524,4.5,4.41,0.25,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",18,"hotspots",4,42,10.53,8.06,0.62,"complaints in hot spot"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",18,"complaints",58,58,6.89,7.21,0.5,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",18,"complaints_evening",17,17,7.33,7.8,0.53,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",21,"stations_in",6,31776719,10.38,10.81,0.95,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",21,"stations_400",10,70309524,10.38,10.63,0.98,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",21,"hotspots",4,42,11.58,10.63,0.88,"complaints in hot spot"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",21,"complaints",58,58,10.87,10.34,0.83,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"off_season",21,"complaints_evening",17,17,10.1,9.58,0.76,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",14,"stations_in",6,31776719,4.1,3.96,0.14,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",14,"stations_400",10,70309524,4.27,3.41,0.06,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",14,"hotspots",4,42,6.29,5.43,0,"complaints in hot spot"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",14,"complaints",58,58,5.57,4.88,0.16,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",14,"complaints_evening",17,17,6.2,5.77,0.24,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",18,"stations_in",6,31776719,4.1,3.96,0.14,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",18,"stations_400",10,70309524,4.27,3.41,0.06,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",18,"hotspots",4,42,6.29,5.43,0,"complaints in hot spot"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",18,"complaints",58,58,5.57,4.88,0.16,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",18,"complaints_evening",17,17,6.2,5.77,0.24,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",21,"stations_in",6,31776719,10.38,10.81,0.95,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",21,"stations_400",10,70309524,10.38,10.63,0.98,"2025 entries"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",21,"hotspots",4,42,11.58,10.63,0.88,"complaints in hot spot"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",21,"complaints",58,58,10.87,10.34,0.83,"none (each complaint = 1)"
"MN0102","Tribeca-Civic Center",FALSE,"in_season",21,"complaints_evening",17,17,10.1,9.58,0.76,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",14,"stations_in",3,234326,4.61,5.97,0.18,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",14,"stations_400",4,313177,4.85,5.75,0.14,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",14,"hotspots",2,12,36.3,22.87,0.58,"complaints in hot spot"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",14,"complaints",17,17,15.06,19.15,0.53,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",14,"complaints_evening",6,6,9.63,16.72,0.5,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",18,"stations_in",3,234326,29.72,28.66,1,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",18,"stations_400",4,313177,24.78,24.35,1,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",18,"hotspots",2,12,65.44,49.8,1,"complaints in hot spot"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",18,"complaints",17,17,45.56,46.61,1,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",18,"complaints_evening",6,6,36.79,43.37,1,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",21,"stations_in",3,234326,87.28,87.09,1,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",21,"stations_400",4,313177,85.34,86.15,1,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",21,"hotspots",2,12,65.44,75.35,1,"complaints in hot spot"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",21,"complaints",17,17,76.53,77.21,1,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"off_season",21,"complaints_evening",6,6,82.82,79.14,1,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",14,"stations_in",3,234326,4.61,5.97,0.18,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",14,"stations_400",4,313177,4.85,5.75,0.14,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",14,"hotspots",2,12,36.3,22.87,0.58,"complaints in hot spot"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",14,"complaints",17,17,15.06,19.15,0.53,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",14,"complaints_evening",6,6,9.63,16.72,0.5,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",18,"stations_in",3,234326,4.61,9.52,0.18,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",18,"stations_400",4,313177,4.85,8.4,0.14,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",18,"hotspots",2,12,36.3,22.87,0.58,"complaints in hot spot"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",18,"complaints",17,17,15.06,19.15,0.53,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",18,"complaints_evening",6,6,9.63,16.72,0.5,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",21,"stations_in",3,234326,87.28,87.09,1,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",21,"stations_400",4,313177,85.34,86.15,1,"2025 entries"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",21,"hotspots",2,12,65.44,75.35,1,"complaints in hot spot"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",21,"complaints",17,17,76.53,77.21,1,"none (each complaint = 1)"
"QN1403","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",FALSE,"in_season",21,"complaints_evening",6,6,82.82,79.14,1,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"off_season",14,"stations_in",4,7826049,5.96,7.12,0.74,"2025 entries"
"QN0203","Woodside",FALSE,"off_season",14,"stations_400",6,23987595,5.14,6.48,0.24,"2025 entries"
"QN0203","Woodside",FALSE,"off_season",14,"hotspots",3,23,4.85,5.75,0.48,"complaints in hot spot"
"QN0203","Woodside",FALSE,"off_season",14,"complaints",47,47,5.01,5.24,0.34,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"off_season",14,"complaints_evening",23,23,7.18,5.89,0.57,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"off_season",18,"stations_in",4,7826049,43.41,45.33,1,"2025 entries"
"QN0203","Woodside",FALSE,"off_season",18,"stations_400",6,23987595,41.3,38.04,1,"2025 entries"
"QN0203","Woodside",FALSE,"off_season",18,"hotspots",3,23,43.15,40.65,1,"complaints in hot spot"
"QN0203","Woodside",FALSE,"off_season",18,"complaints",47,47,41.94,42.06,1,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"off_season",18,"complaints_evening",23,23,40.35,40.59,1,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"off_season",21,"stations_in",4,7826049,51.16,53.43,1,"2025 entries"
"QN0203","Woodside",FALSE,"off_season",21,"stations_400",6,23987595,51.16,48.14,1,"2025 entries"
"QN0203","Woodside",FALSE,"off_season",21,"hotspots",3,23,50.04,50.21,1,"complaints in hot spot"
"QN0203","Woodside",FALSE,"off_season",21,"complaints",47,47,52.21,53,1,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"off_season",21,"complaints_evening",23,23,48.98,51.05,1,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"in_season",14,"stations_in",4,7826049,5.96,7.12,0.74,"2025 entries"
"QN0203","Woodside",FALSE,"in_season",14,"stations_400",6,23987595,5.14,6.48,0.24,"2025 entries"
"QN0203","Woodside",FALSE,"in_season",14,"hotspots",3,23,4.85,5.75,0.48,"complaints in hot spot"
"QN0203","Woodside",FALSE,"in_season",14,"complaints",47,47,5.01,5.24,0.34,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"in_season",14,"complaints_evening",23,23,7.18,5.89,0.57,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"in_season",18,"stations_in",4,7826049,6.11,7.28,0.74,"2025 entries"
"QN0203","Woodside",FALSE,"in_season",18,"stations_400",6,23987595,6.01,6.63,0.24,"2025 entries"
"QN0203","Woodside",FALSE,"in_season",18,"hotspots",3,23,4.85,5.75,0.48,"complaints in hot spot"
"QN0203","Woodside",FALSE,"in_season",18,"complaints",47,47,5.45,5.42,0.38,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"in_season",18,"complaints_evening",23,23,7.18,5.95,0.57,"none (each complaint = 1)"
"QN0203","Woodside",FALSE,"in_season",21,"stations_in",4,7826049,51.16,53.43,1,"2025 entries"
"QN0203","Woodside",FALSE,"in_season",21,"stations_400",6,23987595,51.16,48.14,1,"2025 entries"
"QN0203","Woodside",FALSE,"in_season",21,"hotspots",3,23,50.04,50.21,1,"complaints in hot spot"
