"nta2020","ntaname","six","scenario","hour","measure","n_origins","weight_total","median_min","wmean_min","share_over_500m","weighting"
"BK1002","Dyker Heights",FALSE,"off_season",21,"complaints_evening",3,3,46.78,45.58,1,"none (each complaint = 1)"
"BK1002","Dyker Heights",FALSE,"in_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BK1002","Dyker Heights",FALSE,"in_season",14,"stations_400",4,6972276,11.18,9.57,0.58,"2025 entries"
"BK1002","Dyker Heights",FALSE,"in_season",14,"hotspots",1,5,15.93,15.93,1,"complaints in hot spot"
"BK1002","Dyker Heights",FALSE,"in_season",14,"complaints",16,16,7.51,8.48,0.5,"none (each complaint = 1)"
"BK1002","Dyker Heights",FALSE,"in_season",14,"complaints_evening",3,3,9.75,10.13,0.67,"none (each complaint = 1)"
"BK1002","Dyker Heights",FALSE,"in_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BK1002","Dyker Heights",FALSE,"in_season",18,"stations_400",4,6972276,11.45,9.95,0.58,"2025 entries"
"BK1002","Dyker Heights",FALSE,"in_season",18,"hotspots",1,5,15.93,15.93,1,"complaints in hot spot"
"BK1002","Dyker Heights",FALSE,"in_season",18,"complaints",16,16,7.78,9.29,0.5,"none (each complaint = 1)"
"BK1002","Dyker Heights",FALSE,"in_season",18,"complaints_evening",3,3,9.87,10.7,0.67,"none (each complaint = 1)"
"BK1002","Dyker Heights",FALSE,"in_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BK1002","Dyker Heights",FALSE,"in_season",21,"stations_400",4,6972276,49.44,49.88,1,"2025 entries"
"BK1002","Dyker Heights",FALSE,"in_season",21,"hotspots",1,5,46.56,46.56,1,"complaints in hot spot"
"BK1002","Dyker Heights",FALSE,"in_season",21,"complaints",16,16,47.27,49.32,1,"none (each complaint = 1)"
"BK1002","Dyker Heights",FALSE,"in_season",21,"complaints_evening",3,3,46.78,45.58,1,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"off_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BX0201","Hunts Point",FALSE,"off_season",14,"stations_400",6,6727824,3.55,3.46,0,"2025 entries"
"BX0201","Hunts Point",FALSE,"off_season",14,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"BX0201","Hunts Point",FALSE,"off_season",14,"complaints",5,5,4.46,4.19,0,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"off_season",14,"complaints_evening",1,1,4.97,4.97,0,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"off_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BX0201","Hunts Point",FALSE,"off_season",18,"stations_400",6,6727824,20.38,19.51,1,"2025 entries"
"BX0201","Hunts Point",FALSE,"off_season",18,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"BX0201","Hunts Point",FALSE,"off_season",18,"complaints",5,5,22.44,23.17,1,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"off_season",18,"complaints_evening",1,1,22.44,22.44,1,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"off_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BX0201","Hunts Point",FALSE,"off_season",21,"stations_400",6,6727824,28.42,29.06,1,"2025 entries"
"BX0201","Hunts Point",FALSE,"off_season",21,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"BX0201","Hunts Point",FALSE,"off_season",21,"complaints",5,5,35.15,35.4,1,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"off_season",21,"complaints_evening",1,1,36.78,36.78,1,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"in_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BX0201","Hunts Point",FALSE,"in_season",14,"stations_400",6,6727824,3.55,3.46,0,"2025 entries"
"BX0201","Hunts Point",FALSE,"in_season",14,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"BX0201","Hunts Point",FALSE,"in_season",14,"complaints",5,5,4.46,4.19,0,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"in_season",14,"complaints_evening",1,1,4.97,4.97,0,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"in_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BX0201","Hunts Point",FALSE,"in_season",18,"stations_400",6,6727824,3.55,3.46,0,"2025 entries"
"BX0201","Hunts Point",FALSE,"in_season",18,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"BX0201","Hunts Point",FALSE,"in_season",18,"complaints",5,5,4.46,4.19,0,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"in_season",18,"complaints_evening",1,1,4.97,4.97,0,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"in_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"BX0201","Hunts Point",FALSE,"in_season",21,"stations_400",6,6727824,28.42,29.06,1,"2025 entries"
"BX0201","Hunts Point",FALSE,"in_season",21,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"BX0201","Hunts Point",FALSE,"in_season",21,"complaints",5,5,35.15,35.4,1,"none (each complaint = 1)"
"BX0201","Hunts Point",FALSE,"in_season",21,"complaints_evening",1,1,36.78,36.78,1,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",14,"stations_in",3,2304894,5.27,4.88,0,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",14,"stations_400",4,2945001,4.67,4.23,0,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",14,"hotspots",1,23,3.6,3.6,0,"complaints in hot spot"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",14,"complaints",31,31,3.35,4.28,0.1,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",14,"complaints_evening",11,11,3.35,3.43,0,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",18,"stations_in",3,2304894,12.78,12.93,0.65,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",18,"stations_400",4,2945001,8.8,11.17,0.51,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",18,"hotspots",1,23,3.6,3.6,0,"complaints in hot spot"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",18,"complaints",31,31,3.52,5.59,0.26,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",18,"complaints_evening",11,11,3.35,4.64,0.18,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",21,"stations_in",3,2304894,32.13,33.22,1,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",21,"stations_400",4,2945001,30.2,31.89,1,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",21,"hotspots",1,23,28.7,28.7,1,"complaints in hot spot"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",21,"complaints",31,31,28.05,28.36,1,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"off_season",21,"complaints_evening",11,11,28.05,26.76,1,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",14,"stations_in",3,2304894,5.27,4.88,0,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",14,"stations_400",4,2945001,4.67,4.23,0,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",14,"hotspots",1,23,3.6,3.6,0,"complaints in hot spot"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",14,"complaints",31,31,3.35,4.28,0.1,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",14,"complaints_evening",11,11,3.35,3.43,0,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",18,"stations_in",3,2304894,5.27,4.88,0,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",18,"stations_400",4,2945001,4.67,4.23,0,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",18,"hotspots",1,23,3.6,3.6,0,"complaints in hot spot"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",18,"complaints",31,31,3.35,4.28,0.1,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",18,"complaints_evening",11,11,3.35,3.43,0,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",21,"stations_in",3,2304894,32.13,33.22,1,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",21,"stations_400",4,2945001,30.2,31.89,1,"2025 entries"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",21,"hotspots",1,23,28.7,28.7,1,"complaints in hot spot"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",21,"complaints",31,31,28.05,28.36,1,"none (each complaint = 1)"
"BX1203","Wakefield-Woodlawn",FALSE,"in_season",21,"complaints_evening",11,11,28.05,26.76,1,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"off_season",14,"stations_in",1,1724293,3.29,3.29,0,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"off_season",14,"stations_400",7,28359816,3.29,4.32,0.07,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"off_season",14,"hotspots",1,9,1.45,1.45,0,"complaints in hot spot"
"BK0201","Brooklyn Heights",FALSE,"off_season",14,"complaints",24,24,1.98,2.51,0,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"off_season",14,"complaints_evening",8,8,2.36,3.14,0,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"off_season",18,"stations_in",1,1724293,8.4,8.4,1,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"off_season",18,"stations_400",7,28359816,11.85,12.48,1,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"off_season",18,"hotspots",1,9,1.45,1.45,0,"complaints in hot spot"
"BK0201","Brooklyn Heights",FALSE,"off_season",18,"complaints",24,24,6.59,5.83,0.46,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"off_season",18,"complaints_evening",8,8,8.15,6.68,0.62,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"off_season",21,"stations_in",1,1724293,8.4,8.4,1,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"off_season",21,"stations_400",7,28359816,11.85,13.23,1,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"off_season",21,"hotspots",1,9,1.45,1.45,0,"complaints in hot spot"
"BK0201","Brooklyn Heights",FALSE,"off_season",21,"complaints",24,24,6.59,5.83,0.46,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"off_season",21,"complaints_evening",8,8,8.15,6.68,0.62,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"in_season",14,"stations_in",1,1724293,3.29,3.29,0,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"in_season",14,"stations_400",7,28359816,3.29,4.32,0.07,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"in_season",14,"hotspots",1,9,1.45,1.45,0,"complaints in hot spot"
"BK0201","Brooklyn Heights",FALSE,"in_season",14,"complaints",24,24,1.98,2.51,0,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"in_season",14,"complaints_evening",8,8,2.36,3.14,0,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"in_season",18,"stations_in",1,1724293,3.29,3.29,0,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"in_season",18,"stations_400",7,28359816,4.24,5.34,0.3,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"in_season",18,"hotspots",1,9,1.45,1.45,0,"complaints in hot spot"
"BK0201","Brooklyn Heights",FALSE,"in_season",18,"complaints",24,24,2.42,4,0.17,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"in_season",18,"complaints_evening",8,8,5.49,5.14,0.38,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"in_season",21,"stations_in",1,1724293,8.4,8.4,1,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"in_season",21,"stations_400",7,28359816,11.85,13.23,1,"2025 entries"
"BK0201","Brooklyn Heights",FALSE,"in_season",21,"hotspots",1,9,1.45,1.45,0,"complaints in hot spot"
"BK0201","Brooklyn Heights",FALSE,"in_season",21,"complaints",24,24,6.59,5.83,0.46,"none (each complaint = 1)"
"BK0201","Brooklyn Heights",FALSE,"in_season",21,"complaints_evening",8,8,8.15,6.68,0.62,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"off_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"off_season",14,"stations_400",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"off_season",14,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"SI0106","Port Richmond",FALSE,"off_season",14,"complaints",8,8,6.92,6.55,0.5,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"off_season",14,"complaints_evening",3,3,4.79,5.01,0.33,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"off_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"off_season",18,"stations_400",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"off_season",18,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"SI0106","Port Richmond",FALSE,"off_season",18,"complaints",8,8,34.19,36.05,1,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"off_season",18,"complaints_evening",3,3,35.13,36.39,1,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"off_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"off_season",21,"stations_400",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"off_season",21,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"SI0106","Port Richmond",FALSE,"off_season",21,"complaints",8,8,107.1,106.94,1,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"off_season",21,"complaints_evening",3,3,106.84,104.43,1,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"in_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"in_season",14,"stations_400",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"in_season",14,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"SI0106","Port Richmond",FALSE,"in_season",14,"complaints",8,8,6.92,6.55,0.5,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"in_season",14,"complaints_evening",3,3,4.79,5.01,0.33,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"in_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"in_season",18,"stations_400",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"in_season",18,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"SI0106","Port Richmond",FALSE,"in_season",18,"complaints",8,8,8.03,9.09,0.75,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"in_season",18,"complaints_evening",3,3,7,6.95,0.67,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"in_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"in_season",21,"stations_400",0,0,NA,NA,NA,"2025 entries"
"SI0106","Port Richmond",FALSE,"in_season",21,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"SI0106","Port Richmond",FALSE,"in_season",21,"complaints",8,8,107.1,106.94,1,"none (each complaint = 1)"
"SI0106","Port Richmond",FALSE,"in_season",21,"complaints_evening",3,3,106.84,104.43,1,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"off_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"off_season",14,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"off_season",14,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN0705","East Flushing",FALSE,"off_season",14,"complaints",10,10,10.7,9.33,0.8,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"off_season",14,"complaints_evening",5,5,8.82,8.93,0.8,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"off_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"off_season",18,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"off_season",18,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN0705","East Flushing",FALSE,"off_season",18,"complaints",10,10,17.09,18.62,1,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"off_season",18,"complaints_evening",5,5,21.14,20.11,1,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"off_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"off_season",21,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"off_season",21,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN0705","East Flushing",FALSE,"off_season",21,"complaints",10,10,41.59,38.21,1,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"off_season",21,"complaints_evening",5,5,41.51,36.9,1,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"in_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"in_season",14,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"in_season",14,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN0705","East Flushing",FALSE,"in_season",14,"complaints",10,10,10.7,9.33,0.8,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"in_season",14,"complaints_evening",5,5,8.82,8.93,0.8,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"in_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"in_season",18,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"in_season",18,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN0705","East Flushing",FALSE,"in_season",18,"complaints",10,10,12.26,10.63,0.8,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"in_season",18,"complaints_evening",5,5,12.97,11.51,0.8,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"in_season",21,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"in_season",21,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN0705","East Flushing",FALSE,"in_season",21,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN0705","East Flushing",FALSE,"in_season",21,"complaints",10,10,41.59,38.21,1,"none (each complaint = 1)"
"QN0705","East Flushing",FALSE,"in_season",21,"complaints_evening",5,5,41.51,36.9,1,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",14,"stations_in",3,1078182,5.26,4.39,0.19,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",14,"stations_400",4,1177243,4.36,4.13,0.17,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",14,"hotspots",1,44,3.16,3.16,0,"complaints in hot spot"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",14,"complaints",50,50,3.36,3.35,0.02,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",14,"complaints_evening",27,27,3.36,3.23,0,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",18,"stations_in",3,1078182,16.14,16.49,1,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",18,"stations_400",4,1177243,18.44,17.62,1,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",18,"hotspots",1,44,18.54,18.54,1,"complaints in hot spot"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",18,"complaints",50,50,18.65,18.03,1,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",18,"complaints_evening",27,27,18.65,18.57,1,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",21,"stations_in",3,1078182,16.14,16.49,1,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",21,"stations_400",4,1177243,18.44,17.62,1,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",21,"hotspots",1,44,18.54,18.54,1,"complaints in hot spot"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",21,"complaints",50,50,18.65,18.03,1,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"off_season",21,"complaints_evening",27,27,18.65,18.57,1,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",14,"stations_in",3,1078182,5.26,4.39,0.19,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",14,"stations_400",4,1177243,4.36,4.13,0.17,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",14,"hotspots",1,44,3.16,3.16,0,"complaints in hot spot"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",14,"complaints",50,50,3.36,3.35,0.02,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",14,"complaints_evening",27,27,3.36,3.23,0,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",18,"stations_in",3,1078182,7.5,11,0.9,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",18,"stations_400",4,1177243,6.38,10.18,0.83,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",18,"hotspots",1,44,7.96,7.96,1,"complaints in hot spot"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",18,"complaints",50,50,7.79,7.82,0.94,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",18,"complaints_evening",27,27,7.79,7.83,0.96,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",21,"stations_in",3,1078182,16.14,16.49,1,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",21,"stations_400",4,1177243,18.44,17.62,1,"2025 entries"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",21,"hotspots",1,44,18.54,18.54,1,"complaints in hot spot"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",21,"complaints",50,50,18.65,18.03,1,"none (each complaint = 1)"
"QN1401","Far Rockaway-Bayswater",FALSE,"in_season",21,"complaints_evening",27,27,18.65,18.57,1,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"off_season",14,"stations_in",1,2951046,5.79,5.79,0,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"off_season",14,"stations_400",8,19347805,6.47,7.02,0.53,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"off_season",14,"hotspots",2,19,2.65,3.7,0,"complaints in hot spot"
"BK0703","Sunset Park (Central)",FALSE,"off_season",14,"complaints",30,30,4.52,4.82,0.13,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"off_season",14,"complaints_evening",15,15,4.86,4.92,0.13,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"off_season",18,"stations_in",1,2951046,35.69,35.69,1,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"off_season",18,"stations_400",8,19347805,37.21,39.69,1,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"off_season",18,"hotspots",2,19,38.6,38.17,1,"complaints in hot spot"
"BK0703","Sunset Park (Central)",FALSE,"off_season",18,"complaints",30,30,39.76,40.11,1,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"off_season",18,"complaints_evening",15,15,39.76,39.24,1,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"off_season",21,"stations_in",1,2951046,54.75,54.75,1,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"off_season",21,"stations_400",8,19347805,51.84,50.11,1,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"off_season",21,"hotspots",2,19,38.6,38.17,1,"complaints in hot spot"
"BK0703","Sunset Park (Central)",FALSE,"off_season",21,"complaints",30,30,39.76,42.64,1,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"off_season",21,"complaints_evening",15,15,39.76,42.45,1,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"in_season",14,"stations_in",1,2951046,5.79,5.79,0,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"in_season",14,"stations_400",8,19347805,6.47,7.02,0.53,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"in_season",14,"hotspots",2,19,2.65,3.7,0,"complaints in hot spot"
"BK0703","Sunset Park (Central)",FALSE,"in_season",14,"complaints",30,30,4.52,4.82,0.13,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"in_season",14,"complaints_evening",15,15,4.86,4.92,0.13,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"in_season",18,"stations_in",1,2951046,5.79,5.79,0,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"in_season",18,"stations_400",8,19347805,7.09,7.7,0.65,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"in_season",18,"hotspots",2,19,2.65,3.7,0,"complaints in hot spot"
"BK0703","Sunset Park (Central)",FALSE,"in_season",18,"complaints",30,30,4.74,5.35,0.2,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"in_season",18,"complaints_evening",15,15,4.86,4.92,0.13,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"in_season",21,"stations_in",1,2951046,54.75,54.75,1,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"in_season",21,"stations_400",8,19347805,51.84,50.11,1,"2025 entries"
"BK0703","Sunset Park (Central)",FALSE,"in_season",21,"hotspots",2,19,38.6,38.17,1,"complaints in hot spot"
"BK0703","Sunset Park (Central)",FALSE,"in_season",21,"complaints",30,30,39.76,42.64,1,"none (each complaint = 1)"
"BK0703","Sunset Park (Central)",FALSE,"in_season",21,"complaints_evening",15,15,39.76,42.45,1,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"off_season",14,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"off_season",14,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"off_season",14,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN1206","Hollis",FALSE,"off_season",14,"complaints",9,9,8.19,6.91,0.56,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"off_season",14,"complaints_evening",4,4,8.72,8.07,0.75,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"off_season",18,"stations_in",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"off_season",18,"stations_400",0,0,NA,NA,NA,"2025 entries"
"QN1206","Hollis",FALSE,"off_season",18,"hotspots",0,0,NA,NA,NA,"complaints in hot spot"
"QN1206","Hollis",FALSE,"off_season",18,"complaints",9,9,23.23,21.19,1,"none (each complaint = 1)"
"QN1206","Hollis",FALSE,"off_season",18,"complaints_evening",4,4,18.64,19.88,1,"none (each complaint = 1)"
