"nta2020","ntaname","n_tracts","boroname","n_boroughs","pop_total","households","pop_65plus","pop_disabled","pov_below","pov_universe","dis_universe","med_hh_income_hhwtd","inc_tracts_used","poverty_rate","pct_65plus","disability_rate","events_311_raw","events_311","events_per_100k","ntatype","cdta2020","is_residential","restrooms","subway_riders","n_stations","jobs","hotels","area_sqmi","pop_density","jobs_density","l_sub","l_jobs","l_hotel","l_rest","l_dens","inc10k","pov","old","boro","pred","resid_ratio","n_projects","park_acres","got","l_park","need","need_abs","coverage","med_hours","n_late","pct_unacceptable","n_insp","intervention","capex","excess"
"BK0901","Crown Heights (South)",13,"Brooklyn",1,53466,20383,8314,6088,9011,52919,53398,79126,13,0.170279105803209,0.155500692028579,0.114011760740103,25,11,20.5738226162421,0,"BK09",TRUE,2,11864350,5,11706,4,0.719332212470232,74327.2705894741,16273.4266547036,9.38137766695987,2.54207432284434,1.6094379124341,1.09861228866811,11.2162466507929,7.9126,17.0279105803209,15.5500692028579,"Brooklyn",21.0452504189422,0.522683255415161,0,13.2064469056738,0,2.65369586901884,0.522683255415161,11,55.293727825501,8,0,20,10,"Reconstruct or repair",60500,0
"BK0902","Prospect Lefferts Gardens-Wingate",14,"Brooklyn",1,44881,20116,7844,5516,8391,44117,44129,78018,14,0.190198789582247,0.17477328936521,0.12499716739559,36,17,37.8779438960807,0,"BK09",TRUE,6,7320972,4,13505,1,0.862269366534829,52049.8602198541,15662.1590933609,8.89863496958109,2.67449341757337,0.693147180559945,1.94591014905531,10.8599766007049,7.8018,19.0198789582247,17.477328936521,"Brooklyn",14.3727292495512,1.18279553624312,0,10.8306580575377,0,2.4706943026087,1.18279553624312,17,74.0826056942414,8,0,20.6896551724138,58,"Reconstruct or repair",60500,2.6272707504488
"BK1001","Bay Ridge",28,"Brooklyn",1,84838,35515,16669,9236,10544,84398,84577,95549,28,0.12493187042347,0.196480350786204,0.1092022653913,59,24,28.2892100238101,0,"BK10",TRUE,5,7337238,4,16861,3,2.21088413913186,38372.8837248401,7626.36074028772,8.90085403829496,2.88261956492235,1.38629436111989,1.79175946922805,10.5551323958629,9.5549,12.493187042347,19.6480350786204,"Brooklyn",31.2915490163312,0.76698024720586,2,136.463685116348,1,4.92335977397916,0.76698024720586,24,35.572686779067,8,0,22.2222222222222,81,"Reconstruct or repair",60500,0
"BK1002","Dyker Heights",17,"Brooklyn",1,39148,13587,7739,4634,7677,38873,38938,78684,17,0.197489259897615,0.197685705527741,0.119009707740511,24,16,40.8705425564524,0,"BK10",TRUE,4,0,0,15173,0,1.04450300760751,37480.0261127734,14526.5259070479,0,2.78334318513764,0,1.6094379124341,10.5315901135863,7.8684,19.7489259897615,19.7685705527741,"Brooklyn",6.28327918544386,2.54644104261137,1,17.8660496209018,1,2.93736399040028,2.54644104261137,16,44.9793556486622,8,0,0,5,"Extend operating hours",0,9.71672081455614
"BK1101","Bensonhurst",28,"Brooklyn",1,94498,33338,15843,10155,17996,94306,94456,68344,28,0.190825610247492,0.167654341890834,0.107510375201152,66,32,33.8631505428686,0,"BK11",TRUE,1,10489919,8,26231,0,1.74453809377311,54167.9200570612,15036.0717794744,9.25826530479805,3.3043560302126,0,0.693147180559945,10.899862592272,6.8344,19.0825610247492,16.7654341890834,"Brooklyn",31.7500416023638,1.00787269512168,0,6.75821156644295,0,2.04875183939135,1.00787269512168,32,18.1209344227367,8,0,38.0952380952381,21,"Build new / modular unit",1200000,0.249958397636199
"BK1102","Bath Beach",11,"Brooklyn",1,30170,10780,6068,3743,5294,29965,29986,81931,11,0.176672784915735,0.201126947298641,0.124824918295204,10,2,6.62910175671197,0,"BK11",TRUE,4,0,0,4711,0,0.737375851266458,40915.3621564666,6388.87209542971,0,1.74239413968273,0,1.6094379124341,10.6192853147565,8.1931,17.6672784915735,20.1126947298641,"Brooklyn",4.2527717688449,0.470281526662603,0,43.0223226727476,0,3.78469683873968,0.470281526662603,2,62.0215475972743,8,1,21.9512195121951,41,"Reconstruct or repair",60500,0
"BK1103","Gravesend (West)",16,"Brooklyn",1,56517,18221,10602,5653,10573,55937,56064,75253,16,0.189016214670075,0.187589574818196,0.100831192922374,19,10,17.6937912486509,0,"BK11",TRUE,2,5026045,4,18662,1,1.21366800148725,46567.1006657036,15376.5279937605,8.52258761531354,2.97868783894473,0.693147180559945,1.09861228866811,10.7486710506419,7.5253,18.9016214670075,18.7589574818196,"Brooklyn",17.6763260961687,0.565728418088386,0,16.212312125296,0,2.84562494897972,0.565728418088386,10,34.8521882452885,8,0,NA,NA,"Build new / modular unit",1200000,0
"BK1201","Sunset Park (East)-Borough Park (West)",10,"Brooklyn",1,30220,9014,4526,2270,6728,29669,29828,65632,10,0.226768681114968,0.149768365320979,0.0761029904787448,8,5,16.5453342157512,0,"BK12",TRUE,1,2460064,2,9417,2,0.421442732733128,71706.0650305159,22344.6728786356,7.80834905574166,2.34343908700231,1.09861228866811,0.693147180559945,11.1803445577238,6.5632,22.6768681114968,14.9768365320979,"Brooklyn",9.27546627398128,0.539056458436549,0,1.83997413661176,0,1.0437949453048,0.539056458436549,5,26.1150476350331,8,0,9.09090909090909,11,"Build new / modular unit",1200000,0
"BK1202","Borough Park",21,"Brooklyn",1,89673,20890,8770,5038,30075,89254,89523,56332,21,0.336959688081206,0.0977997836584033,0.0562760407939859,17,12,13.3819544344452,0,"BK12",TRUE,2,2832900,3,58519,3,1.45206636735288,61755.4417732806,40300.4995609671,7.94940913381296,4.08629558930843,1.38629436111989,1.09861228866811,11.0309535692643,5.6332,33.6959688081206,9.77997836584033,"Brooklyn",37.7976766655575,0.317479831000693,0,2.15469024038197,0,1.14889031062861,0.317479831000693,12,33.5841788649617,7.57142857142857,0,9.09090909090909,11,"Build new / modular unit",1200000,0
"BK1203","Kensington",10,"Brooklyn",1,38903,13951,5224,4124,5641,38336,38659,91351,10,0.147146285475793,0.134282703133434,0.106676323753848,22,17,43.6984294270365,0,"BK12",TRUE,1,3114853,2,13833,2,0.626694088669566,62076.5389419721,22072.9702898054,8.04425823001133,2.69685442834148,1.09861228866811,0.693147180559945,11.0361395107396,9.1351,14.7146285475793,13.4282703133434,"Brooklyn",15.3226023913199,1.10947210962221,0,6.49652946050613,0,2.01444017484654,1.10947210962221,17,37.5551002334678,8,0,18.1818181818182,11,"Extend operating hours",0,1.6773976086801
"BK1204","Mapleton-Midwood (West)",16,"Brooklyn",1,37519,11256,5778,3554,7620,37400,37519,73999,16,0.203743315508021,0.154001972334017,0.0947253391614915,12,6,15.9918974386311,0,"BK12",TRUE,3,1640525,4,13738,0,1.12475739185226,33357.4158052107,12214.1895661394,7.40338096679826,2.69042919234481,0,1.38629436111989,10.4150653674917,7.3999,20.3743315508021,15.4001972334017,"Brooklyn",10.8285346549712,0.554091591445892,2,22.8235813953852,1,3.17067590507646,0.554091591445892,6,37.1983050025509,8,0,26.8292682926829,41,"Reconstruct or repair",60500,0
"BK1301","Gravesend (South)",7,"Brooklyn",1,28604,10783,6627,5155,5853,28293,28326,60400,7,0.206870957480649,0.231680883792477,0.181988279319353,13,4,13.984058173682,0,"BK13",TRUE,1,1247042,2,12565,2,0.926730613600197,30865.4959491174,13558.4168857733,7.12933120220925,2.6074929461109,1.09861228866811,0.693147180559945,10.3374266011447,6.04,20.6870957480649,23.1680883792477,"Brooklyn",6.82841428917953,0.585787538746513,2,17.2103509348116,1,2.90199016509757,0.585787538746513,4,21.9855920000441,8,0,18.1818181818182,11,"Build new / modular unit",1200000,0
"BK1302","Coney Island-Sea Gate",12,"Brooklyn",1,54465,22185,15214,11068,13462,53296,53536,45416,12,0.252589312518763,0.279335352978977,0.206739390316796,22,8,14.6883319563022,0,"BK13",TRUE,7,4696837,3,11502,1,1.70702302694379,31906.4237214846,6738.04618827717,8.4548574690018,2.52588863150962,0.693147180559945,2.07944154167984,10.37059398024,4.5416,25.2589312518763,27.9335352978977,"Brooklyn",10.4063529508078,0.768761163283339,0,263.492934199472,0,5.57781453713991,0.768761163283339,8,49.1889891785094,8,0,20.1117318435754,179,"Reconstruct or repair",60500,0
"BK1303","Brighton Beach",8,"Brooklyn",1,28327,13743,7834,5656,6974,28053,28066,47868,8,0.248600862652836,0.27655593603276,0.201524976840305,42,24,84.7248208423059,0,"BK13",TRUE,1,3271871,2,18776,4,0.486548084463023,58220.3504742249,38590.2248915892,8.09342286034224,2.98446908127528,1.6094379124341,0.693147180559945,10.9720074130839,4.7868,24.8600862652836,27.655593603276,"Brooklyn",6.28145869041952,3.82076857985308,0,30.3143455138525,0,3.44407631567442,3.82076857985308,24,38.0736204173516,8,0,72.7272727272727,11,"Reconstruct or repair",60500,17.7185413095805
"BK1401","Flatbush",18,"Brooklyn",1,65759,25275,8230,6538,10085,65335,65624,82678,18,0.154358307186041,0.125153971319515,0.0996281848104352,34,17,25.8519746346508,0,"BK14",TRUE,1,4245189,1,7970,3,0.861748571370219,76308.8007160142,9248.63732274872,8.35377715375489,2.1938856760707,1.38629436111989,0.693147180559945,11.2425566587748,8.2678,15.4358307186041,12.5153971319515,"Brooklyn",25.7744836542063,0.65956704421606,0,0.371101039528988,0,0.315614095551717,0.65956704421606,17,33.8732088068609,8,0,NA,NA,"Build new / modular unit",1200000,0
"BK1402","Flatbush (West)-Ditmas Park-Parkville",11,"Brooklyn",1,39803,15820,6713,3851,7102,39627,39635,96678,11,0.179221238044767,0.16865562897269,0.0971615995963164,25,14,35.173228148632,0,"BK14",TRUE,2,8507387,5,20283,2,0.821591679538983,48446.2062984067,24687.4457289798,9.04880766188649,3.05790863198067,1.09861228866811,1.09861228866811,10.7882299541168,9.6678,17.9221238044767,16.865562897269,"Brooklyn",14.9204321046492,0.938310626783899,0,3.26662031449665,0,1.4508220184086,0.938310626783899,14,36.6778390751686,8,0,NA,NA,"Extend operating hours",0,0
"BK1403","Midwood",16,"Brooklyn",1,49291,18462,10023,6970,8126,48857,49096,73279,16,0.1663221237489,0.203343409547382,0.14196675900277,26,8,16.2301434338926,0,"BK14",TRUE,2,3260758,3,16643,1,1.15568002326756,42651.0790250011,14401.0449821082,8.09002159281396,2.87033910414593,0.693147180559945,1.09861228866811,10.6608312979217,7.3279,16.63221237489,20.3343409547382,"Brooklyn",14.4557887859116,0.553411516900184,0,2.67004817425158,0,1.3002047884794,0.553411516900184,8,39.7117438239148,7.71428571428571,0,54.5454545454545,11,"Reconstruct or repair",60500,0
"BK1501","Gravesend (East)-Homecrest",18,"Brooklyn",1,50032,17602,8330,5114,9665,49727,50030,71697,18,0.194361212218714,0.166493444195715,0.102218668798721,20,9,17.9884873680844,0,"BK15",TRUE,3,1646951,3,17669,0,1.25114379323789,39989.0086738313,14122.2776274769,7.40728797701767,2.92686439425519,0,1.38629436111989,10.5963849187408,7.1697,19.4361212218714,16.6493444195715,"Brooklyn",14.3801013890093,0.62586485008226,1,17.7126527010586,1,2.92919991008966,0.62586485008226,9,32.1150879533151,8,0,29.4117647058824,34,"Build new / modular unit",1200000,0
"BK1502","Madison",15,"Brooklyn",1,38197,14724,8635,4153,6362,38007,38077,73484,15,0.167390217591496,0.22606487420478,0.10906846652835,26,11,28.7980731471058,0,"BK15",TRUE,3,6041117,2,15331,0,0.982092323806968,38893.4920618601,15610.5486504274,8.70650972620799,2.79306514209461,0,1.38629436111989,10.5686079273413,7.3484,16.7390217591496,22.606487420478,"Brooklyn",9.78382871222568,1.12430422931001,1,3.7234696932969,1,1.55254363405254,1.12430422931001,11,42.4505209399193,8,0,18.1818181818182,22,"Extend operating hours",0,1.21617128777432
"BK1503","Sheepshead Bay-Manhattan Beach-Gerritsen Beach",20,"Brooklyn",1,64244,26383,15522,9008,9465,63484,63489,75858,20,0.149092684770966,0.241610111450097,0.141882845847312,23,10,15.5656559367412,0,"BK15",TRUE,7,3827931,2,30495,5,2.27310614151368,28262.6485524427,13415.5635951488,8.25034093094407,3.44982880307389,1.79175946922805,2.07944154167984,10.2493317545024,7.5858,14.9092684770966,24.1610111450097,"Brooklyn",21.2210794681107,0.471229562804624,1,70.0181524516828,1,4.2629355126973,0.471229562804624,10,49.7797978978388,8,0,8.82352941176471,68,"Extend operating hours",0,0
"BK1601","Ocean Hill",10,"Brooklyn",1,39942,15700,5645,5824,9551,39837,39918,62458,10,0.239751989356628,0.141329928396174,0.145899093140939,21,8,20.029042111061,0,"BK16",TRUE,2,5330530,4,6374,8,0.720618331200196,55427.3993189658,8845.18159478964,8.58139353037666,1.99796029981195,2.19722457733622,1.09861228866811,10.9228473644751,6.2458,23.9751989356628,14.1329928396174,"Brooklyn",14.1678556787185,0.564658490417626,0,14.8620729474621,0,2.76393091053229,0.564658490417626,8,31.679943736022,8,0,22.7272727272727,22,"Build new / modular unit",1200000,0
"BK1602","Brownsville",14,"Brooklyn",1,59014,21897,7866,11179,22010,58728,58919,38936,13,0.374778640512192,0.133290405666452,0.189735059997624,28,10,16.945131663673,0,"BK16",TRUE,6,6120131,7,7689,7,1.10429510578074,53440.4252007228,6962.81271170159,8.7195021623538,2.16205785785707,2.07944154167984,1.94591014905531,10.8863414770301,3.8936,37.4778640512192,13.3290405666452,"Brooklyn",17.914712927777,0.558200404344458,4,33.7896116492519,1,3.54931882638962,0.558200404344458,10,67.4948452200827,8,0,16.9811320754717,53,"Extend operating hours",0,0
"BK1701","East Flatbush-Erasmus",11,"Brooklyn",1,42375,17556,6583,4655,7076,41780,41984,73723,11,0.169363331737674,0.155351032448378,0.110875571646341,26,15,35.3982300884956,0,"BK17",TRUE,0,3351732,2,7588,1,0.709185445703963,59751.6492430792,10699.599161215,8.11753081484947,2.15036588001653,0.693147180559945,0,10.9979688076071,7.3723,16.9363331737674,15.5351032448378,"Brooklyn",13.195178246849,1.13677888387616,0,0.732046301104422,0,0.549303542522204,1.13677888387616,15,32.8398212782107,NA,NA,NA,NA,"Build new / modular unit",1200000,1.804821753151
"BK1702","East Flatbush-Farragut",14,"Brooklyn",1,34025,12398,7520,4515,4402,33869,34005,84808,13,0.129971360240928,0.221013960323292,0.132774591971769,15,9,26.4511388684791,0,"BK17",TRUE,3,1584885,1,6956,1,0.865254069417233,39323.7098820194,8039.25719145708,7.3688978901081,2.07392636099173,0.693147180559945,1.38629436111989,10.5796083504554,8.4808,12.9971360240928,22.1013960323292,"Brooklyn",8.50253453221308,1.05850790324958,1,6.84891397990782,1,2.060375175715,1.05850790324958,9,38.6877468617411,8,0,13.0434782608696,23,"Extend operating hours",0,0.49746546778692
"BK1703","East Flatbush-Rugby",16,"Brooklyn",1,36352,14124,7385,4175,6138,35699,35883,71290,16,0.171937589288215,0.203152508802817,0.116350360895131,34,18,49.5158450704225,0,"BK17",TRUE,3,0,0,5682,1,0.975852046022332,37251.5486831988,5822.60397276451,0,1.89941734393456,0.693147180559945,1.38629436111989,10.5254756424926,7.129,17.1937589288215,20.3152508802817,"Brooklyn",5.66553773016445,3.17710354379328,3,4.72501550602532,1,1.74484525791267,3.17710354379328,18,33.3160465243297,8,0,14.8148148148148,27,"Build new / modular unit",1200000,12.3344622698355
"BK1704","East Flatbush-Remsen Village",9,"Brooklyn",1,38240,14510,6891,5121,8335,37475,37685,62550,8,0.22241494329553,0.180203974895397,0.135889611251161,21,3,7.84518828451883,0,"BK17",TRUE,3,0,0,4405,1,0.659676227619741,57967.830882702,6677.51817568783,0,1.68732445109117,0.693147180559945,1.38629436111989,10.9676607465041,6.255,22.241494329553,18.0203974895397,"Brooklyn",5.75442546887855,0.521337884420398,0,3.69306356860512,0,1.54608558212969,0.521337884420398,3,67.2261145750799,8,0,9.09090909090909,22,"Extend operating hours",0,0
"BK1801","Flatlands",27,"Brooklyn",1,61589,21884,12618,7759,7118,61357,61505,87957,26,0.116009583258634,0.204874247024631,0.126152345337777,22,10,16.2366656383445,0,"BK18",TRUE,5,0,0,20072,2,1.94907816960138,31599.0404903031,10298.2016386264,0,3.04794514500093,1.09861228866811,1.79175946922805,10.3609136809129,8.7957,11.6009583258634,20.4874247024631,"Brooklyn",12.8909557637553,0.775737670911601,0,13.9596260585035,0,2.70535497614459,0.775737670911601,10,33.7556588989491,8,0,21.2121212121212,33,"Build new / modular unit",1200000,0
"BK1802","Marine Park-Mill Basin-Bergen Beach",19,"Brooklyn",1,42837,15127,9681,5058,2949,42758,42735,114035,19,0.0689695495579775,0.225996218222565,0.118357318357318,13,6,14.0065830940542,0,"BK18",TRUE,3,0,0,10302,0,2.11172185290619,20285.3420023319,4878.48339771747,0,2.42497970120765,0,1.38629436111989,9.91770313082626,11.4035,6.89695495579775,22.5996218222565,"Brooklyn",7.32597743200774,0.81900334196848,0,65.1344557952258,0,4.1916898787487,0.81900334196848,6,37.0809943706087,8,0,NA,NA,"Extend operating hours",0,0
"BK1803","Canarsie",34,"Brooklyn",1,76746,26760,15681,8662,10322,75852,76052,83139,33,0.136080788904709,0.204323352357126,0.113895755535686,35,13,16.9389935631824,0,"BK18",TRUE,13,3132900,1,10596,0,2.53004131309803,30333.892020927,4188.07390422617,8.05003351430223,2.45066021105941,0,2.63905732961526,10.320053880816,8.3139,13.6080788904709,20.4323352357126,"Brooklyn",20.6165973813176,0.630559920221383,5,78.8542309690764,1,4.38020285972036,0.630559920221383,13,57.4515651597861,8,0,20.7547169811321,53,"Reconstruct or repair",60500,0
"BX0101","Mott Haven-Port Morris",15,"Bronx",1,56600,22081,7214,13140,23756,56451,56532,29645,14,0.420825140387239,0.127455830388693,0.232434727234133,22,10,17.6678445229682,0,"BX01",TRUE,8,7593989,6,20895,10,1.46977773335874,38509.2240244092,14216.4352648415,8.93524396670756,3.08625830025336,2.39789527279837,2.19722457733622,10.5586790440969,2.9645,42.0825140387239,12.7455830388693,"Bronx",16.0594396832453,0.62268673112132,7,53.6031215801598,1,4.00009105291441,0.62268673112132,10,67.4434621295446,8,0,12.5,64,"Extend operating hours",0,0
"BX0102","Melrose",8,"Bronx",1,41043,15978,5240,8885,17401,40900,41024,31028,8,0.425452322738386,0.127670979216919,0.216580538221529,24,16,38.9835051044027,0,"BX01",TRUE,5,6771434,3,20580,4,0.619539281925913,66247.6152802013,33218.2326454339,8.8206158286183,3.07176695982999,1.6094379124341,1.79175946922805,11.1011698421991,3.1028,42.5452322738386,12.7670979216919,"Bronx",10.2966411204946,1.55390479407438,1,10.2245388492205,1,2.41810235030962,1.55390479407438,16,75.8812168173652,8,0,13.6363636363636,44,"Extend operating hours",0,5.7033588795054
"BX0201","Hunts Point",6,"Bronx",1,14219,5245,2046,3462,3950,13816,13942,40045,4,0.285900405327157,0.143891975525705,0.248314445560178,10,5,35.1642168928898,0,"BX02",TRUE,3,0,0,20741,0,1.61549885409558,8801.61565200266,12838.758719895,0,3.07919987879525,0,1.38629436111989,9.08280418948339,4.0045,28.5900405327157,14.3891975525705,"Bronx",2.11540498596084,2.36361360268277,1,16.9898199147888,1,2.88980603761711,2.36361360268277,5,35.4284564580614,8,0,4.54545454545455,22,"Extend operating hours",0,2.88459501403916
"BX0202","Longwood",9,"Bronx",1,40143,14677,4954,10335,13311,39663,39958,37218,9,0.335602450646698,0.123408813491767,0.258646578907853,13,8,19.9287547019406,0,"BX02",TRUE,7,6589033,6,6579,2,0.552069692246209,72713.6456933,11916.9736944479,8.79331363507127,2.02538126482989,1.09861228866811,2.07944154167984,11.1942980970606,3.7218,33.5602450646698,12.3408813491767,"Bronx",9.45196631735313,0.846384734286725,5,19.9746293709309,1,3.0433135821581,0.846384734286725,8,95.3368616449848,8,0,8,75,"Extend operating hours",0,0
"BX0301","Morrisania",7,"Bronx",1,37248,14072,2977,8276,14552,36940,37031,33969,7,0.393936112615051,0.0799237542955326,0.223488428613864,20,5,13.4235395189003,0,"BX03",TRUE,3,0,0,7626,2,0.495411626546376,75185.9625492927,15393.2600515707,0,2.15478089822565,1.09861228866811,1.38629436111989,11.2277331245524,3.3969,39.3936112615051,7.99237542955326,"Bronx",5.6183214508296,0.889945519094801,1,12.4239367233825,1,2.59703943602054,0.889945519094801,5,81.8894406306269,8,0,18.1818181818182,33,"Extend operating hours",0,0
"BX0302","Claremont Village-Claremont (East)",6,"Bronx",1,24213,8503,2983,4635,11380,23889,23993,33253,6,0.476369877349408,0.123198281914674,0.19318134455883,4,0,0,0,"BX03",TRUE,2,0,0,5903,2,0.358641059331616,67513.1844778864,16459.3535692795,0,1.93195609972134,1.09861228866811,1.09861228866811,11.1200929951973,3.3253,47.6369877349408,12.3198281914674,"Bronx",2.69436849014899,0,1,5.48784600444769,1,1.86993058108871,0,0,88.2745969027696,8,0,9.52380952380952,21,"Extend operating hours",0,0
"BX0303","Crotona Park East",7,"Bronx",1,29480,11668,3773,7033,9099,29461,29480,38302,7,0.308848986796103,0.127985074626866,0.238568521031208,19,5,16.9606512890095,0,"BX03",TRUE,1,2312025,2,4509,3,0.572981658213577,51450.1635042067,7869.36184669159,7.74631147064687,1.70638311849058,1.38629436111989,0.693147180559945,10.8483883552768,3.8302,30.8848986796103,12.7985074626866,"Bronx",6.64125641742564,0.752869590591438,1,25.8772734136094,1,3.29128107500442,0.752869590591438,5,39.8042271847868,8,0,0,16,"Extend operating hours",0,0
"BX0401","Concourse-Concourse Village",14,"Bronx",1,67780,27203,9451,13517,22119,66220,67110,44135,14,0.334022953790396,0.139436411920921,0.201415586350767,39,16,23.6057834169372,0,"BX04",TRUE,10,9490682,3,15291,3,0.950663587823022,71297.566108757,16084.5541954707,9.15817111509812,2.79061280808403,1.38629436111989,2.39789527279837,11.1746314955235,4.4135,33.4022953790396,13.9436411920921,"Bronx",17.8385178102887,0.896935506086255,3,51.267102390535,1,3.95636715576705,0.896935506086255,16,87.1201816351736,8,0,19.047619047619,63,"Extend operating hours",0,0
