"nta2020","ntaname","n_tracts","boroname","n_boroughs","pop_total","households","pop_65plus","pop_disabled","pov_below","pov_universe","dis_universe","med_hh_income_hhwtd","inc_tracts_used","poverty_rate","pct_65plus","disability_rate","events_311_raw","events_311","events_per_100k","ntatype","cdta2020","is_residential","restrooms","subway_riders","n_stations","jobs","hotels","area_sqmi","pop_density","jobs_density","l_sub","l_jobs","l_hotel","l_rest","l_dens","inc10k","pov","old","boro","pred","resid_ratio","n_projects","park_acres","got","l_park","need","need_abs","coverage","med_hours","n_late","pct_unacceptable","n_insp","intervention","capex","excess"
"BK0401","Bushwick (West)",13,"Brooklyn",1,52698,22293,3892,5530,9610,52404,52442,93387,13,0.183382947866575,0.0738547952483965,0.1054498302887,84,51,96.7778663326881,0,"BK04",TRUE,3,7724182,4,31937,3,0.829828780159744,63504.666576948,38486.2525421835,8.95224066135897,3.4945966459207,1.38629436111989,1.38629436111989,11.0588844183316,9.3387,18.3382947866575,7.38547952483965,"Brooklyn",29.9989909642093,1.70005718061805,1,12.1215783968472,1,2.57425808091767,1.70005718061805,51,48.7647240879156,8,0,40,35,"Reconstruct or repair",60500,21.0010090357907
"BK0402","Bushwick (East)",16,"Brooklyn",1,59859,23198,7716,7634,14003,59802,59843,76675,16,0.234156048292699,0.128902921866386,0.127567134000635,52,29,48.4471842162415,0,"BK04",TRUE,4,9763426,5,6842,3,1.00199338253319,59739.9154959165,6828.38840981407,9.18650106022108,2.05949390387014,1.38629436111989,1.6094379124341,10.9977724163249,7.6675,23.4156048292699,12.8902921866386,"Brooklyn",21.4043621919932,1.35486401042345,2,14.4574308588124,1,2.73808984945416,1.35486401042345,29,61.03514299322,8,0,34.0425531914894,47,"Reconstruct or repair",60500,7.5956378080068
"BK0501","Cypress Hills",14,"Brooklyn",1,42117,13775,5826,3765,7151,41961,42107,69587,14,0.170420152045947,0.13832894080775,0.0894150616287078,45,20,47.4867630647957,0,"BK05",TRUE,3,2234688,4,6734,1,0.874474539281548,48162.6372273829,7700.62442930875,7.71230428965537,2.04562619318511,0.693147180559945,1.38629436111989,10.7823596009553,6.9587,17.0420152045947,13.832894080775,"Brooklyn",13.4606616738019,1.48581106075383,0,13.5096062859626,0,2.67481093254882,1.48581106075383,20,40.2966479721772,8,0,60,10,"Reconstruct or repair",60500,6.5393383261981
"BK0502","East New York (North)",13,"Brooklyn",1,41335,14522,6064,5238,9976,40928,41049,69397,12,0.24374511336982,0.146703761945083,0.127603595702697,27,9,21.7733155921132,0,"BK05",TRUE,1,3596415,6,8714,10,1.00102536072256,41292.6601281745,8705.07415887051,8.18797081096328,2.27356814392355,2.39789527279837,0.693147180559945,10.6284642593732,6.9397,24.374511336982,14.6703761945083,"Brooklyn",15.0134799258067,0.599461287088404,0,11.0176971787752,0,2.48638032828817,0.599461287088404,9,25.0612284902553,8,0,18.1818181818182,11,"Build new / modular unit",1200000,0
"BK0503","East New York-New Lots",14,"Brooklyn",1,51641,19652,8081,6787,11719,51049,51337,56580,14,0.229563752473114,0.156484188919657,0.132204842511249,26,5,9.6822292364594,0,"BK05",TRUE,3,3073259,4,14199,3,1.66643325259516,30988.9399527876,8520.59329582368,8.03081917559157,2.72122963621432,1.38629436111989,1.38629436111989,10.341417913148,5.658,22.9563752473114,15.6484188919657,"Brooklyn",17.3681818978677,0.28788275188515,1,17.0538439859774,1,2.89335862531749,0.28788275188515,5,38.2978580234495,8,0,25,32,"Reconstruct or repair",60500,0
"BK0504","Spring Creek-Starrett City",4,"Brooklyn",1,16410,8244,4752,4295,4099,16238,16194,37687,3,0.252432565586895,0.289579524680073,0.265221687044584,4,1,6.0938452163315,0,"BK05",TRUE,1,0,0,6966,0,0.971589212396371,16889.8540562484,7169.69673100708,0,2.07518248475945,0,0.693147180559945,9.73452757431671,3.7687,25.2432565586895,28.9579524680073,"Brooklyn",1.58533322020177,0.630782214904149,6,94.0911809318096,1,4.55483623056993,0.630782214904149,1,26.9667575724401,8,0,9.09090909090909,11,"Build new / modular unit",1200000,0
"BK0505","East New York-City Line",12,"Brooklyn",1,47234,15755,5894,5251,9699,46788,46953,59807,12,0.207296742754552,0.124782995299996,0.111835239494814,15,4,8.46847609772621,0,"BK05",TRUE,3,3097135,2,4759,1,1.13095096121283,41764.8524294514,4207.96317719777,8.03855559652835,1.75076384852454,0.693147180559945,1.38629436111989,10.6398343571206,5.9807,20.7296742754552,12.4782995299996,"Brooklyn",14.7101083756388,0.271921857939833,0,68.3299517125109,0,4.2388770164665,0.271921857939833,4,33.1236648544629,8,0,31.9148936170213,47,"Build new / modular unit",1200000,0
"BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook",21,"Brooklyn",1,60738,26206,7787,6255,7193,60175,60301,147505,20,0.119534690486082,0.128206394678784,0.103729623057661,87,45,74.0887088807666,0,"BK06",TRUE,7,7609170,3,24552,15,2.18131253825607,27844.7031018119,11255.6085244112,8.93724078963382,3.24071559147266,2.77258872223978,2.07944154167984,10.2344339462639,14.7505,11.9534690486082,12.8206394678784,"Brooklyn",36.9504092581552,1.2178484867544,0,73.6332841079804,0,4.31258657537381,1.2178484867544,45,48.0354434413106,8,0,16.1290322580645,62,"Extend operating hours",0,8.0495907418448
"BK0602","Park Slope",16,"Brooklyn",1,59281,25910,7751,3515,2888,58988,59199,194361,16,0.0489591103275242,0.130750156036504,0.0593760029730232,56,27,45.5457903881513,0,"BK06",TRUE,3,19412097,5,16333,0,0.926582951726127,63978.081929487,17627.1320010511,9.87370322036462,2.85261219895917,0,1.38629436111989,11.0663114640646,19.4361,4.89591103275242,13.0750156036504,"Brooklyn",28.57432502687,0.944904209447132,0,18.851909180551,0,2.98830018288857,0.944904209447132,27,49.2632767282348,8,0,12,25,"Extend operating hours",0,0
"BK0701","Windsor Terrace-South Slope",8,"Brooklyn",1,25036,10712,3782,2470,1801,24706,25036,147547,8,0.0728972719177528,0.151062470043138,0.098657932577089,20,13,51.9252276721521,0,"BK07",TRUE,2,2981796,2,4176,0,0.549251682415983,45582.0178645145,7603.07184063799,8.00061639464688,1.6440325571986,0,1.09861228866811,10.7272905108868,14.7547,7.28972719177528,15.1062470043138,"Brooklyn",8.06964873478267,1.61097470624291,0,11.4724504006824,0,2.52352224405101,1.61097470624291,13,50.6667416864269,8,0,9.09090909090909,11,"Extend operating hours",0,4.93035126521733
"BK0702","Sunset Park (West)",18,"Brooklyn",1,50926,16922,6091,5325,9094,49064,49331,91023,14,0.185349747268873,0.119604916938303,0.107944294662585,63,33,64.7999057455916,0,"BK07",TRUE,4,14172709,6,42705,16,1.8070917824549,28181.1917327287,23631.8931969167,9.55914404861055,3.77746251203245,2.83321334405622,1.6094379124341,10.2464455586074,9.1023,18.5349747268873,11.9604916938303,"Brooklyn",31.9936013799086,1.03145624677075,1,12.1619587474732,1,2.57733075581485,1.03145624677075,33,30.310658462015,8,0,12.1212121212121,33,"Build new / modular unit",1200000,1.0063986200914
"BK0703","Sunset Park (Central)",14,"Brooklyn",1,44499,13497,6183,3711,11523,44158,44484,66011,13,0.26094931835681,0.138946942627924,0.0834232533045589,49,30,67.4172453313558,0,"BK07",TRUE,1,2868392,1,13407,4,0.672717365319422,66148.1363408403,19929.6178323478,7.96185543962109,2.66771419957934,1.6094379124341,0.693147180559945,11.0996671133859,6.6011,26.094931835681,13.8946942627924,"Brooklyn",15.2000290343806,1.97368044048756,0,23.8601557427736,0,3.21326635085673,1.97368044048756,30,27.2200755250059,8,0,0,6,"Build new / modular unit",1200000,14.7999709656194
"BK0801","Prospect Heights",6,"Brooklyn",1,23969,11243,2955,1870,1628,23920,23962,173220,6,0.0680602006688963,0.123284242146105,0.0780402303647442,10,6,25.0323334306813,0,"BK08",TRUE,3,2247784,1,5403,0,0.369781356130766,64819.3847596898,14611.336970946,7.71814490466128,1.85676663053667,0,1.38629436111989,11.0793754124954,17.322,6.80602006688963,12.3284242146105,"Brooklyn",8.72622821873404,0.687582292097152,2,5.89816247745329,1,1.93125506852158,0.687582292097152,6,91.9075654583286,8,0,18.1818181818182,33,"Extend operating hours",0,0
"BK0802","Crown Heights (North)",22,"Brooklyn",1,85819,37294,10953,10967,17677,85042,85238,83554,22,0.207861997601185,0.127629079807502,0.128663272249466,62,28,32.6268075834023,0,"BK08",TRUE,3,427407,1,10205,8,1.27038639315264,67553.4628382062,8032.98906144204,6.06007367830938,2.41636010725289,2.19722457733622,1.38629436111989,11.1206894083889,8.3554,20.7861997601185,12.7629079807502,"Brooklyn",30.5903305575604,0.915321916751232,1,30.2931906789876,1,3.44340052368654,0.915321916751232,28,58.4736862074066,8,0,17.1428571428571,35,"Extend operating hours",0,0
