evnt_key,occur_date,law_desc,law_code,precinct,latitude,longitude
"261543328","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","069","40.6486135510607","-73.9052572032302"
"261546792","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.655111","-73.961289"
"261546795","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","079","40.68900139556","-73.9450265328727"
"261548421","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.796781","-73.939402"
"261548424","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","079","40.68900139556","-73.9450265328727"
"261548811","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.7565675846374","-73.8759315341335"
"261548815","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","044","40.8378421209284","-73.9196277517392"
"261548820","2023-01-02T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.758178","-73.988003"
"261549001","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","067","40.63561","-73.940228"
"261549006","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","028","40.798622","-73.952446"
"261549007","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","028","40.800405","-73.950864"
"261549210","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.718948","-73.987072"
"261549222","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","081","40.6894642952604","-73.9240290899499"
"261549227","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.7535327012632","-73.9945368920152"
"261549229","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","081","40.693523","-73.932668"
"261550302","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.718344","-73.989242"
"261550304","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.7565675846374","-73.8759315341335"
"261554923","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.720656","-73.988061"
"261554924","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.722079","-73.988194"
"261554925","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.722079","-73.988194"
"261554926","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.74865","-73.874306"
"261554927","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.740942","-73.992126"
"261555346","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","009","40.723587","-73.988201"
"261555347","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","110","40.749592","-73.865371"
"261555349","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","018","40.759049","-73.985221"
"261555351","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.72111","-73.984999"
"261555709","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.75535","-73.989309"
"261563495","2023-01-08T00:00:00.000","PUBLIC URINATION","16-118(6)","034","40.862087","-73.925057"
"261568069","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","103","40.694189","-73.789509"
"261571993","2023-01-07T00:00:00.000","PUBLIC URINATION","16-118(6)","109","40.758663","-73.830689"
