evnt_key,occur_date,law_desc,law_code,precinct,latitude,longitude
"263604673","2023-02-14T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"263609009","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","121","40.640267","-74.130908"
"263609016","2023-02-11T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.744299","-73.990215"
"263610792","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","044","40.824279","-73.926835"
"263623815","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","061","40.60747","-73.965352"
"263631108","2023-02-14T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.804715","-73.938227"
"263652396","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.7372030985741","-73.9832725981497"
"263657666","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"263660918","2023-02-02T00:00:00.000","PUBLIC URINATION","16-118(6)","006","40.732203","-74.010371"
"263664251","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.75325","-73.987199"
"263670663","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","120","40.6447209438691","-74.0770327198983"
"263670667","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.659044","-73.882369"
"263673934","2023-02-14T00:00:00.000","PUBLIC URINATION","16-118(6)","019","40.779159","-73.954784"
"263677270","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.795775","-73.944753"
"263677272","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","043","40.821409","-73.86616"
"263677276","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","001","40.725214","-73.998096"
"263677596","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"263677603","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","081","40.6894642952604","-73.9240290899499"
"263677996","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.7565675846374","-73.8759315341335"
"263682288","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","048","40.857599","-73.886445"
"263682290","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.75116","-73.988956"
"263734830","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.798285","-73.94082"
"263738776","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.798285","-73.94082"
"263738779","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.790421","-73.944048"
"263738780","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","028","40.799045","-73.947642"
"263741978","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.8103518634571","-73.924942325642"
"263741982","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.6305998504358","-73.9737053160275"
"263745217","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","032","40.828743","-73.938371"
"263748729","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","109","40.762478","-73.814356"
"263752990","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.8103518634571","-73.924942325642"
"263753326","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","081","40.68499","-73.938444"
"263753659","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.717086","-73.990327"
"263753663","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.7535327012632","-73.9945368920152"
"263753678","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.751107","-73.868531"
"263754613","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","109","40.7623158004241","-73.8274480018593"
"263754616","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","024","40.7960743128304","-73.9670667458109"
"263762948","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.7535327012632","-73.9945368920152"
"263763480","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.7535327012632","-73.9945368920152"
"263768378","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.797806","-73.948549"
"263768383","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.798252","-73.942864"
"263786968","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.800269","-73.941469"
"263788942","2023-02-15T00:00:00.000","PUBLIC URINATION","16-118(6)","071","40.668669","-73.953396"
"263799607","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.814553","-73.926244"
"263805309","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","020","40.781612","-73.975737"
"263805314","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"263810592","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"263812436","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","048","40.845902","-73.892118"
"263813253","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","019","40.772493","-73.957135"
"263813255","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","110","40.7434812638841","-73.8740035373971"
"263814514","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","073","40.658425","-73.904476"
"263819266","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.668324","-73.896902"
"263819269","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.756373","-73.986703"
"263819270","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","010","40.7426636084461","-73.9980491084798"
"263819272","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.74978","-73.86775"
"263819589","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.751967","-73.863772"
"263837628","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.797107","-73.945898"
"263840926","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","043","40.829628","-73.874169"
"263846579","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.79477","-73.939409"
"263846582","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","077","40.674447","-73.936171"
"263852648","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.623883","-73.962092"
"263855823","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.804715","-73.938227"
"263857211","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.816991","-73.91835"
"263858813","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.644369","-73.958866"
"263859041","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","113","40.6799807384666","-73.7762339071953"
"263859051","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"263859248","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.8103518634571","-73.924942325642"
"263859254","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.7535327012632","-73.9945368920152"
"263859265","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.741557","-73.99168"
"263859523","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","102","40.695251","-73.841562"
"263859526","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","107","40.70531","-73.811247"
"263859527","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","120","40.62342","-74.083298"
"263859531","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.649682","-73.965083"
"263860580","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.750043","-73.866897"
"263864678","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","072","40.6581577535544","-74.0004411548878"
"263864679","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","072","40.6581577535544","-74.0004411548878"
"263864682","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","006","40.733736","-74.001995"
"263865210","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.758816","-73.987547"
"263870087","2023-02-16T00:00:00.000","PUBLIC URINATION","16-118(6)","044","40.830247","-73.916938"
"263870089","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.75027","-73.862912"
"263884564","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.794443","-73.94258"
"263884567","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.803362","-73.936063"
"263884568","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.796333","-73.941197"
"263890900","2023-02-19T00:00:00.000","UNLAWFUL URINATION/DEFECATION IN PARK","1-04(K)","102","40.690608","-73.840187"
"263894882","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","109","40.7623158004241","-73.8274480018593"
"263900406","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","094","40.717557","-73.958022"
"263936518","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.749404","-73.991784"
"263940962","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","069","40.65433","-73.895575"
"263942409","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","073","40.673015","-73.910235"
"263943961","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","052","40.8694704770483","-73.8798608037303"
"263950631","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","072","40.661804","-73.991154"
"263956337","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","067","40.636924","-73.946176"
"263958550","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.790421","-73.944048"
"263958553","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.798951","-73.944551"
"263958556","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.797008","-73.942802"
"263958558","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"263972324","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","060","40.5766459780433","-73.9764803960699"
"263972325","2023-02-17T00:00:00.000","PUBLIC URINATION","16-118(6)","060","40.5766459780433","-73.9764803960699"
"263977100","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.638997","-73.957856"
"263986076","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.6305998504358","-73.9737053160275"
"263986078","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.7894632995555","-73.9476340039424"
"263988017","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.798252","-73.942864"
"263988018","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"263990510","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","050","40.878248","-73.903015"
"263991040","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","120","40.6447209438691","-74.0770327198983"
"263992398","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","114","40.7694951184418","-73.9150241703895"
"263992405","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.650402","-73.963258"
"263993624","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","060","40.5766459780433","-73.9764803960699"
"264009639","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.75104","-73.987712"
"264009640","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","110","40.746713","-73.884707"
"264025422","2023-02-18T00:00:00.000","PUBLIC URINATION","16-118(6)","006","40.729578","-74.000844"
"264025423","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","046","40.861056","-73.893447"
"264033924","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.794494","-73.944636"
"264033926","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","010","40.753723","-73.99606"
"264039990","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.812693","-73.921623"
"264042708","2023-02-20T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.6305998504358","-73.9737053160275"
"264043693","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.7894632995555","-73.9476340039424"
"264049035","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","071","40.666941","-73.929908"
"264051289","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"264054147","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","077","40.672605","-73.951635"
"264056962","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.8103518634571","-73.924942325642"
"264056964","2023-02-19T00:00:00.000","PUBLIC URINATION","16-118(6)","110","40.747583","-73.884396"
"264057293","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.64815","-73.958205"
"264057294","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.651243","-73.889798"
"264057510","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","102","40.700111","-73.830455"
"264075543","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.7565675846374","-73.8759315341335"
"264120087","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","045","40.8307223277672","-73.8271260588639"
"264120093","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","017","40.7568201683051","-73.9711432633524"
"264120094","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","017","40.75222","-73.971924"
"264128997","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","081","40.679411","-73.922053"
"264129001","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","045","40.821429","-73.827523"
"264132558","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","066","40.640836","-74.004003"
"264132559","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","072","40.6581577535544","-74.0004411548878"
"264132562","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","121","40.634287","-74.135895"
"264132563","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.752877","-73.991111"
"264132715","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","024","40.7960743128304","-73.9670667458109"
"264133328","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","018","40.75861","-73.983207"
"264144010","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.749011","-73.870868"
"264144352","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.748738","-73.873502"
"264150638","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","076","40.674873","-74.008661"
"264150639","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.802923","-73.931906"
"264150640","2023-02-23T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.799256","-73.936129"
"264150644","2023-02-22T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.79477","-73.939409"
"264161865","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","109","40.759921","-73.830311"
"264170033","2023-02-21T00:00:00.000","PUBLIC URINATION","16-118(6)","050","40.879178","-73.904607"
"264171784","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","018","40.7650240788333","-73.9848359497083"
"264174303","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","103","40.7072398161698","-73.7927267255908"
"264177782","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.817649","-73.914249"
"264181598","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","048","40.8441566000203","-73.9006054489734"
"264184466","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.812639","-73.916281"
"264184823","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","044","40.825285","-73.917538"
"264185195","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.75027","-73.862912"
"264185307","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","030","40.819402","-73.957444"
"264191472","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","102","40.695921","-73.820586"
"264191479","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.74932","-73.867986"
"264191734","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.749984","-73.872038"
"264191735","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","001","40.722803","-74.000133"
"264198189","2023-02-24T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"264218309","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.7894632995555","-73.9476340039424"
"264220259","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.718403","-73.985418"
"264222953","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.7372030985741","-73.9832725981497"
"264224582","2023-02-25T00:00:00.000","UNLAWFUL URINATION/DEFECATION IN PARK","1-04(K)","006","40.7338967584511","-74.0053958373447"
"264226271","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.658144","-73.882207"
"264226273","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","079","40.68900139556","-73.9450265328727"
"264227967","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","079","40.68900139556","-73.9450265328727"
"264229619","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.8103518634571","-73.924942325642"
"264229627","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.8103518634571","-73.924942325642"
"264229918","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","006","40.7338967584511","-74.0053958373447"
"264229922","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.642166","-73.957267"
"264230096","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","020","40.787329","-73.976287"
"264231201","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","073","40.6711300016904","-73.9135020552048"
"264234863","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","010","40.75019","-74.004207"
"264234866","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"264235083","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.800871","-73.939976"
"264235092","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.749497","-73.867081"
"264246542","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"264251924","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.717845","-73.991075"
"264251927","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","043","40.816541","-73.867664"
"264253639","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.8103518634571","-73.924942325642"
"264257716","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.767233","-73.883227"
"264260526","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"264260527","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","103","40.701049","-73.805653"
"264260528","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"264261953","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","044","40.8378421209284","-73.9196277517392"
"264262070","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"264262297","2023-02-27T00:00:00.000","PUBLIC URINATION","16-118(6)","083","40.698554","-73.920783"
"264271030","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","010","40.75019","-74.004207"
"264271031","2023-02-27T00:00:00.000","PUBLIC URINATION","16-118(6)","034","40.8512131676868","-73.9352160519866"
"264294601","2023-02-27T00:00:00.000","PUBLIC URINATION","16-118(6)","048","40.848017","-73.887451"
"264298677","2023-02-27T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.659731","-73.876413"
"264301337","2023-02-27T00:00:00.000","PUBLIC URINATION","16-118(6)","104","40.73301","-73.901838"
"264340021","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.740351","-73.992553"
"264341312","2023-02-27T00:00:00.000","PUBLIC URINATION","16-118(6)","103","40.700872","-73.806403"
"264342751","2023-02-28T00:00:00.000","PUBLIC URINATION","16-118(6)","024","40.791526","-73.970348"
"264345687","2023-02-28T00:00:00.000","UNLAWFUL URINATION/DEFECATION IN PARK","1-04(K)","102","40.69932415739","-73.831570887672"
"264350009","2023-02-28T00:00:00.000","PUBLIC URINATION","16-118(6)","103","40.7072398161698","-73.7927267255908"
"264350010","2023-02-28T00:00:00.000","PUBLIC URINATION","16-118(6)","028","40.807094","-73.943873"
"264350013","2023-02-28T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.655532","-73.884096"
"264350018","2023-02-28T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"264353346","2023-02-28T00:00:00.000","PUBLIC URINATION","16-118(6)","069","40.6486135510607","-73.9052572032302"
"264355372","2023-02-28T00:00:00.000","PUBLIC URINATION","16-118(6)","046","40.850621","-73.907316"
"264392902","2023-02-25T00:00:00.000","PUBLIC URINATION","16-118(6)","030","40.8286232400477","-73.9438488369889"
"264392904","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"264392905","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.806069","-73.939352"
"264397594","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","044","40.8378421209284","-73.9196277517392"
"264397597","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","081","40.692396","-73.929446"
"264402388","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","007","40.7163099917327","-73.9831660136947"
"264403999","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","069","40.651141","-73.895037"
"264404359","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","019","40.774339","-73.954325"
"264405119","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","108","40.746256","-73.900905"
"264406768","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.751967","-73.863772"
"264417757","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.815254","-73.917954"
"264421304","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.749794","-73.863456"
"264431973","2023-03-01T00:00:00.000","PUBLIC URINATION","16-118(6)","114","40.7694951184418","-73.9150241703895"
"264435923","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.7894632995555","-73.9476340039424"
"264439737","2023-02-26T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.80271","-73.93654"
"264441265","2023-02-27T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.793866","-73.945095"
"264441269","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.734878","-73.989955"
"264444330","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.752877","-73.991111"
"264445611","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.763298","-73.884405"
"264449689","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","112","40.720809","-73.844383"
"264449692","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","024","40.7960743128304","-73.9670667458109"
"264449694","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.8009303727402","-73.9410982410066"
"264451313","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","050","40.8828621313214","-73.9035744897024"
"264451318","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","062","40.605738","-74.003045"
"264453062","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","063","40.6281697437036","-73.9413587834752"
"264453067","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","023","40.798369","-73.94603"
"264456036","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.6713598203364","-73.8818110231735"
"264456038","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","108","40.7431245994984","-73.9560680726795"
"264456039","2023-03-02T00:00:00.000","PUBLIC URINATION","16-118(6)","044","40.8378421209284","-73.9196277517392"
"264457462","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.744299","-73.988308"
"264459074","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.745663","-73.989622"
"264474095","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","013","40.7372030985741","-73.9832725981497"
"264474097","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.747879","-73.881604"
"264496222","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.798285","-73.94082"
"264496224","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.798782","-73.937936"
"264499564","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","028","40.8084177460021","-73.9524740603515"
"264499565","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","028","40.809044","-73.946416"
"264507746","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","072","40.6581577535544","-74.0004411548878"
"264509570","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.816035","-73.916225"
"264511785","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","075","40.670845","-73.898503"
"264516569","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","083","40.69885","-73.917944"
"264518658","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.755929","-73.992598"
"264530129","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","120","40.6447209438691","-74.0770327198983"
"264530130","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.751403","-73.871253"
"264530509","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","115","40.7565675846374","-73.8759315341335"
"264537330","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","070","40.632692","-73.972083"
"264544874","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.797602","-73.941319"
"264549818","2023-03-03T00:00:00.000","PUBLIC URINATION","16-118(6)","014","40.759131","-73.990264"
"264551361","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","073","40.6711300016904","-73.9135020552048"
"264551363","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","025","40.798963","-73.940324"
"264555276","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.816035","-73.916225"
"264561806","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","069","40.6486135510607","-73.9052572032302"
"264561810","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","073","40.664861","-73.90419"
"264563729","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","049","40.854596","-73.859053"
"264563987","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","040","40.8103518634571","-73.924942325642"
"264564318","2023-03-05T00:00:00.000","PUBLIC URINATION","16-118(6)","006","40.729054","-73.999141"
"264564321","2023-03-04T00:00:00.000","PUBLIC URINATION","16-118(6)","111","40.7603961392658","-73.7675025349456"
