variable,mean,lower,upper
known_yield_delta_rule,0.01921693824809,0.000789796181917982,0.0381904813845817
known_yield_delta_random,0.0926797924044927,0.0587906346785399,0.127996038959003
known_yield_delta_history,0.00429798306258595,-0.0228098640687081,0.0332344678862267
