type;statut;adresse;arrondissement;horaire;acces_pmr;relais_bebe;url_fiche_equipement;geo_shape;geo_point_2d
WC;En service;24 avenue de clichy;75018;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-des-deux-nethes-2765;"{""coordinates"": [2.327515105424676, 48.885658542356424], ""type"": ""Point""}";48.885658542356424, 2.327515105424676
Sanisette;En service;1 pl louis baillot;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.354604000147833, 48.890484999699346], ""type"": ""Point""}";48.890484999699346, 2.354604000147833
WC;En service;;75018;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [2.3650124921346753, 48.886644543971286], ""type"": ""Point""}";48.886644543971286, 2.3650124921346753
WC;En service;7 rue botzaris;75019;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.3836409649221526, 48.881824766920786], ""type"": ""Point""}";48.881824766920786, 2.3836409649221526
Sanisette;En service;46 qu de la seine;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3758409999279495, 48.887256000024], ""type"": ""Point""}";48.887256000024, 2.3758409999279495
WC;En service;11 boulevard d algerie;75019;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-de-la-butte-du-chapeau-rouge-1811;"{""coordinates"": [2.3987808441159437, 48.88101652135978], ""type"": ""Point""}";48.88101652135978, 2.3987808441159437
Sanisette;En service;42 rue boinod;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3517639999325417, 48.89414899967719], ""type"": ""Point""}";48.89414899967719, 2.3517639999325417
Sanisette;En service;17 rue polonceau;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3534120006044774, 48.8856340001017], ""type"": ""Point""}";48.8856340001017, 2.3534120006044774
Sanisette;En service;90 w rue de la chapelle;75018;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.3594679996442203, 48.896914000104445], ""type"": ""Point""}";48.896914000104445, 2.3594679996442203
Sanisette;En service;74 av de saint-ouen;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3271440004547537, 48.89191899977726], ""type"": ""Point""}";48.89191899977726, 2.3271440004547537
Sanisette;En service;8 bd d'algerie;75019;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4004340002685676, 48.88066700014851], ""type"": ""Point""}";48.88066700014851, 2.4004340002685676
Sanisette;En service;60 av de flandre;75019;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3737530005285743, 48.88817900034023], ""type"": ""Point""}";48.88817900034023, 2.3737530005285743
Sanisette;En service;3 rue botzaris;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3812450003177807, 48.87788200035503], ""type"": ""Point""}";48.87788200035503, 2.3812450003177807
Sanisette;En service;1 rue vitruve;75020;24/24h;Non;Non;;"{""coordinates"": [2.40135999995666, 48.85596999974226], ""type"": ""Point""}";48.85596999974226, 2.40135999995666
Sanisette;En service;1 rue de buzenval;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.402572999497757, 48.84911200033021], ""type"": ""Point""}";48.84911200033021, 2.402572999497757
WC;En service;114 rue de la reunion;75020;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-lesseps-17432;"{""coordinates"": [2.399128753613177, 48.85873792521301], ""type"": ""Point""}";48.85873792521301, 2.399128753613177
Urinoir;En service;28 quai du louvre;75001;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3404727607557665, 48.85875124442205], ""type"": ""Point""}";48.85875124442205, 2.3404727607557665
Sanisette;En service;9 bd du temple;75003;24/24h;Oui;Non;;"{""coordinates"": [2.3663139998987983, 48.86356900029383], ""type"": ""Point""}";48.86356900029383, 2.3663139998987983
Sanisette;En service;6 rue aubry le boucher;75004;24/24h;Oui;Non;;"{""coordinates"": [2.350380999814234, 48.86022100024615], ""type"": ""Point""}";48.86022100024615, 2.350380999814234
WC;En service;6v quai de bourbon;75004;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3539016527283474, 48.853549579130835], ""type"": ""Point""}";48.853549579130835, 2.3539016527283474
WC;En service;20 rue monge;75005;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-paul-langevin-2446;"{""coordinates"": [2.349373388032164, 48.848155306212256], ""type"": ""Point""}";48.848155306212256, 2.349373388032164
WC;En service;29 rue de babylone;75007;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-catherine-laboure-2465;"{""coordinates"": [2.3204853892262167, 48.85140130019359], ""type"": ""Point""}";48.85140130019359, 2.3204853892262167
WC;En service;28 rue las cases;75007;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-samuel-rousseau-2467;"{""coordinates"": [2.319582878541188, 48.859172244960064], ""type"": ""Point""}";48.859172244960064, 2.319582878541188
Sanisette;En service;51 bd marguerite de rochechouart;75009;24/24h;Oui;Non;;"{""coordinates"": [2.341430000449094, 48.882332000210475], ""type"": ""Point""}";48.882332000210475, 2.341430000449094
Sanisette;En service;101 qu de valmy;75010;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.36274000000879, 48.874612000118276], ""type"": ""Point""}";48.874612000118276, 2.36274000000879
Sanisette;En service;1 rue des petits hotels;75010;24/24h;Oui;Non;;"{""coordinates"": [2.3550860001821023, 48.87716500003902], ""type"": ""Point""}";48.87716500003902, 2.3550860001821023
Sanisette;En service;114 rue du faubourg saint-denis;75010;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3562779996613306, 48.87578999993249], ""type"": ""Point""}";48.87578999993249, 2.3562779996613306
WC;En service;8 rue du general blaise;75011;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-maurice-gardette-2725;"{""coordinates"": [2.3787483756587955, 48.861457471318396], ""type"": ""Point""}";48.861457471318396, 2.3787483756587955
Sanisette;En service;8 rue roland barthes;75012;24/24h;Oui;Non;;"{""coordinates"": [2.377441000293956, 48.84446500030273], ""type"": ""Point""}";48.84446500030273, 2.377441000293956
Sanisette;En service;98 v qu de la rapee;75012;24/24h;Oui;Non;;"{""coordinates"": [2.3670590005979135, 48.84601399979751], ""type"": ""Point""}";48.84601399979751, 2.3670590005979135
Sanisette;En service;12 rue de lyon;75012;00h00 - 01h00;Oui;Non;;"{""coordinates"": [2.37180299975841, 48.847455999950604], ""type"": ""Point""}";48.847455999950604, 2.37180299975841
Sanisette;En service;64b rue du chevaleret;75013;24/24h;Oui;Non;;"{""coordinates"": [2.375263999694382, 48.83027199966163], ""type"": ""Point""}";48.83027199966163, 2.375263999694382
WC;En service;7 rue george balanchine;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-james-joyce-2560;"{""coordinates"": [2.3737508079721197, 48.83632168352183], ""type"": ""Point""}";48.83632168352183, 2.3737508079721197
Sanisette;En service;44 v bd vincent auriol;75013;24/24h;Oui;Non;;"{""coordinates"": [2.36879099996476, 48.83519399972884], ""type"": ""Point""}";48.83519399972884, 2.36879099996476
Sanisette;En service;46 av d'italie;75013;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.356523000078744, 48.82806899973039], ""type"": ""Point""}";48.82806899973039, 2.356523000078744
Sanisette;En service;218 v rue raymond losserand;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3056599996663603, 48.827958000189895], ""type"": ""Point""}";48.827958000189895, 2.3056599996663603
WC;En service;28 boulevard jourdan;75014;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [2.3398489381239456, 48.8241625789515], ""type"": ""Point""}";48.8241625789515, 2.3398489381239456
Sanisette;En service;2 pl falguiere;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3098449997509936, 48.83641799985991], ""type"": ""Point""}";48.83641799985991, 2.3098449997509936
Sanisette;En service;5 pl violet;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.290481000526719, 48.84481099995824], ""type"": ""Point""}";48.84481099995824, 2.290481000526719
Sanisette;En service;2 pl de barcelone;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.273727999432425, 48.8477650001166], ""type"": ""Point""}";48.8477650001166, 2.273727999432425
Sanisette;En service;195 rue de courcelles;75017;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2943669996128166, 48.887574000018475], ""type"": ""Point""}";48.887574000018475, 2.2943669996128166
WC;En service;12 rue du colonel manhes;75017;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-paul-didier-ex-colonel-manhes-2819;"{""coordinates"": [2.320485641171495, 48.8954612989361], ""type"": ""Point""}";48.8954612989361, 2.320485641171495
Lavatory;En service;1 rue lamarck;75018;11h00-19h00;Non;Non;;"{""coordinates"": [2.3438632119121188, 48.88626726174863], ""type"": ""Point""}";48.88626726174863, 2.3438632119121188
WC;Hors service;16 rue tristan tzara;75018;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-rachmaninov-2681;"{""coordinates"": [2.363815455797893, 48.895558597727934], ""type"": ""Point""}";48.895558597727934, 2.363815455797893
WC;En service;16 rue de jessaint;75018;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-alain-bashung-15429;"{""coordinates"": [2.3560931672956853, 48.88506257517637], ""type"": ""Point""}";48.88506257517637, 2.3560931672956853
WC;En service;36 square de clignancourt;75018;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-maurice-kriegel-valrimont-ex-de-clignancourt-2651;"{""coordinates"": [2.3464251036281003, 48.89324524370296], ""type"": ""Point""}";48.89324524370296, 2.3464251036281003
Sanisette;En service;29 rue manin;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3782569996445666, 48.878626999897804], ""type"": ""Point""}";48.878626999897804, 2.3782569996445666
WC;En service;1 rue le vau;75020;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-severine-1776;"{""coordinates"": [2.4097694489250627, 48.865186750587874], ""type"": ""Point""}";48.865186750587874, 2.4097694489250627
Sanisette;En service;169 bd mortier;75020;24/24h;Oui;Non;;"{""coordinates"": [2.4069080001652554, 48.87592999972109], ""type"": ""Point""}";48.87592999972109, 2.4069080001652554
Sanisette;En service;157 rue de menilmontant;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.398208999654319, 48.87057599972035], ""type"": ""Point""}";48.87057599972035, 2.398208999654319
Sanisette;En service;107 rue rambuteau;75001;24/24h;Oui;Non;;"{""coordinates"": [2.346046000240498, 48.86275800006392], ""type"": ""Point""}";48.86275800006392, 2.346046000240498
Sanisette;En service;44 rue berger;75001;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3422090001035785, 48.86235400010427], ""type"": ""Point""}";48.86235400010427, 2.3422090001035785
Sanisette;En service;37 rue berger;75001;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3437489993367264, 48.86211700033946], ""type"": ""Point""}";48.86211700033946, 2.3437489993367264
Sanisette;En service;73 rue reaumur;75002;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.349579999718723, 48.866804999596724], ""type"": ""Point""}";48.866804999596724, 2.349579999718723
Sanisette;En service;14 rue saint-martin;75004;24/24h;Oui;Non;;"{""coordinates"": [2.3497979996411367, 48.85820799978709], ""type"": ""Point""}";48.85820799978709, 2.3497979996411367
Lavatory;En service;6 pl du parvis notre-dame - place jean-paul ii;75004;10h00-20h00;Non;Non;;"{""coordinates"": [2.3485479396362106, 48.85311889213951], ""type"": ""Point""}";48.85311889213951, 2.3485479396362106
Sanisette;En service;8 rue d'arcole;75004;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3493969996309874, 48.85402499987285], ""type"": ""Point""}";48.85402499987285, 2.3493969996309874
Sanisette;En service;23 bd bourdon;75004;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.366737000299422, 48.84993799993057], ""type"": ""Point""}";48.84993799993057, 2.366737000299422
Sanisette;En service;9 bd saint-germain;75005;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.354806000036073, 48.849386000305095], ""type"": ""Point""}";48.849386000305095, 2.354806000036073
Sanisette;En service;12 all thomy-thierry;75007;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2964729998993914, 48.85640899955829], ""type"": ""Point""}";48.85640899955829, 2.2964729998993914
Sanisette;En service;1 v pl georges guillaumin;75008;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3023690004899127, 48.87464099983616], ""type"": ""Point""}";48.87464099983616, 2.3023690004899127
Sanisette;En service;4 bd malesherbes;75008;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3231299994343995, 48.87058299996762], ""type"": ""Point""}";48.87058299996762, 2.3231299994343995
Sanisette;En service;41 av gabriel;75008;24/24h;Oui;Non;;"{""coordinates"": [2.3127870002036954, 48.869455000115], ""type"": ""Point""}";48.869455000115, 2.3127870002036954
Sanisette;En service;169 rue du faubourg saint-martin;75010;00h00 - 01h00;Oui;Non;;"{""coordinates"": [2.3616439994155423, 48.87815499981868], ""type"": ""Point""}";48.87815499981868, 2.3616439994155423
WC;En service;8 rue des recollets;75010;Horaires du parc;Non;Oui;https://www.paris.fr/lieux/jardin-villemin-1798;"{""coordinates"": [2.36058658232068, 48.87495187559819], ""type"": ""Point""}";48.87495187559819, 2.36058658232068
Sanisette;En service;3 rue ambroise pare;75010;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.353240999831761, 48.88182600016088], ""type"": ""Point""}";48.88182600016088, 2.353240999831761
Sanisette;En service;6 imp truillot;75011;24/24h;Oui;Non;;"{""coordinates"": [2.374601999852079, 48.86058300021109], ""type"": ""Point""}";48.86058300021109, 2.374601999852079
Sanisette;En service;13 bd de menilmontant;75011;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.389097000091459, 48.859211999816615], ""type"": ""Point""}";48.859211999816615, 2.389097000091459
WC;En service;46 rue des grands moulins;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-cyprian-norwid-2859;"{""coordinates"": [2.377540668531616, 48.828118124938314], ""type"": ""Point""}";48.828118124938314, 2.377540668531616
Sanisette;En service;79 bd kellermann;75013;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3477259994101534, 48.81997300007583], ""type"": ""Point""}";48.81997300007583, 2.3477259994101534
WC;Hors service;5 rue choderlos de laclos;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-georges-duhamel-2559;"{""coordinates"": [2.3777156678661813, 48.83197962734259], ""type"": ""Point""}";48.83197962734259, 2.3777156678661813
WC;En service;53 rue du chateau des rentiers;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-des-chamaillards-2858;"{""coordinates"": [2.369429498040314, 48.82536366341094], ""type"": ""Point""}";48.82536366341094, 2.369429498040314
WC;En service;54 rue vercingetorix;75014;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-du-cardinal-wyszynski-2549;"{""coordinates"": [2.316402799684797, 48.83654537646535], ""type"": ""Point""}";48.83654537646535, 2.316402799684797
Sanisette;En service;1 v av rene coty;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.332932999675896, 48.833046000436205], ""type"": ""Point""}";48.833046000436205, 2.332932999675896
WC;En service;1 voie cv/15;75015;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-nicole-de-hauteclocque-2558;"{""coordinates"": [2.2935714281377564, 48.85258138739333], ""type"": ""Point""}";48.85258138739333, 2.2935714281377564
WC;En service;144 rue cardinet;75017;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-des-batignolles-1761;"{""coordinates"": [2.317249785037184, 48.88719868625628], ""type"": ""Point""}";48.88719868625628, 2.317249785037184
Sanisette;En service;24 pl charles fillion;75017;24/24h;Oui;Non;;"{""coordinates"": [2.3157870003157077, 48.888480999620306], ""type"": ""Point""}";48.888480999620306, 2.3157870003157077
Sanisette;En service;31 rue laugier;75017;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2955319997723596, 48.88150300016054], ""type"": ""Point""}";48.88150300016054, 2.2955319997723596
WC;En service;57 rue bayen;75017;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-olave-et-robert-baden-powell-ex-bayen-2630;"{""coordinates"": [2.2906140246442765, 48.88215739533499], ""type"": ""Point""}";48.88215739533499, 2.2906140246442765
Sanisette;En service;46 pl de torcy;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3610720000476983, 48.89147000027953], ""type"": ""Point""}";48.89147000027953, 2.3610720000476983
Sanisette;En service;37 bd des capucines;75002;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.329369999633761, 48.87006399987241], ""type"": ""Point""}";48.87006399987241, 2.329369999633761
Sanisette;En service;2 rue des quatre fils;75003;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.36070300013047, 48.860068000390896], ""type"": ""Point""}";48.860068000390896, 2.36070300013047
Sanisette;En service;25 rue pastourelle;75003;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.359337999553333, 48.86275600006959], ""type"": ""Point""}";48.86275600006959, 2.359337999553333
WC;En service;1 rue saint martin;75004;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-de-la-tour-saint-jacques-33;"{""coordinates"": [2.349321267856243, 48.8577865433105], ""type"": ""Point""}";48.8577865433105, 2.349321267856243
Sanisette;En service;10 rue ortolan;75005;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3507700001216016, 48.84326200012617], ""type"": ""Point""}";48.84326200012617, 2.3507700001216016
Sanisette;En service;23 av de l'observatoire;75006;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.337286000126423, 48.84223100003779], ""type"": ""Point""}";48.84223100003779, 2.337286000126423
Sanisette;En service;11 v pl vauban;75007;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.311350000458147, 48.853583000261125], ""type"": ""Point""}";48.853583000261125, 2.311350000458147
WC;En service;24 rue robert et sonia delaunay;75011;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-damia-2734;"{""coordinates"": [2.3940091345940764, 48.8547522462135], ""type"": ""Point""}";48.8547522462135, 2.3940091345940764
Sanisette;En service;124 av du general michel bizot;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4046250000370883, 48.840437999723655], ""type"": ""Point""}";48.840437999723655, 2.4046250000370883
Sanisette;En service;259b av daumesnil;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.404424000410672, 48.83652400037507], ""type"": ""Point""}";48.83652400037507, 2.404424000410672
WC;En service;5 rue marcel dubois;75012;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-van-vollenhoven-2593;"{""coordinates"": [2.4067865540145665, 48.83470680271946], ""type"": ""Point""}";48.83470680271946, 2.4067865540145665
Sanisette;En service;2 v av daumesnil;75012;24/24h;Oui;Non;;"{""coordinates"": [2.37115100002481, 48.84924999991015], ""type"": ""Point""}";48.84924999991015, 2.37115100002481
Sanisette;En service;100 bd auguste blanqui;75013;24/24h;Oui;Non;;"{""coordinates"": [2.344515000507623, 48.83113100037872], ""type"": ""Point""}";48.83113100037872, 2.344515000507623
Sanisette;En service;45 rue didot;75014;24/24h;Oui;Non;;"{""coordinates"": [2.3201859998879044, 48.831645000180735], ""type"": ""Point""}";48.831645000180735, 2.3201859998879044
WC;En service;30 avenue ernest reyer;75014;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-du-serment-de-koufra-1773;"{""coordinates"": [2.3236001578901857, 48.82225626602283], ""type"": ""Point""}";48.82225626602283, 2.3236001578901857
WC;En service;18 rue de chatillon;75014;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-lionel-assouad-2735;"{""coordinates"": [2.322543506474705, 48.82795466191802], ""type"": ""Point""}";48.82795466191802, 2.322543506474705
Sanisette;En service;2 av pierre de coubertin;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3443319997521512, 48.8189959997807], ""type"": ""Point""}";48.8189959997807, 2.3443319997521512
Sanisette;En service;7 z rue la quintinie;75015;24/24h;Oui;Non;;"{""coordinates"": [2.3063419997303214, 48.83924300033341], ""type"": ""Point""}";48.83924300033341, 2.3063419997303214
Sanisette;En service;1 v pl de la republique de panama;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.308885999428817, 48.846033999806316], ""type"": ""Point""}";48.846033999806316, 2.308885999428817
WC;Hors service;1 place des etats unis;75016;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-thomas-jefferson-2606;"{""coordinates"": [2.2947040778061325, 48.867765583257565], ""type"": ""Point""}";48.867765583257565, 2.2947040778061325
Sanisette;En service;1 rue de la bonne;75018;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.3435250001843118, 48.887354999657674], ""type"": ""Point""}";48.887354999657674, 2.3435250001843118
Sanisette;En service;136 rue des poissonniers;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3529850000351793, 48.8963399997984], ""type"": ""Point""}";48.8963399997984, 2.3529850000351793
WC;En service;;75018;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [2.366157104749158, 48.888348035569166], ""type"": ""Point""}";48.888348035569166, 2.366157104749158
Sanisette;En service;68 qu de la loire;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3771520001702493, 48.88659200023629], ""type"": ""Point""}";48.88659200023629, 2.3771520001702493
WC;En service;7 rue botzaris;75019;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.382729246215703, 48.879452251121414], ""type"": ""Point""}";48.879452251121414, 2.382729246215703
WC;En service;7 rue botzaris;75019;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.3827790219788856, 48.882377968834255], ""type"": ""Point""}";48.882377968834255, 2.3827790219788856
Sanisette;En service;6 rue sorbier;75020;24/24h;Oui;Non;;"{""coordinates"": [2.389873999903682, 48.86840100026175], ""type"": ""Point""}";48.86840100026175, 2.389873999903682
Sanisette;En service;2 rue elisa borey;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3897559999677913, 48.8662639998932], ""type"": ""Point""}";48.8662639998932, 2.3897559999677913
Sanisette;En service;114 rue des pyrenees;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4045350000751977, 48.857055000000464], ""type"": ""Point""}";48.857055000000464, 2.4045350000751977
Sanisette;En service;10b rue de moussy;75004;24/24h;Oui;Non;;"{""coordinates"": [2.3558229999089435, 48.85783900005621], ""type"": ""Point""}";48.85783900005621, 2.3558229999089435
Sanisette;En service;118 rue saint-martin;75004;24/24h;Oui;Non;;"{""coordinates"": [2.35117099989451, 48.860529999632405], ""type"": ""Point""}";48.860529999632405, 2.35117099989451
WC;En service;23 rue du fer a moulin;75005;Horaires du parc;Non;Non;;"{""coordinates"": [2.353943110508907, 48.838735231144916], ""type"": ""Point""}";48.838735231144916, 2.353943110508907
Sanisette;En service;1 v pl ernest denis;75006;24/24h;Oui;Non;;"{""coordinates"": [2.337491000210142, 48.841765000286124], ""type"": ""Point""}";48.841765000286124, 2.337491000210142
Sanisette;En service;32t av george v;75008;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3011940003051334, 48.86882300008768], ""type"": ""Point""}";48.86882300008768, 2.3011940003051334
WC;En service;1 rue jules verne;75011;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/square-jules-verne-2841;"{""coordinates"": [2.375293808714896, 48.8700197118485], ""type"": ""Point""}";48.8700197118485, 2.375293808714896
Sanisette;En service;8 rue joseph chailley;75012;00h00 - 01h00;Oui;Non;;"{""coordinates"": [2.4039959996640956, 48.83323699980999], ""type"": ""Point""}";48.83323699980999, 2.4039959996640956
WC;En service;54 rue de fecamp;75012;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-ilan-halimi-2595;"{""coordinates"": [2.401190944045912, 48.83625106996013], ""type"": ""Point""}";48.83625106996013, 2.401190944045912
Sanisette;En service;54m bd auguste blanqui;75013;24/24h;Oui;Non;;"{""coordinates"": [2.349431999860653, 48.82948800034881], ""type"": ""Point""}";48.82948800034881, 2.349431999860653
Sanisette;En service;147 rue vercingetorix;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.311423000611557, 48.832575000069404], ""type"": ""Point""}";48.832575000069404, 2.311423000611557
Sanisette;En service;23 rue du depart;75014;24/24h;Oui;Non;;"{""coordinates"": [2.3231750005795164, 48.842188000361666], ""type"": ""Point""}";48.842188000361666, 2.3231750005795164
Sanisette;En service;6 rue desnouettes;75015;24/24h;Oui;Non;;"{""coordinates"": [2.293395000594456, 48.835999999580864], ""type"": ""Point""}";48.835999999580864, 2.293395000594456
WC;En service;38 avenue ferdinand buisson;75016;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardins-de-la-porte-de-saint-cloud-et-square-roger-coquoin-2623;"{""coordinates"": [2.254693576359468, 48.83586949307395], ""type"": ""Point""}";48.83586949307395, 2.254693576359468
Sanisette;En service;4 v av paul doumer;75016;24/24h;Oui;Non;;"{""coordinates"": [2.2863900005791047, 48.86215399978413], ""type"": ""Point""}";48.86215399978413, 2.2863900005791047
Sanisette;En service;96t rue lemercier;75017;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3189150003784507, 48.8894439996382], ""type"": ""Point""}";48.8894439996382, 2.3189150003784507
WC;Hors service;22 rue pajol;75018;Horaires du parc;Oui;Non;;"{""coordinates"": [2.363252921089419, 48.888739244570104], ""type"": ""Point""}";48.888739244570104, 2.363252921089419
Sanisette;En service;13 rue henri huchard;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3340709996599873, 48.89904699985777], ""type"": ""Point""}";48.89904699985777, 2.3340709996599873
Sanisette;En service;21 pl de la chapelle;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.359093999739106, 48.88465700018282], ""type"": ""Point""}";48.88465700018282, 2.359093999739106
Sanisette;En service;118 bd de clichy;75018;24/24h;Oui;Non;;"{""coordinates"": [2.330284000482643, 48.88440200017035], ""type"": ""Point""}";48.88440200017035, 2.330284000482643
WC;Hors service;11 avenue de la porte des lilas;75019;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-serge-gainsbourg-6337;"{""coordinates"": [2.408116526446009, 48.878344636450926], ""type"": ""Point""}";48.878344636450926, 2.408116526446009
Sanisette;En service;21 av de la porte brunet;75019;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.39785400062757, 48.883886999607576], ""type"": ""Point""}";48.883886999607576, 2.39785400062757
Sanisette;En service;9b rue de cambrai;75019;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3789530004040476, 48.89549599988921], ""type"": ""Point""}";48.89549599988921, 2.3789530004040476
Sanisette;En service;100 av de flandre;75019;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3772510001708542, 48.890968999662405], ""type"": ""Point""}";48.890968999662405, 2.3772510001708542
Sanisette;En service;58 av du professeur andre lemierre;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4147219995199873, 48.858346999989685], ""type"": ""Point""}";48.858346999989685, 2.4147219995199873
Sanisette;En service;5 av de la porte de montreuil;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4115299997084336, 48.853777000113496], ""type"": ""Point""}";48.853777000113496, 2.4115299997084336
Sanisette;En service;69 bd de sebastopol;75002;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.350961999878497, 48.86366800042222], ""type"": ""Point""}";48.86366800042222, 2.350961999878497
