_id,FLOC_ID,Building Description,Address,Ward Name,District,Building Type,Washroom Info,Gender Inclusive,Accessible Washroom,Hours Available,Location Details,Washroom Status,geometry
22,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Accessible Female Washroom,No,Yes,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Staff Hallway South - LL,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
23,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Skate Change - LL,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
24,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Skate Change - LL,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
25,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Centre Core - Cafe L,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
26,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Centre Core - Cafe L,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
27,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Male Washroom,No,No,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Centre Core - Cafe L,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
28,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Female Washroom,No,No,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Centre Core - Cafe L,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
29,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Male Washroom,No,No,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Council Chambers Lower Hall - P1,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
30,004577-B04,North York Civic Centre,5100 Yonge Street,Willowdale,North York,Municipal Government Building,Female Washroom,No,No,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Council Chambers Lower Hall - P1,Open - Public Access,"{""coordinates"": [[-79.41488808, 43.7672701]], ""type"": ""MultiPoint""}"
31,N/A,City Hall,100 Queen Street West,Spadina Fort York,Downtown,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Main Floor Cafe,Open - Public Access,"{""coordinates"": [[-79.38394919, 43.65343052]], ""type"": ""MultiPoint""}"
32,N/A,City Hall,100 Queen Street West,Spadina Fort York,Downtown,Municipal Government Building,Female Washroom,No,No,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Nathan Phillips Square,Open - Public Access,"{""coordinates"": [[-79.38394919, 43.65343052]], ""type"": ""MultiPoint""}"
33,N/A,City Hall,100 Queen Street West,Spadina Fort York,Downtown,Municipal Government Building,Male Washroom,No,No,"Mon-Fri 7:30am-9:30pm, Sat-Sun & Holidays 8:00am-6:00pm",Nathan Phillips Square,Open - Public Access,"{""coordinates"": [[-79.38394919, 43.65343052]], ""type"": ""MultiPoint""}"
34,000981-B03,St Lawrence South,91 Front Street East,Toronto Center,Downtown,Municipal Government Building,Male Washroom,No,No,"Mon Closed, Tue-Fri 8:30am-7:30pm, Sat 6:30am-5:30pm, Sun 9:30am-5:30pm",Lower level by Jarvis St.,Open - Public Access,"{""coordinates"": [[-79.37190572, 43.64904411]], ""type"": ""MultiPoint""}"
35,000981-B03,St Lawrence South,91 Front Street East,Toronto Center,Downtown,Municipal Government Building,Accessible Male Washroom,No,Yes,"Mon Closed, Tue-Fri 8:30am-7:30pm, Sat 6:30am-5:30pm, Sun 9:30am-5:30pm",Lower level by elevator,Open - Public Access,"{""coordinates"": [[-79.37190572, 43.64904411]], ""type"": ""MultiPoint""}"
36,000981-B03,St Lawrence South,91 Front Street East,Toronto Center,Downtown,Municipal Government Building,Female Washroom,No,No,"Mon Closed, Tue-Fri 8:30am-7:30pm, Sat 6:30am-5:30pm, Sun 9:30am-5:30pm",Lower level by Jarvis St.,Open - Public Access,"{""coordinates"": [[-79.37190572, 43.64904411]], ""type"": ""MultiPoint""}"
37,000981-B03,St Lawrence South,91 Front Street East,Toronto Center,Downtown,Municipal Government Building,Accessible Female Washroom,No,Yes,"Mon Closed, Tue-Fri 8:30am-7:30pm, Sat 6:30am-5:30pm, Sun 9:30am-5:30pm",Lower level by elevator,Open - Public Access,"{""coordinates"": [[-79.37190572, 43.64904411]], ""type"": ""MultiPoint""}"
38,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Main floor,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
39,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Male Washroom,No,No,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Main floor,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
40,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Female Washroom,No,No,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Main floor,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
41,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Second floor,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
42,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Second floor,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
43,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Male Washroom,No,No,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Third floor by elevators,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
44,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Female Washroom,No,No,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Third floor by elevators,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
45,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Forth floor North West,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
46,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Forth floor North West,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
47,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Forth floor South East,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
48,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Universal Washroom,Yes,Yes,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Forth floor South East,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
49,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Male Washroom,No,No,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Fifth floor,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
50,000981-B04,St Lawrence North,92 Front Street East,Toronto Center,Downtown,Municipal Government Building,Female Washroom,No,No,"Mon-Fri 8:30am-4:30pm, Sat 5:00am-4:00pm, Sun Closed",Fifth floor,Open - Public Access,"{""coordinates"": [[-79.37198444, 43.64943692]], ""type"": ""MultiPoint""}"
51,N/A,Union Station,65 Front Street West,Spadina Fort York,Downtown,Union Station,Male Washroom,No,No,Mon-Sun 5:30am-12:45am,Food court B2,Open - Public Access,"{""coordinates"": [[-79.38030222, 43.64537963]], ""type"": ""MultiPoint""}"
52,N/A,Union Station,65 Front Street West,Spadina Fort York,Downtown,Union Station,Female Washroom,No,No,Mon-Sun 5:30am-12:45am,Food court B2,Open - Public Access,"{""coordinates"": [[-79.38030222, 43.64537963]], ""type"": ""MultiPoint""}"
53,N/A,Union Station,65 Front Street West,Spadina Fort York,Downtown,Union Station,Male Washroom,No,No,Mon-Sun 5:30am-12:45am,Promenade,Open - Public Access,"{""coordinates"": [[-79.38030222, 43.64537963]], ""type"": ""MultiPoint""}"
54,N/A,Union Station,65 Front Street West,Spadina Fort York,Downtown,Union Station,Universal Washroom,Yes,Yes,Mon-Sun 5:30am-12:45am,Promenade,Open - Public Access,"{""coordinates"": [[-79.38030222, 43.64537963]], ""type"": ""MultiPoint""}"
