name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
Boat Children's Play Area Restroom,7770145530081648003,restroom,0,0,0,0,37.764480232772,-122.5049582664903,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.504958266 37.764480233),4,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Harbormasters Office (Old),7962380904655295790,restroom,0,0,0,0,37.806636388938635,-122.44262144692848,1 Marina Green Dr,San Francisco,CA,94123,Yacht Harbor and Marina Green,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.442621447 37.806636389),,Marina,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Presidio Heights Playground - Drinking Fountain/Cooler,8425051844645427023,drinking_water,1,0,0,0,37.7885318,-122.44979582,3437 Clay St,San Francisco,CA,94118,Presidio Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449795817 37.788531804),2,Presidio Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
"Pier 45, Shed A",6920006118133311026,restroom,0,0,0,0,37.809195,-122.416145,43 The Embarcadero,San Francisco,CA,94107,,limited_access,08:00:00,20:00:00,Daily,Inside Shed A,port,POINT (-122.416145 37.809195),3,North Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Balboa Park - Drinking Fountain/Cooler,6405868807206401516,drinking_water,1,1,0,0,37.72582319,-122.44334099,51 Havelock St,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.443340987 37.725823189),11,Outer Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Eureka Rec Center,1493804388340657669,restroom,0,0,0,0,37.76025861039827,-122.43646112117725,100 Collingwood St,San Francisco,CA,94114,Eureka Valley Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.436461121 37.76025861),8,Castro/Upper Market,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Glen Canyon Park - Drinking Fountain/Cooler,2632743820232129407,drinking_water,1,0,0,1,37.73655273,-122.44078843000001,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440788426 37.736552725),8,Glen Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Harding Clubhouse (Sandy Tatum),8116024243392034060,restroom,0,0,0,0,37.72466413994036,-122.49365475561986,1 Harding Rd,San Francisco,CA,94132,Lake Merced Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.493654756 37.72466414),7,Lakeshore,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,422785422495033546,drinking_water,1,1,0,0,37.76735541,-122.50800819999999,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508008204 37.767355406),4,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Mission Creek Maintenance Bldg,4876547624839491143,restroom,0,0,0,0,37.7713549823513,-122.39873334015394,290 Channel St,San Francisco,CA,94158,Mission Creek Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.39873334 37.771354982),6,Mission Bay,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Kezar Turf Drinking fountain,2467209826969222567,drinking_water,1,1,0,0,37.76723487,-122.4551506,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455150604 37.76723487),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Annex Restrooms,7379273592667316545,restroom,0,0,0,0,37.77798758312739,-122.4576711568898,600 Arguello Blvd,San Francisco,CA,94118,Angelo J. Rossi Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457671157 37.777987583),1,Lone Mountain/USF,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
John McLaren Park - Drinking Fountain/Cooler,333853683506253156,drinking_water,1,0,0,0,37.71923967,-122.41283289,100 John F Shelley Dr,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412832892 37.719239672),9,McLaren Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Mens Bathroom,5336850396317708804,restroom,0,0,0,0,37.770445640206745,-122.46944633189288,,San Francisco,CA,94118,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.469446332 37.77044564),7,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
South Sunset Playground - Drinking Fountain/Cooler,8157513692891458418,drinking_water,1,1,0,0,37.73800244,-122.4983337,2601 40th Ave,San Francisco,CA,94116,South Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498333696 37.738002438),4,Sunset/Parkside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Cabrillo Clubhouse,5261161722080981663,restroom,0,0,0,0,37.77310564226956,-122.49848815214892,851 38th Ave,San Francisco,CA,94121,Cabrillo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498488152 37.773105642),1,Outer Richmond,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Youngblood-Coleman Playground - Drinking Fountain,7488117535092509910,drinking_water,1,1,0,0,37.7381107,-122.38409678000001,1398 Hudson Ave,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.384096778 37.738110702),10,Bayview Hunters Point,2026/03/20 09:43:58 PM,2026/09/01 09:08:33 AM
Herz Rec Center,3608248045663860281,restroom,0,0,0,0,37.71274629245413,-122.41596441461336,1701 Visitacion Ave,San Francisco,CA,94134,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415964415 37.712746292),10,Visitacion Valley,2026/03/23 08:24:28 PM,2026/09/01 09:08:33 AM
Bottle filling station,4715499843136148272,drinking_water,1,1,0,0,37.765705658753,-122.500743310301,,San Francisco,CA,,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.50074331 37.765705659),4,Golden Gate Park,2026/07/01 11:57:33 AM,2026/09/01 09:08:33 AM
Guy Place Mini Park - Drinking Fountain/Cooler,3509381630537469465,drinking_water,1,0,0,0,37.78659464,-122.39431446,4 Guy Pl,San Francisco,CA,94105,Guy Place Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.394328724 37.786602097),6,Financial District/South Beach,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Robin Williams Meadow Restroom,1139175886771992270,restroom,0,0,0,0,37.768200662441096,-122.45894631627007,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458946316 37.768200662),7,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 6 - Beach Chalet Soccer South Path,967821665568819401,drinking_water,1,0,0,0,37.766095809999996,-122.50844350999999,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508443507 37.76609581),4,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Minnie and Lovie Ward Rec Center - Minnie and Lovie Children's Play Area Drinking Fountain,7816797803974082871,drinking_water,1,0,0,0,37.71638274,-122.45820801,650 Capitol Ave,San Francisco,CA,94112,Minnie and Lovie Ward Rec Center,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.458208013 37.716382739),11,Oceanview/Merced/Ingleside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Shipyard Parks - Dog bowl,5942691889776312248,drinking_water,1,0,0,0,37.72751929,-122.36789379,100 Innes Court,San Francisco,CA,94124,Shipyard Parks,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.36789379 37.727519286),10,Bayview Hunters Point,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Sunset Dunes - Drinking Fountain @ Judah,8646769371056680341,drinking_water,1,1,0,0,37.760056819999996,-122.50964405,501 Stanyan St,San Francisco,CA,94132,Sunset Dunes,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.509644055 37.760056822),4,Sunset/Parkside,2026/03/25 04:50:26 PM,2026/09/01 09:08:33 AM
Restroom,4161973934314613702,restroom,0,0,0,0,37.78422010317567,-122.50182639062761,100 34th Ave,San Francisco,CA,94121,Lincoln Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.501826391 37.784220103),1,Lincoln Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Louis Sutter Playground - Drinking Fountain/Cooler,2895614829874203241,drinking_water,1,1,0,0,37.72220338,-122.41308384999999,599 Yale St,San Francisco,CA,94134,Louis Sutter Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.413083851 37.722203378),9,McLaren Park,2026/03/13 10:16:38 PM,2026/09/01 09:08:33 AM
Walter Haas Playground - Drinking Fountain/Cooler,3208059907426755402,drinking_water,1,1,0,0,37.7406401,-122.43528427999999,300 Addison St,San Francisco,CA,94131,Walter Haas Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435284276 37.740640104),8,Glen Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Crocker Amazon Fieldhouse,903276712678038185,restroom,0,0,0,0,37.71356275381587,-122.43000618980508,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43000619 37.713562754),11,Excelsior,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Tenderloin Pit Stop - Eddy and Larkin streets,4120272628029297521,restroom,0,0,0,0,37.783353,-122.41769,Eddy and Larkin streets,San Francisco,CA,,,publicly_accessible,18:00:00,06:00:00,Daily,,pit_stop,POINT (-122.41769 37.783353),5,Tenderloin,2026/09/01 09:05:57 AM,2026/09/01 09:08:33 AM
John McLaren Park - Drinking Fountain/Cooler,8523140068993022950,drinking_water,1,0,0,1,37.72214673,-122.42056917000001,100 John F Shelley Dr,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420569168 37.722146731),9,McLaren Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
"Little Embarcadero, J C Decaux",2190890175057459878,restroom,0,0,0,0,37.808738,-122.412697,The Embarcadero,San Francisco,CA,94133,,publicly_accessible,,,Daily,J C Decaux,port,POINT (-122.412697 37.808738),3,North Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Camp Mather - Drinking fountain,7681299302405400975,drinking_water,1,0,0,0,37.8829335,-119.85584307,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.855843066 37.882933499),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Marina Branch Library,7187167927732756918,drinking_water,1,0,0,0,37.801373632000036,-122.43413566499999,1890 CHESTNUT ST,San Francisco,CA,94123,Moscone Rec Center,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.434135665 37.801373632),2,Marina,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Bernal Heights Rec Center,3195322800649596575,restroom,0,0,0,0,37.738312917917256,-122.41599753455371,500 Moultrie St,San Francisco,CA,94110,Bernal Heights Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415997535 37.738312918),9,Bernal Heights,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Mission Dolores Park - Drinking Fountain/Cooler,6447598677575871971,drinking_water,1,0,0,0,37.7594717,-122.42710577,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427105765 37.759471697),8,Castro/Upper Market,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Alamo Square - Alamo Path Drinking Fountain,1782667400322195053,drinking_water,1,1,0,0,37.7766746,-122.433905,1081 Fulton St,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433904997 37.7766746),5,Hayes Valley,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Bayview Gateway Park,6601007062272325826,drinking_water,1,1,0,0,37.74671,-122.38634,3rd & Cargo Way,San Francisco,CA,94124,,publicly_accessible,,,Daily,Near benches,port,POINT (-122.38634 37.74671),10,Bayview Hunters Point,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Union Square - Drinking Fountain/Cooler,1962399233225860428,drinking_water,1,0,0,0,37.78787928,-122.40697734999999,333 Post St,San Francisco,CA,94108,Union Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406977353 37.787879284),3,Financial District/South Beach,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Presidio Wall Playground - Kimball Path Bottle filling station,2493746181283595712,drinking_water,1,1,0,0,37.782865640000004,-122.43452278,1901 Geary Blvd,San Francisco,CA,94115,Presidio Wall Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434538276 37.782863613),5,Western Addition,2026/03/20 09:13:28 PM,2026/09/01 09:08:33 AM
Sava Pool,6788309698376928324,restroom,0,0,0,0,37.73785751278246,-122.47571155247695,2695 19th Ave,San Francisco,CA,94116,Carl Larsen Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.475711552 37.737857513),4,Sunset/Parkside,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Mission Bay Library,8224817024566265679,drinking_water,1,0,0,0,37.775369728000044,-122.39309738399999,960 4TH ST,San Francisco,CA,94158,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.393097384 37.775369728),6,Mission Bay,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Restrooms,4390283377851479502,restroom,0,0,0,0,37.733880426689836,-122.44827766684776,233 Melrose Avenue,San Francisco,CA,94127,Sunnyside Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.448277667 37.733880427),7,West of Twin Peaks,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Camp Mather - Horseshoe pits spigot,4232648577606214811,drinking_water,1,0,0,0,37.88256719,-119.85359557,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.853595573 37.882567189),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Argonne Clubhouse,5166102027712093118,restroom,0,0,0,0,37.779601602562515,-122.47777274877825,455 18th Ave,San Francisco,CA,94121,Argonne Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477772749 37.779601603),1,Outer Richmond,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Presidio Branch Library,3848458598906265461,drinking_water,1,0,0,0,37.788910970000074,-122.44485234499996,3150 SACRAMENTO ST,San Francisco,CA,94115,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.444852345 37.78891097),2,Pacific Heights,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Oracle Park,4973141222634535716,restroom,1,0,0,0,37.778694,-122.387639,"Giants Promenade, 24 Willie Mays Plaza",San Francisco,CA,94107,,publicly_accessible,,,Special Events,Outside Seal Plaza,port,POINT (-122.387639 37.778694),6,Mission Bay,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Merced Heights Playground - Drinking Fountain,8336123889083108361,drinking_water,1,1,0,0,37.71770235,-122.47036815,801 Shields St,San Francisco,CA,94132,Merced Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470368145 37.717702347),11,Oceanview/Merced/Ingleside,2026/03/13 10:47:39 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 4 - Mothers Meadow Drinking fountain,702834019861779510,drinking_water,1,1,0,0,37.76634792,-122.47663375,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476633752 37.766347918),7,Golden Gate Park,2026/08/07 12:27:22 PM,2026/09/01 09:08:33 AM
Ocean View Branch Library,1426602887386233589,drinking_water,1,0,0,0,37.71413776700007,-122.46597082599999,345 RANDOLPH ST,San Francisco,CA,94132,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.465970826 37.714137767),11,Oceanview/Merced/Ingleside,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Restrooms,650686414796429012,restroom,0,0,0,0,37.76376986498174,-122.43858248768102,122 States St,San Francisco,CA,94114,States Street Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438582488 37.763769865),8,Castro/Upper Market,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 5 - GGP 5 Dog Play Area Drinking Fountain,4701107503169569753,drinking_water,1,1,0,0,37.770941179999994,-122.4990186,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499018599 37.770941176),1,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Sgt. John Macaulay Park - Drinking Fountain/Cooler,5411946156804078225,drinking_water,1,0,0,0,37.78538709,-122.41824809,800 O'Farrell St,San Francisco,CA,94109,Sgt. John Macaulay Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.41824809 37.78538709),5,Tenderloin,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Kezar Turf Drinking fountain,4445203230498249079,drinking_water,1,1,0,0,37.76724865,-122.45680306,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456803058 37.767248651),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Lessing & Sears Mini Park - Drinking Fountain/Cooler,5725731235989859168,drinking_water,1,0,0,0,37.70863367,-122.45545231999999,10 Lessing St,San Francisco,CA,94112,Lessing & Sears Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455452322 37.70863367),11,Outer Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
SF SPCA,6928189952947179522,drinking_water,0,1,1,0,37.765617,-122.412366,255 Alabama St,San Francisco,CA,94103,,publicly_accessible,,,Daily,,puc,POINT (-122.412366 37.765617),9,Mission,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
In Chan Kaajal Park - In Chan KaJaal Path Drinking fountain,8875665792169084226,drinking_water,1,0,0,0,37.76408455,-122.41599351999999,2080 Folsom St,San Francisco,CA,94110,In Chan Kaajal Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415993516 37.764084549),9,Mission,2026/03/16 06:46:00 PM,2026/09/01 09:08:33 AM
Mission Rec Center - Drinking Fountain/Cooler,9043306353322141342,drinking_water,1,0,0,0,37.75812855,-122.41306199,2450 Harrison St,San Francisco,CA,94110,Mission Rec Center,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.413061994 37.758128553),9,Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Chowder Hut,1529365743775458966,restroom,0,0,0,0,37.8087256,-122.4155803,2890 Taylor St,San Francisco,CA,94133,,publicly_accessible,08:00:00,20:00:00,Daily,,port,POINT (-122.4155803 37.8087256),3,North Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Hayes Valley Clubhouse,1185946669847466623,restroom,0,0,0,0,37.77590950874231,-122.4276594453167,689 Hayes St,San Francisco,CA,94102,Hayes Valley Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427659445 37.775909509),5,Hayes Valley,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Balboa Swimming Pool,3800418924627240379,restroom,0,0,0,0,37.72640032366546,-122.44323589335609,51 Havelock St,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.443235893 37.726400324),11,Outer Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
GGP Senior Center,2182744287607134667,restroom,0,0,0,0,37.77196394141464,-122.49707654315938,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.497076543 37.771963941),1,Golden Gate Park,2026/03/19 08:29:31 PM,2026/09/01 09:08:33 AM
Moscone Rec Center - Drinking Fountain/Cooler,3473488514507985838,drinking_water,1,1,0,0,37.801492,-122.43324,1800 Chestnut St,San Francisco,CA,94123,Moscone Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433239996 37.801492001),2,Marina,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Louis Sutter Playground - Drinking Fountain,2633645174163560106,drinking_water,1,1,0,0,37.72247859,-122.41423995,599 Yale St,San Francisco,CA,94134,Louis Sutter Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.414239945 37.722478587),9,McLaren Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Outer Sunset Pit Stop - Judah and La Playa streets (Rec Park),6773564667651549547,restroom,0,0,0,0,37.7603081,-122.5091618,Judah and La Playa streets (Rec Park),San Francisco,CA,,,publicly_accessible,08:00:00,20:00:00,Daily,,pit_stop,POINT (-122.5091618 37.7603081),4,Sunset/Parkside,2026/09/01 09:05:57 AM,2026/09/01 09:08:33 AM
Mission Creek Pavilion,1697454832649394634,restroom,0,0,0,0,37.7731363818971,-122.3936844454418,290 Channel St,San Francisco,CA,94158,Mission Creek Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393684445 37.773136382),6,Mission Bay,2026/03/19 07:12:47 PM,2026/09/01 09:08:33 AM
Christopher Clubhouse,2811668174124739375,restroom,0,0,0,0,37.744020719888645,-122.44026812112439,5210 Diamond Heights Blvd,San Francisco,CA,94131,George Christopher Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440268121 37.74402072),8,Glen Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Noe Valley Town Square - Drinking Fountain/Cooler,1997569387636425414,drinking_water,1,1,0,0,37.7515012,-122.42887882,3861 24th St,San Francisco,CA,94114,Noe Valley Town Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428888448 37.751490004),8,Noe Valley,2026/03/20 09:35:02 PM,2026/09/01 09:08:33 AM
Richmond Playground - Drinking Fountain/Cooler,1609997459276943731,drinking_water,1,1,0,0,37.785211870000005,-122.47790052,149 18th Ave,San Francisco,CA,94121,Richmond Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477900516 37.785211871),1,Outer Richmond,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Alta Plaza Park - Drinking Fountain/Cooler,8384616375179623801,drinking_water,1,0,0,0,37.79118303,-122.43717433,2501 Jackson St,San Francisco,CA,94115,Alta Plaza Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.437174334 37.791183034),2,Pacific Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Food Pavilion,3689191516695009674,restroom,0,0,0,0,37.7324722517463,-122.3760382060769,900 Innes St,San Francisco,CA,94124,900 Innes,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.376038206 37.732472252),10,Bayview Hunters Point,2026/03/23 08:17:44 PM,2026/09/01 09:08:33 AM
Ferry Buiding #2,5810037219590600417,restroom,0,0,0,0,37.79542,-122.39363,1 Ferry Building,San Francisco,CA,94111,,limited_access,07:00:00,22:00:00,Daily,On each end of the building,port,POINT (-122.39363 37.79542),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Sunset Dunes - Drinking Fountain @ Taraval,8801561979860596696,drinking_water,1,1,0,0,37.74160528,-122.5072437,501 Stanyan St,San Francisco,CA,94132,Sunset Dunes,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507243703 37.741605279),4,Sunset/Parkside,2026/03/25 04:56:29 PM,2026/09/01 09:08:33 AM
Youngblood Coleman Restrooms,19246328287066793,restroom,0,0,0,0,37.73921050633886,-122.3857311745544,1398 Hudson Ave,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.385731175 37.739210506),10,Bayview Hunters Point,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Margaret S Hayward Playground - Drinking Fountain/Cooler,5461726902635826407,drinking_water,1,0,0,0,37.781263429999996,-122.4251937,1016 Laguna St,San Francisco,CA,94102,Margaret S Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.425193699 37.781263433),5,Western Addition,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Mountain Lake Park - Drinking Fountain/Cooler,1284004258767054290,drinking_water,1,0,0,0,37.7869717,-122.46793153,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.467931534 37.786971704),1,Inner Richmond,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Heron's Head Eco Center,8218204447177500715,restroom,0,0,0,0,37.73973964582824,-122.3753927037616,32 Jennings St,San Francisco,CA,94124,Heron's Head Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.375392704 37.739739646),10,Bayview Hunters Point,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Restrooms,3377980425973688073,restroom,0,0,0,0,37.730885260084705,-122.38373283311591,1215 Quesada Ave,San Francisco,CA,94124,Adam Rodgers Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.383732833 37.73088526),10,Bayview Hunters Point,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
