"month","station_complex_id","station_complex","borough","ridership","transfers","latitude","longitude","georeference.type","georeference.coordinates"
"2026-07-01T00:00:00.000","223","Lexington Av/63 St (M,Q)","Manhattan","315391.0","45701.0","40.76463","-73.96611","Point","c(-73.96611, 40.76463)"
"2026-07-01T00:00:00.000","224","57 St (M)","Manhattan","244942.0","4716.0","40.763973","-73.97745","Point","c(-73.97745, 40.763973)"
"2026-07-01T00:00:00.000","225","47-50 Sts-Rockefeller Ctr (B,D,F,M)","Manhattan","1248194.0","6400.0","40.758663","-73.98133","Point","c(-73.98133, 40.758663)"
"2026-07-01T00:00:00.000","228","23 St (F,M)","Manhattan","576862.0","11862.0","40.742878","-73.99282","Point","c(-73.99282, 40.742878)"
"2026-07-01T00:00:00.000","231","Grand St (B,D)","Manhattan","531319.0","7655.0","40.718266","-73.99375","Point","c(-73.99375, 40.718266)"
"2026-07-01T00:00:00.000","232","2 Av (F)","Manhattan","393097.0","7891.0","40.7234","-73.98994","Point","c(-73.98994, 40.7234)"
"2026-07-01T00:00:00.000","234","East Broadway (F)","Manhattan","347934.0","5548.0","40.713715","-73.99017","Point","c(-73.99017, 40.713715)"
"2026-07-01T00:00:00.000","235","York St (F)","Brooklyn","375574.0","3293.0","40.701397","-73.98675","Point","c(-73.98675, 40.701397)"
"2026-07-01T00:00:00.000","236","Bergen St (F,G)","Brooklyn","246433.0","2245.0","40.686146","-73.99086","Point","c(-73.99086, 40.686146)"
"2026-07-01T00:00:00.000","237","Carroll St (F,G)","Brooklyn","251195.0","2943.0","40.6803","-73.99505","Point","c(-73.99505, 40.6803)"
"2026-07-01T00:00:00.000","238","Smith-9 Sts (F,G)","Brooklyn","97225.0","10863.0","40.67358","-73.99596","Point","c(-73.99596, 40.67358)"
"2026-07-01T00:00:00.000","240","7 Av (F,G)","Brooklyn","236737.0","5998.0","40.66627","-73.98031","Point","c(-73.98031, 40.66627)"
"2026-07-01T00:00:00.000","241","15 St-Prospect Park (F,G)","Brooklyn","120382.0","3332.0","40.660366","-73.97949","Point","c(-73.97949, 40.660366)"
"2026-07-01T00:00:00.000","242","Fort Hamilton Pkwy (F,G)","Brooklyn","114817.0","530.0","40.650784","-73.97578","Point","c(-73.97578, 40.650784)"
"2026-07-01T00:00:00.000","243","Church Av (F,G)","Brooklyn","176492.0","10379.0","40.64404","-73.979675","Point","c(-73.979675, 40.64404)"
"2026-07-01T00:00:00.000","244","Ditmas Av (F)","Brooklyn","70056.0","305.0","40.63612","-73.97817","Point","c(-73.97817, 40.63612)"
"2026-07-01T00:00:00.000","245","18 Av (F)","Brooklyn","61358.0","5894.0","40.629753","-73.976974","Point","c(-73.976974, 40.629753)"
"2026-07-01T00:00:00.000","246","Avenue I (F)","Brooklyn","26793.0","2446.0","40.62532","-73.97613","Point","c(-73.97613, 40.62532)"
"2026-07-01T00:00:00.000","247","Bay Pkwy (F)","Brooklyn","20377.0","10731.0","40.62077","-73.975266","Point","c(-73.975266, 40.62077)"
