"alteration_year","bbl","bin","borough","public_restroom","construction_year","description","doitt_id","doitt_source","gispropnum","ground_elevation","height_roof","location","omppropid","parks_district","system","recreation_center","featurestatus","demolition_year","maintby","maintbyspec","multipolygon.type","multipolygon.coordinates"
,"1018190203",,"M",FALSE,,"Trailer across from 5B Gas Station Under Bridge",,,"M104",,,"20 Bronx Shore Rd","M104","M-11R","M104-BLG7167",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9247,40.7991],[-73.9248,40.7989],[-73.9248,40.7989],[-73.9247,40.799],[-73.9247,40.7991]]]]"
,"1021060001",,"M",FALSE,,"Highbridge PEP Trailer",,,"M037",,,"Amsterdam Ave. and W. 173rd Street","M037-ZN02","M-12A","M037-ZN02-BLG7166",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9343,40.8422],[-73.9342,40.8421],[-73.9342,40.8422],[-73.9343,40.8422],[-73.9343,40.8422]]]]"
,"1021790625","1090979","M",FALSE,,"Billings Arcade","1295800","current","M029","165","27","West of Broadway and Hillside Avenue, East of Henry Hudson Pkwy","M029-ZN02","M-12","M029-ZN02-BLG7164",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9345,40.8606],[-73.9347,40.8604],[-73.9348,40.8605],[-73.9349,40.86],[-73.9348,40.86],[-73.9347,40.86],[-73.9347,40.86],[-73.9346,40.86],[-73.9345,40.86],[-73.9345,40.8606]]]]"
,"1018190010",,"M",FALSE,,"Randall's Island Park-Manhattan Horticulture Trailer-Building",,,"M107",,,"S of Salt Marsh/W of Field 51/N of Odyssey House Complex","M107","M-11R","M107-BLG2001",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9296,40.7866],[-73.9297,40.7864],[-73.9295,40.7864],[-73.9294,40.7865],[-73.9296,40.7866]]]]"
,"1018190010","1090044","M",FALSE,,"Randall's Island Park-Synthetic Turf Trailer-Building","1295164","current","M107","25","12","S of Salt Marsh/W of Field 51/N of Odyssey House Complex","M107","M-11R","M107-BLG2000",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9293,40.7867],[-73.9293,40.7867],[-73.9292,40.7866],[-73.9291,40.7867],[-73.9293,40.7867]]]]"
,"4020180500","4620710","Q",FALSE,"2021","FMCP-Queens Forestry-Trailer","1295185","current","Q099","10","15","Olmsted Drive","Q099","Q-15","Q099-BLG8027",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8477,40.7515],[-73.8477,40.7515],[-73.8475,40.7515],[-73.8475,40.7516],[-73.8477,40.7515]]]]"
,"4020180500","4620711","Q",FALSE,"2021","FMCP-Queens Forestry-Trailer","1295186","current","Q099","10","15","Olmsted Drive","Q099","Q-15","Q099-BLG8026",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8477,40.7514],[-73.8477,40.7514],[-73.8475,40.7515],[-73.8475,40.7515],[-73.8477,40.7514]]]]"
,"4200489999","4620636","Q",FALSE,,"Grand Central Parkway Extension-Building","1294248","current","Q084A","10","12",,,"Q-03","Q084A-BLG0305",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8581,40.7614],[-73.858,40.7614],[-73.8579,40.7614],[-73.858,40.7615],[-73.8581,40.7614]]]]"
,"4020180001","4620633","Q",FALSE,,"FMCP-Utility Building","1294145","current","Q099","13","10",,,"Q-15","Q099-ZN15-BLG6018",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8415,40.7458],[-73.8415,40.7458],[-73.8415,40.7458],[-73.8415,40.7458],[-73.8415,40.7458]]]]"
,"4201409999","4620629","Q",FALSE,,"McLaughlin Playground-Building","1294147","current","Q021B","162","10",,,"Q-08","Q021B-BLG6014",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7661,40.7255],[-73.7661,40.7255],[-73.766,40.7255],[-73.766,40.7256],[-73.7661,40.7255]]]]"
,"4029610002","4620627","Q",FALSE,,"Juniper Valley Park-Building","1294144","current","Q102","113","10",,"Q102-ZN04","Q-05","Q102-ZN04-BLG6013",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8754,40.7215],[-73.8754,40.7214],[-73.8754,40.7214],[-73.8754,40.7215],[-73.8754,40.7215]]]]"
,"4077210001","4620626","Q",FALSE,"2003","Cunningham Park-Building","1294143","current","Q021","80","10",,"Q021-ZN06","Q-08","Q021-ZN06-BLG6012",FALSE,"Active",,,,"MultiPolygon","[[[[-73.764,40.7389],[-73.764,40.7389],[-73.764,40.7389],[-73.764,40.7389],[-73.764,40.7389]]]]"
,"3069440165","3427203","B",FALSE,"2019","Calvert Vaux Park-Building","1294142","current","B125","10","10",,"B125-ZN02","B-13","B125-ZN02-BLG6011",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9917,40.5866],[-73.9917,40.5866],[-73.9917,40.5866],[-73.9917,40.5866],[-73.9917,40.5866]]]]"
,"1015360025","1090957","M",FALSE,,"Ruppert Park-Building","1294047","current","M294","50","8",,,"M-08","M294-BLG6008",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9505,40.7811],[-73.9505,40.7811],[-73.9505,40.7811],[-73.9504,40.7811],[-73.9505,40.7811]]]]"
,"4022090010","4620620","Q",FALSE,,"FMCP-Utility Building","1294017","current","Q099","5","9","Near Meadow Lake Boathouse","Q099-ZN25","Q-15","Q099-ZN25-BLG6005",FALSE,"Active",,,,"MultiPolygon","[[[[-73.838,40.7354],[-73.838,40.7354],[-73.838,40.7354],[-73.838,40.7354],[-73.838,40.7354]]]]"
,"5041050050","5113475","R",FALSE,"1935","New Dorp Center(Church)-Building","515036","current","R016","4","42.79","Ceder Groove Ave & Garibaldi Ave",,"R-03","R016-BLG5999",FALSE,"Active",,,,"MultiPolygon","[[[[-74.1001,40.5615],[-74.1001,40.5614],[-74.0999,40.5613],[-74.0998,40.5614],[-74.0998,40.5614],[-74.0998,40.5614],[-74.1001,40.5615]]]]"
,"2041090001","2129532","X",FALSE,,"Loreto Playground-Building","1292502","current","X163","74","10",,,"X-11","X163-BLG0001",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8525,40.8495],[-73.8525,40.8496],[-73.8525,40.8496],[-73.8525,40.8496],[-73.8525,40.8495]]]]"
,"4080870001","4617166","Q",FALSE,,"Alley Pond Park-Golf Center","925920",,"Q001",,,"232-01 Northern Boulevard","Q001","Q-11","Q001-BLG0320",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7481,40.7649],[-73.748,40.7648],[-73.7479,40.7649],[-73.748,40.7649],[-73.7479,40.765],[-73.7479,40.7651],[-73.7478,40.7652],[-73.7479,40.7652],[-73.748,40.7651],[-73.7481,40.765],[-73.7482,40.7649],[-73.7483,40.7648],[-73.7484,40.7648],[-73.7485,40.7647],[-73.7486,40.7646],[-73.7487,40.7646],[-73.7489,40.7645],[-73.749,40.7644],[-73.7491,40.7644],[-73.7493,40.7644],[-73.7494,40.7643],[-73.7496,40.7643],[-73.7497,40.7643],[-73.7499,40.7643],[-73.7498,40.7642],[-73.7497,40.7642],[-73.7496,40.7642],[-73.7495,40.7642],[-73.7494,40.7642],[-73.7494,40.7642],[-73.7493,40.7642],[-73.7492,40.7642],[-73.749,40.7642],[-73.7489,40.7643],[-73.7488,40.7643],[-73.7487,40.7644],[-73.7487,40.7645],[-73.7486,40.7645],[-73.7485,40.7646],[-73.7484,40.7646],[-73.7483,40.7647],[-73.7482,40.7648],[-73.7481,40.7649]]]]"
,"3087600485","3347140","B",FALSE,"1930","Manhattan Beach Park-Bathouse Trailer 2","1005495","current","B251","10","10.21",,"B251-ZN02","B-15","B251-ZN02-BLG1177",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9438,40.577],[-73.9438,40.5771],[-73.9439,40.577],[-73.9439,40.577],[-73.9438,40.577]]]]"
,"3087600485","3347139","B",FALSE,"1930","Manhattan Beach Park-Bathouse Trailer 1","1084099","current","B251","10","10.33",,"B251-ZN02","B-15","B251-ZN02-BLG1176",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9438,40.5771],[-73.9438,40.5771],[-73.9438,40.5771],[-73.9439,40.5771],[-73.9439,40.5771],[-73.9439,40.577],[-73.9438,40.5771]]]]"
,"3013530001",,"B",TRUE,,"St. John's Park Public Restroom",,,"B245",,,"1251 Prospect Place","B245","B-08","B245-BLG1090",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9354,40.6737],[-73.9353,40.6737],[-73.9353,40.6738],[-73.9353,40.6738],[-73.9354,40.6737],[-73.9354,40.6737]]]]"
,"3070690014",,"B",FALSE,,"Coney Island PEP Command (Seasonal)",,,"B169B",,,,"B169B","B-13","B169B-BLG1151",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9921,40.5723],[-73.9921,40.5723],[-73.9919,40.5723],[-73.9919,40.5723],[-73.9921,40.5723]]]]"
,"4020180001","4615049","Q",FALSE,,"FMCP-USTA Complex-Louis Armstrong Stadium","1107938",,"Q099",,,,"Q099-ZN04","Q-15","Q099-ZN04-BLG0400",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8455,40.7505],[-73.8451,40.7506],[-73.8449,40.7507],[-73.8448,40.7507],[-73.8446,40.7508],[-73.8446,40.7509],[-73.8446,40.7509],[-73.845,40.7515],[-73.8452,40.7515],[-73.8458,40.7513],[-73.8458,40.7513],[-73.8458,40.7513],[-73.846,40.7513],[-73.846,40.7513],[-73.8459,40.7512],[-73.846,40.7512],[-73.8462,40.7511],[-73.8461,40.751],[-73.8459,40.7506],[-73.8458,40.7504],[-73.8455,40.7505]]]]"
,"1012570002",,"M",FALSE,,"Bryant Park-Kiosk",,,"M008",,,"W 42nd St & 6th Ave.","M008","M-05","M008-BLG0662",FALSE,"Active",,,,"MultiPolygon","[[[[-73.984,40.7546],[-73.984,40.7546],[-73.984,40.7546],[-73.984,40.7546],[-73.984,40.7545],[-73.984,40.7545],[-73.984,40.7545],[-73.9839,40.7545],[-73.9839,40.7545],[-73.9839,40.7545],[-73.9839,40.7545],[-73.9839,40.7545],[-73.9839,40.7545],[-73.9839,40.7545],[-73.9839,40.7545],[-73.9839,40.7545],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.9839,40.7546],[-73.984,40.7546],[-73.984,40.7546],[-73.984,40.7546],[-73.984,40.7546],[-73.984,40.7546]]]]"
,"1012570002",,"M",FALSE,,"Bryant Park - Operations Office & Storage",,,"M008",,,"W 40th St, adj. to mid-park entrance","M008","M-05","M008-BLG0661",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9835,40.753],[-73.9834,40.753],[-73.9833,40.753],[-73.9834,40.753],[-73.9835,40.753]]]]"
,"1012570002",,"M",FALSE,,"Bryant Park - Maintenance Storage",,,"M008",,,"W 40th St & 6th Ave.","M008","M-05","M008-BLG0660",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9848,40.7536],[-73.9848,40.7536],[-73.9848,40.7535],[-73.9848,40.7536],[-73.9848,40.7536],[-73.9848,40.7536],[-73.9848,40.7536],[-73.9848,40.7536],[-73.9848,40.7536],[-73.9848,40.7536]]]]"
,"4078600020","4539764","Q",FALSE,"1930","Alley Pond Park Zone 1-Public Restroom","846812","current","Q001A","121","8",,"Q001-ZN01","Q-13","Q001-ZN01-BLG0407",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7348,40.7395],[-73.7348,40.7395],[-73.7347,40.7395],[-73.7347,40.7395],[-73.7347,40.7395],[-73.7347,40.7396],[-73.7348,40.7397],[-73.7348,40.7397],[-73.7349,40.7397],[-73.7349,40.7397],[-73.7349,40.7397],[-73.7348,40.7395]]]]"
,"4078600020","4539763","Q",FALSE,"1930","Alley Pond Tennis Center","1258423","current","Q001A","126","38","79-20 Winchester Boulevard","Q001-ZN01","Q-13","Q001-ZN01-BLG0409",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7353,40.7393],[-73.7353,40.7393],[-73.7348,40.7394],[-73.7348,40.7395],[-73.7348,40.7395],[-73.7348,40.7395],[-73.7349,40.7397],[-73.7349,40.7397],[-73.737,40.7393],[-73.7368,40.7389],[-73.7355,40.7392],[-73.7355,40.7392],[-73.7353,40.7393]]]]"
,"4038660070","4558630","Q",FALSE,"1931","Forest Park-Zone 5-Queens Greenhouse-Maintenance Building","501941","current","Q015","142","17.78",,"Q015-ZN05","Q-16","Q015-ZN05-BLG0439",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8567,40.7017],[-73.8567,40.7017],[-73.857,40.7017],[-73.857,40.7017],[-73.857,40.7016],[-73.8567,40.7017]]]]"
,"4038660070","4439150","Q",FALSE,"1910","Forest Park-Zone 5-Queens Greenhouse-Main","336470","current","Q015","143","14.72872625",,"Q015-ZN05","Q-16","Q015-ZN05-BLG0435",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8566,40.7017],[-73.8566,40.7017],[-73.8567,40.7017],[-73.8567,40.7017],[-73.8567,40.7015],[-73.8567,40.7015],[-73.8567,40.7014],[-73.8567,40.7014],[-73.8567,40.7014],[-73.8567,40.7014],[-73.8567,40.7014],[-73.8571,40.7014],[-73.8571,40.7014],[-73.8572,40.7014],[-73.8572,40.7013],[-73.8571,40.7013],[-73.8571,40.7013],[-73.8571,40.7013],[-73.8571,40.7013],[-73.8568,40.7013],[-73.8567,40.7013],[-73.8567,40.7013],[-73.8567,40.7011],[-73.8565,40.7011],[-73.8565,40.7011],[-73.8566,40.7014],[-73.8565,40.7014],[-73.8565,40.7014],[-73.8565,40.7015],[-73.8566,40.7015],[-73.8566,40.7017]]]]"
,"3050510001","3411657","B",FALSE,"1964","Prospect Park-West Parade Grounds-Tennis Center","1005504","current","B068","55","29.25",,"B073-ZN27","B-14","B073-ZN27-BLG1163",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9702,40.6513],[-73.9702,40.6513],[-73.9702,40.6514],[-73.9704,40.6513],[-73.9704,40.6513],[-73.9704,40.6513],[-73.9703,40.6512],[-73.9703,40.6512],[-73.9703,40.6512],[-73.9703,40.6512],[-73.9703,40.6512],[-73.9701,40.6512],[-73.9702,40.6513],[-73.9702,40.6513],[-73.9702,40.6513]]]]"
,"3050510001","3411659","B",FALSE,"1964","Prospect Park-West Parade Grounds-Tennis Center","1261500","current","B068","55","29.25","Parkside Avenue","B073-ZN27","B-14","B073-ZN27-BLG1237",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9704,40.6513],[-73.9704,40.6513],[-73.9705,40.6513],[-73.9707,40.6512],[-73.9707,40.6512],[-73.9708,40.6512],[-73.9709,40.6512],[-73.9709,40.6511],[-73.9711,40.6511],[-73.9712,40.651],[-73.9711,40.6508],[-73.9706,40.651],[-73.9704,40.651],[-73.9703,40.6511],[-73.9703,40.6511],[-73.9704,40.6512],[-73.9703,40.6512],[-73.9704,40.6513]]]]"
,"4135380007","4438957","Q",FALSE,"1948","Brookville Park-Zone 1-DOT Salt Shed","1261587","current","Q008","18","20.57237899",,"Q008-ZN01","Q-13","Q008-ZN01-BLG0457",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7404,40.6647],[-73.7405,40.6647],[-73.7405,40.6646],[-73.7404,40.6646],[-73.7404,40.6646],[-73.7404,40.6646],[-73.7404,40.6647]]]]"
,"4020180500","4556447","Q",FALSE,"1939","Olmsted - Record and Storage","295427","current","Q099","9","9.75",,"Q099-ZN03","Q-04","Q099-ZN03-BLG0397",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8489,40.7509],[-73.8488,40.7509],[-73.8488,40.7509],[-73.8488,40.7509],[-73.8488,40.751],[-73.8488,40.751],[-73.8489,40.7509],[-73.8489,40.7509],[-73.8489,40.7509],[-73.8489,40.7509],[-73.8489,40.7509]]]]"
,"4038660070","4558617","Q",FALSE,"1931","Forest Park-Zone 6-Forest Park Shops-Tinsmith Building","30074","current","Q015","150","15.82",,"Q015-ZN06","Q-16","Q015-ZN06-BLG0419",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8581,40.7011],[-73.8584,40.7011],[-73.8585,40.7012],[-73.8585,40.7011],[-73.8585,40.7011],[-73.8581,40.701],[-73.8581,40.7011]]]]"
,"4038660070","4439149","Q",FALSE,"1931","Forest Park-Zone 6-Forest Park Shops-Electrical Building","29096","current","Q015","151","19","88 Pl & Forest Park Boundary","Q015-ZN06","Q-16","Q015-ZN06-BLG0418",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8586,40.7012],[-73.8586,40.7012],[-73.8586,40.7012],[-73.8587,40.701],[-73.8587,40.701],[-73.8587,40.7008],[-73.8587,40.7007],[-73.8587,40.7007],[-73.8586,40.7007],[-73.8586,40.7007],[-73.8586,40.7007],[-73.8585,40.7007],[-73.8584,40.7007],[-73.8584,40.7007],[-73.8584,40.7007],[-73.8586,40.7008],[-73.8586,40.7008],[-73.8586,40.7008],[-73.8586,40.701],[-73.8585,40.7011],[-73.8585,40.7012],[-73.8585,40.7012],[-73.8586,40.7012]]]]"
,"4038660070","4558616","Q",FALSE,"1931","Forest Park-Zone 6-Forest Park Shops-Carpenter/Blacksmith Building","264462","current","Q015","152","20",,"Q015-ZN06","Q-16","Q015-ZN06-BLG0413",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8579,40.701],[-73.8579,40.7011],[-73.858,40.7011],[-73.8581,40.701],[-73.8581,40.7009],[-73.8581,40.7009],[-73.8582,40.7009],[-73.8583,40.7009],[-73.8583,40.7007],[-73.8583,40.7007],[-73.8583,40.7007],[-73.8582,40.7006],[-73.858,40.7006],[-73.858,40.7007],[-73.8579,40.701]]]]"
,"3070730101","3424367","B",FALSE,"2000","Steeplechase Park - MCU Park","1239847","current","B369","7","18.84017967","Surf Ave. between W. 16 St. and W. 19 St., Public Beach","B369-01","B-13","B369-01-BLG6197",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9831,40.5737],[-73.9832,40.5737],[-73.9833,40.5737],[-73.9832,40.5737],[-73.9831,40.5737]]]]"
,"3070730101","3415830","B",FALSE,"2000","Steeplechase Park - MCU Park","1239864","current","B369","6","31.71956286","Surf Ave. between W. 16 St. and W. 19 St., Public Beach","B369-01","B-13","B369-01-BLG6196",FALSE,"Active",,,,"MultiPolygon","[[[[-73.984,40.575],[-73.984,40.575],[-73.984,40.575],[-73.984,40.575],[-73.9841,40.575],[-73.9841,40.575],[-73.9841,40.575],[-73.9841,40.575],[-73.9841,40.5749],[-73.984,40.5749],[-73.984,40.575]]]]"
,"3070730101","3415826","B",FALSE,"2000","Steeplechase Park - MCU Park","1185204","current","B369","8","30.10287437","Surf Ave. between W. 16 St. and W. 19 St., Public Beach","B369-01","B-13","B369-01-BLG6195",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9836,40.5751],[-73.9836,40.5751],[-73.9837,40.5751],[-73.9837,40.5751],[-73.9838,40.5749],[-73.9837,40.5749],[-73.9837,40.575],[-73.9836,40.575],[-73.9836,40.5751]]]]"
,"3070730101","3415829","B",FALSE,"2000","Steeplechase Park - MCU Park","1185203","current","B369","8","30.45133938","Surf Ave. between W. 16 St. and W. 19 St., Public Beach","B369-01","B-13","B369-01-BLG6194",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9849,40.5747],[-73.9849,40.5748],[-73.985,40.5747],[-73.985,40.5746],[-73.9849,40.5747],[-73.9849,40.5747],[-73.9849,40.5747]]]]"
,"3070730101","3415827","B",FALSE,"2000","Steeplechase Park - MCU Park","1185202","current","B369","8","29.75440936","Surf Ave. between W. 16 St. and W. 19 St., Public Beach","B369-01","B-13","B369-01-BLG6193",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9849,40.5745],[-73.9849,40.5746],[-73.9849,40.5746],[-73.9849,40.5746],[-73.9849,40.5746],[-73.9849,40.5747],[-73.985,40.5746],[-73.9849,40.5745],[-73.9849,40.5745]]]]"
,"3070730101","3415825","B",FALSE,"2000","Steeplechase Park - MCU Park","1239863","current","B369","8","28.37797257","Surf Ave. between W. 16 St. and W. 19 St., Public Beach","B369-01","B-13","B369-01-BLG6192",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9847,40.5741],[-73.9847,40.5741],[-73.9848,40.5741],[-73.9847,40.5739],[-73.9847,40.574],[-73.9846,40.574],[-73.9847,40.574],[-73.9847,40.574],[-73.9847,40.5741]]]]"
,"3070730101","3415821","B",FALSE,"2000","Steeplechase Park - MCU Park","1185205","current","B369","8","23","Surf Ave. between W. 16 St. and W. 19 St., Public Beach","B369-01","B-13","B369-01-BLG6191",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9842,40.5736],[-73.9843,40.5736],[-73.9843,40.5736],[-73.9843,40.5736],[-73.9843,40.5735],[-73.9843,40.5735],[-73.9843,40.5734],[-73.9842,40.5735],[-73.9842,40.5735],[-73.9842,40.5735],[-73.9842,40.5736]]]]"
,"4020180001","4467715","Q",FALSE,,"FMCP-USTA Complex-Louis Armstrong Stadium","1107938",,"Q099",,,,"Q099-ZN04","Q-15","Q099-ZN04-BLG0386",FALSE,"Removed",,,,"MultiPolygon","[[[[-73.8461,40.751],[-73.8462,40.751],[-73.8459,40.7505],[-73.8458,40.7506],[-73.8455,40.7505],[-73.8449,40.7507],[-73.8449,40.7507],[-73.8449,40.7507],[-73.8448,40.7507],[-73.8448,40.7508],[-73.8448,40.7508],[-73.8448,40.7508],[-73.8446,40.7509],[-73.8446,40.7509],[-73.8445,40.7509],[-73.8444,40.7511],[-73.8444,40.7511],[-73.8445,40.7511],[-73.8444,40.7512],[-73.8444,40.7512],[-73.8444,40.7512],[-73.8446,40.7515],[-73.8446,40.7514],[-73.8447,40.7515],[-73.8448,40.7516],[-73.8449,40.7515],[-73.8449,40.7515],[-73.8449,40.7515],[-73.845,40.7516],[-73.8452,40.7515],[-73.8452,40.7515],[-73.8452,40.7515],[-73.8452,40.7515],[-73.8453,40.7515],[-73.8453,40.7515],[-73.8453,40.7515],[-73.846,40.7513],[-73.846,40.7512],[-73.8461,40.7511],[-73.8461,40.751]]]]"
"2016","4020180001","4467715","Q",FALSE,"1997","FMCP-USTA Complex-Arthur Ashe Stadium","1109548","current","Q099","15","58",,"Q099-ZN04","Q-15","Q099-ZN04-BLG0385",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8463,40.7494],[-73.8461,40.7499],[-73.8465,40.7504],[-73.847,40.7506],[-73.8477,40.7503],[-73.848,40.7499],[-73.8476,40.7493],[-73.8471,40.7492],[-73.8463,40.7494]]]]"
,"4065070001","4543590","Q",FALSE,"1952","JHS 218 Playground-Building","1261978","current","Q376","72","8.869999999999999",,"Q376","Q-08","Q376-BLG0200",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8237,40.7369],[-73.8237,40.7369],[-73.8237,40.737],[-73.8238,40.737],[-73.8238,40.737],[-73.8238,40.7369],[-73.8238,40.7369],[-73.8237,40.7369],[-73.8237,40.7369]]]]"
,"4083100225","4560533","Q",FALSE,"1961","Douglaston Park Golf Course-Building","767094","current","Q411","194","11.11616164",,"Q411","Q-11","Q411-BLG0461",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7335,40.7548],[-73.7335,40.7549],[-73.7336,40.7549],[-73.7336,40.7548],[-73.7335,40.7548]]]]"
,"4083100225","4172699","Q",FALSE,"1961","Douglaston Park Golf Course-Building","78118","current","Q411","193","13.28",,"Q411","Q-11","Q411-BLG0464",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7335,40.7549],[-73.7336,40.7551],[-73.7337,40.7551],[-73.7337,40.7549],[-73.7335,40.7549]]]]"
,"5026000100","5127012","R",FALSE,"1940","Fresh Kills Park-Building","659072","current","R017","17","14.05",,"R065-ZN09","R-02","R017-BLG1311",FALSE,"Active",,,,"MultiPolygon","[[[[-74.1639,40.5926],[-74.1641,40.5926],[-74.1642,40.5926],[-74.1642,40.5926],[-74.1642,40.5926],[-74.1639,40.5925],[-74.1639,40.5926]]]]"
,"5038510050","5162381","R",FALSE,,"Franklin D. Roosevelt Boardwalk and Beach-Midland Beach / Zone 4-Building","633172","current","R046","10","11.75",,"R046-ZN04","R-02","R046-ZN04-BLG1320",FALSE,"Inactive",,,,"MultiPolygon","[[[[-74.0838,40.5739],[-74.0838,40.5739],[-74.0839,40.5739],[-74.0839,40.5739],[-74.0839,40.5739],[-74.0839,40.5739],[-74.0838,40.5738],[-74.0838,40.5738],[-74.0838,40.5738],[-74.0837,40.5738],[-74.0838,40.5739]]]]"
,"5038510050","5162383","R",FALSE,,"Franklin D. Roosevelt Boardwalk and Beach-Midland Beach / Zone 4-Building","428527","current","R046","11","8.25",,"R046-ZN04","R-02","R046-ZN04-BLG1323",FALSE,"Inactive",,,,"MultiPolygon","[[[[-74.0835,40.5741],[-74.0835,40.5741],[-74.0834,40.5741],[-74.0836,40.5742],[-74.0836,40.5742],[-74.0836,40.5741],[-74.0835,40.5741]]]]"
,"5003910128","5167217","R",FALSE,,"Northerleigh Park-Building","1270787","current","R078","45","11.6038203",,"R078","R-01","R078-BLG1262",FALSE,"Active",,,,"MultiPolygon","[[[[-74.1339,40.6228],[-74.1339,40.6229],[-74.134,40.6228],[-74.134,40.6228],[-74.1339,40.6228],[-74.1339,40.6228],[-74.1339,40.6228]]]]"
,"2059000150","2123979","X",FALSE,"1943","Van Cortlandt Park-Stables Area-Building","599856","current","X092","40","24.04095496",,"X092-ZN07","X-13","X092-ZN07-BLG0960",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8941,40.9013],[-73.8941,40.9014],[-73.8942,40.9014],[-73.8942,40.9013],[-73.8943,40.9012],[-73.8943,40.9012],[-73.8943,40.9012],[-73.8941,40.9012],[-73.8941,40.9012],[-73.8941,40.9013]]]]"
,"2059000150","2123978","X",FALSE,"1943","Van Cortlandt Park-Stables Area-Building","649697","current","X092","40","11.23154867",,"X092-ZN07","X-13","X092-ZN07-BLG0959",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8941,40.9013],[-73.8941,40.9014],[-73.8941,40.9012],[-73.8942,40.9011],[-73.8942,40.9011],[-73.8941,40.9011],[-73.8941,40.9013]]]]"
,"2059000150","2123983","X",FALSE,"1943","Van Cortlandt Park-Stables Area-Building","464200","current","X092","41","12.24050592",,"X092-ZN07","X-13","X092-ZN07-BLG0958",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8942,40.901],[-73.8941,40.9011],[-73.8942,40.9011],[-73.8942,40.901],[-73.8942,40.901],[-73.8942,40.901],[-73.8942,40.901]]]]"
,"2059000150","2000000","X",FALSE,,"Van Cortlandt Park-Stables Area-Building",,,"X092",,,,"X092-ZN07","X-13","X092-ZN07-BLG0957",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8943,40.9011],[-73.8944,40.9011],[-73.8944,40.9011],[-73.8944,40.9011],[-73.8944,40.9011],[-73.8944,40.9011],[-73.8944,40.901],[-73.8943,40.901],[-73.8943,40.9012],[-73.8943,40.9012],[-73.8943,40.9011]]]]"
,"2059000150","2123976","X",FALSE,"1943","Van Cortlandt Park-Stables Area-Building","252216","current","X092","40","11.95",,"X092-ZN07","X-13","X092-ZN07-BLG0956",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8941,40.9013],[-73.8941,40.9014],[-73.8941,40.9014],[-73.8942,40.9014],[-73.8942,40.9014],[-73.8943,40.9014],[-73.8944,40.9015],[-73.8944,40.9014],[-73.8944,40.9014],[-73.8942,40.9013],[-73.8942,40.9014],[-73.8941,40.9014],[-73.8941,40.9013]]]]"
