"alteration_year","bbl","bin","borough","public_restroom","construction_year","description","doitt_id","doitt_source","gispropnum","ground_elevation","height_roof","location","omppropid","parks_district","system","recreation_center","featurestatus","demolition_year","maintby","maintbyspec","multipolygon.type","multipolygon.coordinates"
"2021","4008980001","4547741","Q",TRUE,"1936","Charybdis Playground Public Restroom","18489","current","Q004","18","13","Shore Boulevard opposite 23 Road","Q004-01","Q-01","Q004-01-BLG0001",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9227,40.7796],[-73.9227,40.7796],[-73.9227,40.7796],[-73.9228,40.7796],[-73.9227,40.7795],[-73.9227,40.7795],[-73.9227,40.7795],[-73.9227,40.7795],[-73.9227,40.7796],[-73.9227,40.7796],[-73.9227,40.7796],[-73.9227,40.7796],[-73.9227,40.7796]]]]"
"2018","4007140052","4012665","Q",TRUE,"1936","Astoria Heights Playground Public Restroom","1164749","current","Q014","62","13.61","30 Road, 45 to 46 Streets","Q014","Q-01","Q014-BLG0483",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9113,40.761],[-73.9113,40.761],[-73.9113,40.7611],[-73.9113,40.761],[-73.9114,40.761],[-73.9113,40.761],[-73.9113,40.761]]]]"
,"1018010005","1000000","M",FALSE,,"Wagner Houses Pool-Wading Pool Pavilion",,,"M273",,,,"M273","M-11","M273-BLG1564",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9329,40.8019],[-73.9329,40.8019],[-73.9329,40.8019],[-73.9329,40.8019],[-73.9328,40.8019],[-73.9328,40.8019],[-73.9329,40.8019],[-73.9329,40.8019],[-73.9329,40.8019]]]]"
,"1016890005","1086937","M",TRUE,"1961","P.S. 155 Playground Public Restroom","927296","current","M239","10","15.2757246","East 117 to East 118 Streets, 1 to 2 Avenues","M239","M-11","M239-BLG1596",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9353,40.7975],[-73.9353,40.7976],[-73.9354,40.7975],[-73.9353,40.7975],[-73.9353,40.7975]]]]"
,"1017050001","1091068","M",TRUE,,"Thomas Jefferson Park Public Restroom",,,"M047",,,"East 114th St and Pleasant Av","M047","M-11","M047-BLG5147",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938],[-73.9347,40.7938]]]]"
,"2031200020","2128273","X",TRUE,"1905","River Park Playground Public Restroom","1226154","current","X002","30","14.11515127","East 180th Street, Boston Road","X002-07","X-14","X002-07-BLG0924",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8773,40.8431],[-73.8773,40.8432],[-73.8774,40.8432],[-73.8774,40.8432],[-73.8773,40.8431],[-73.8773,40.8431],[-73.8773,40.8431]]]]"
,"1018010005","1000000","M",FALSE,,"Wagner Houses Pool-WOMENS LOCKER BUILDING",,,"M273",,,"East of E 124 & 2 Ave","M273","M-11","M273-BLG1565",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9327,40.8019],[-73.9328,40.8019],[-73.9328,40.8018],[-73.9328,40.8018],[-73.9328,40.8018],[-73.9327,40.8018],[-73.9327,40.8018],[-73.9327,40.8018],[-73.9327,40.8018],[-73.9327,40.8018],[-73.9327,40.8018],[-73.9326,40.8018],[-73.9326,40.8017],[-73.9326,40.8018],[-73.9326,40.8018],[-73.9326,40.8018],[-73.9326,40.8018],[-73.9326,40.8018],[-73.9326,40.8018],[-73.9326,40.8018],[-73.9326,40.8018],[-73.9326,40.8019],[-73.9326,40.8019],[-73.9326,40.8019],[-73.9327,40.8019],[-73.9327,40.8019],[-73.9327,40.8019],[-73.9327,40.8019],[-73.9327,40.8019],[-73.9327,40.8019]]]]"
,"1018010005","1000000","M",FALSE,,"Wagner Houses Pool-MENS LOCKER BUILDING",,,"M273",,,,"M273","M-11","M273-BLG1567",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9331,40.8017],[-73.933,40.8017],[-73.933,40.8017],[-73.933,40.8017],[-73.933,40.8017],[-73.9329,40.8016],[-73.9329,40.8016],[-73.9329,40.8016],[-73.9329,40.8016],[-73.9329,40.8016],[-73.9329,40.8016],[-73.9328,40.8016],[-73.9328,40.8016],[-73.9328,40.8016],[-73.9327,40.8016],[-73.9328,40.8017],[-73.9328,40.8017],[-73.9328,40.8017],[-73.9329,40.8017],[-73.9329,40.8017],[-73.933,40.8017],[-73.933,40.8017],[-73.933,40.8017],[-73.933,40.8017],[-73.933,40.8017],[-73.933,40.8018],[-73.9331,40.8017],[-73.9331,40.8017]]]]"
,"2025390002","2097176","X",TRUE,"2012","Mill Pond Park - Power House Building","62208","current","X344","6","41.020075","Exterior Street & E. 153rd Street","X344","X-04","X344-BLG0001",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9316,40.8242],[-73.9313,40.8242],[-73.9314,40.8247],[-73.9314,40.8247],[-73.9317,40.8247],[-73.9317,40.8246],[-73.9316,40.8244],[-73.9316,40.8242],[-73.9316,40.8242]]]]"
"2012","2032190001","2014756","X",TRUE,"1920","Devoe Park Public Restroom","557293","current","X013","110","18.7","West Fordham Road, University Avenue, Sedgwick Avenue, Father Zeiser Place","X013-01","X-05","X013-BLG0855",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9048,40.8637],[-73.905,40.8637],[-73.905,40.8637],[-73.9049,40.8636],[-73.9048,40.8637]]]]"
,"2059000150","2123971","X",TRUE,"1954","Van Cortlandt Park -Pool Public Restroom","229856","current","X092","25","28.61","Broadway between West 242nd St. and Manhattan College Pkwy.","X092-ZN03","X-13","X092-ZN03-BLG0966",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8973,40.8907],[-73.8974,40.8907],[-73.8974,40.8907],[-73.8974,40.8907],[-73.8974,40.8907],[-73.8974,40.8907],[-73.8974,40.8907],[-73.8975,40.8906],[-73.8975,40.8906],[-73.8975,40.8906],[-73.8975,40.8906],[-73.8974,40.8906],[-73.8974,40.8906],[-73.8974,40.8906],[-73.8973,40.8907]]]]"
,"2047700001","2097406","X",TRUE,"1971","Haffen Park Public Restroom","489127","current","X196","44","13.28","Burke Avenue, Hammersley Avenue, Gunther Avenue, Ely Avenue","X196","X-12","X196-BLG0938",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8392,40.8735],[-73.8392,40.8736],[-73.8392,40.8736],[-73.8393,40.8736],[-73.8394,40.8736],[-73.8394,40.8735],[-73.8394,40.8735],[-73.8394,40.8735],[-73.8394,40.8735],[-73.8393,40.8734],[-73.8393,40.8734],[-73.8393,40.8735],[-73.8392,40.8735],[-73.8392,40.8735]]]]"
,"2035430001","2125611","X",TRUE,"2011","Soundview Park Dog Run Public Restroom","1253099","current","X118","19","23.83077173","Lafayette Avenue between Colgate and Boynton Avenues","X118-ZN04","X-09","X118-ZN04-BLG0001",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8782,40.8192],[-73.8783,40.8192],[-73.8783,40.8192],[-73.8784,40.8191],[-73.8785,40.8191],[-73.8785,40.8191],[-73.8785,40.819],[-73.8784,40.819],[-73.8784,40.819],[-73.8784,40.819],[-73.8782,40.819],[-73.8782,40.819],[-73.8782,40.819],[-73.8782,40.819],[-73.8781,40.8191],[-73.8781,40.8191],[-73.8781,40.8192],[-73.8782,40.8191],[-73.8782,40.8192]]]]"
,"2059150090","2085868","X",TRUE,,"Seton Park Public Restroom","1283783","current","X201","157","0","West 135 Street, Independence Avenue, West 232 Street","X201","X-08","X201-BLG0872",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9171,40.8862],[-73.9171,40.8862],[-73.9171,40.8862],[-73.9171,40.8862],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.9171,40.8861],[-73.917,40.8861],[-73.917,40.8862],[-73.9171,40.8862],[-73.9171,40.8862]]]]"
,"2031760001","2118204","X",TRUE,"1937","St. James Park Golden Age Center","705388","current","X044","117","27","Jerome Avenue, Morris Avenue, East 191 Street, Creston Avenue, East 192 Street,*","X044","X-07","X044-BLG0847",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8984,40.8655],[-73.8985,40.8656],[-73.8985,40.8655],[-73.8985,40.8655],[-73.8986,40.8654],[-73.8986,40.8654],[-73.8987,40.8653],[-73.8986,40.8653],[-73.8985,40.8654],[-73.8985,40.8654],[-73.8984,40.8655],[-73.8985,40.8655],[-73.8984,40.8655]]]]"
"1994","2032730800","2016297","X",TRUE,"1923","Rose Hill Park Public Restroom","327446","current","X042","62","24.03","Webster Avenue, Harlem River, East Fordham Road","X042","X-06","X042-BLG0859",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8907,40.8618],[-73.8907,40.8618],[-73.8907,40.8618],[-73.8908,40.8618],[-73.8908,40.8618],[-73.8909,40.8617],[-73.8909,40.8617],[-73.8909,40.8617],[-73.8909,40.8617],[-73.8908,40.8617],[-73.8908,40.8617],[-73.8908,40.8617],[-73.8908,40.8617],[-73.8907,40.8617],[-73.8907,40.8618]]]]"
,"2024940001","2101518","X",TRUE,"1962","Rev. T. Wendell Foster Skate Park Public Restroom","166124","current","X034","22","11.01","East 164 Street near River Avenue","X034-ZN01","X-04","X034-BLG0798",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9246,40.8313],[-73.9247,40.8314],[-73.9248,40.8312],[-73.9248,40.8313],[-73.9248,40.8312],[-73.9247,40.8312],[-73.9248,40.8311],[-73.9247,40.831],[-73.9246,40.8312],[-73.9246,40.8311],[-73.9246,40.8312],[-73.9247,40.8312],[-73.9246,40.8313]]]]"
,"2029420001","2120523","X",TRUE,"1975","Crotona Tennis House","199948","current","X010","100","19.69","Crotona Avenue & Crotona Park North","X010-ZN03","X-03","X010-ZN03-BLG0786",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8954,40.8399],[-73.8952,40.8401],[-73.8952,40.8401],[-73.8952,40.8401],[-73.8953,40.8401],[-73.8954,40.8401],[-73.8954,40.84],[-73.8954,40.84],[-73.8955,40.8399],[-73.8954,40.8399],[-73.8954,40.8399],[-73.8954,40.8399],[-73.8954,40.8399]]]]"
,"2027020001","2115867","X",TRUE,"1995","Bill Rainey Park Public Restroom","861302","current","X255","42","24.14","Dawson Street between Polite Ave & Rogers Pl.","X255","X-02","X255-BLG0782",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8983,40.8187],[-73.8983,40.8187],[-73.8982,40.8188],[-73.8982,40.8188],[-73.8983,40.8189],[-73.8983,40.8189],[-73.8983,40.8188],[-73.8984,40.8187],[-73.8984,40.8187],[-73.8984,40.8186],[-73.8983,40.8187]]]]"
,"3083120001","3235032","B",TRUE,"1938","Canarsie Park Public Restroom","103183","current","B018","16","19.95","Seaview Ave. & East 88th St.","B018-ZN01","B-18","B018-BLG1203",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8958,40.629],[-73.8959,40.6291],[-73.8962,40.6289],[-73.8961,40.6288],[-73.896,40.6289],[-73.896,40.6289],[-73.8958,40.629],[-73.8958,40.629],[-73.8958,40.629]]]]"
"2003","3049870001","3411022","B",TRUE,"1941","Paerdegat Park Public Restroom","842163","current","B218","22","16.57","Foster Avenue, East 40-41 Streets","B218","B-17","B218-BLG1197",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9381,40.638],[-73.9381,40.6381],[-73.9381,40.6381],[-73.9381,40.6381],[-73.9381,40.6381],[-73.9382,40.6381],[-73.9382,40.6381],[-73.9382,40.6381],[-73.9382,40.638],[-73.9381,40.638]]]]"
,"3087600485","3347138","B",TRUE,"1936","Manhattan Beach Bathhouse Public Restroom","667519","current","B251","11","15.4","Oriental Blvd. & Hastings St.","B251-ZN02","B-15","B251-ZN02-BLG1172",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9436,40.5769],[-73.9436,40.5769],[-73.9436,40.577],[-73.9436,40.577],[-73.9436,40.5772],[-73.9437,40.5772],[-73.944,40.5771],[-73.9441,40.5771],[-73.9442,40.5771],[-73.9442,40.5771],[-73.9446,40.5771],[-73.9446,40.5769],[-73.9446,40.5769],[-73.9446,40.5768],[-73.9446,40.5768],[-73.9445,40.5768],[-73.9445,40.5768],[-73.9444,40.5768],[-73.9444,40.5768],[-73.9441,40.5768],[-73.9442,40.5769],[-73.944,40.5769],[-73.944,40.5769],[-73.9438,40.5769],[-73.9438,40.5769],[-73.9436,40.5769],[-73.9436,40.5769],[-73.9437,40.5769],[-73.9436,40.5769],[-73.9436,40.5769]],[[-73.9437,40.5771],[-73.9437,40.5771],[-73.9437,40.5771],[-73.9438,40.5771],[-73.9438,40.5771],[-73.9438,40.5771],[-73.9437,40.577],[-73.9437,40.577],[-73.9437,40.577],[-73.9439,40.5769],[-73.944,40.5769],[-73.944,40.577],[-73.9442,40.577],[-73.9442,40.5769],[-73.9445,40.5769],[-73.9445,40.5769],[-73.9442,40.5769],[-73.9442,40.577],[-73.9446,40.5769],[-73.9446,40.5769],[-73.9442,40.577],[-73.9442,40.577],[-73.9446,40.577],[-73.9446,40.577],[-73.9442,40.577],[-73.9442,40.577],[-73.9446,40.577],[-73.9446,40.577],[-73.9442,40.5771],[-73.9442,40.5771],[-73.9446,40.577],[-73.9446,40.5771],[-73.9442,40.5771],[-73.9442,40.577],[-73.944,40.5771],[-73.944,40.5771],[-73.9437,40.5771]]]]"
,"3070690014","3329347","B",FALSE,"1922","Maintenence Bldg & Playground-Building","31909","current","B169B","6","43.03","Broadwalk West & W 25 St","B169B","B-13","B169B-BLG1150",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9916,40.5722],[-73.9917,40.5723],[-73.9916,40.5723],[-73.9916,40.5723],[-73.9917,40.5727],[-73.9917,40.5727],[-73.9919,40.5726],[-73.9919,40.5726],[-73.9919,40.5723],[-73.9918,40.5723],[-73.9919,40.5723],[-73.9919,40.5723],[-73.9919,40.5722],[-73.9919,40.5722],[-73.9916,40.5722]]]]"
,"3064180001","3402737","B",TRUE,"1925","Dyker Beach Park-District HQ","834680","current","B028","23","26.2","Bay 8th Street & Independence Ave.","B028-ZN01","B-10","B028-ZN01-BLG1103",FALSE,"Active",,,,"MultiPolygon","[[[[-74.0177,40.6058],[-74.0177,40.6058],[-74.0177,40.6058],[-74.0178,40.6058],[-74.0178,40.6058],[-74.0178,40.6058],[-74.0179,40.6058],[-74.0178,40.6058],[-74.0178,40.6056],[-74.0178,40.6056],[-74.0179,40.6056],[-74.0179,40.6055],[-74.0178,40.6055],[-74.0177,40.6055],[-74.0177,40.6055],[-74.0177,40.6055],[-74.0177,40.6056],[-74.0177,40.6056],[-74.0177,40.6058]]]]"
,"3013980001","3418110","B",TRUE,"1941","Lincoln Terrace Park / Arthur S. Somers Park Public Restroom","294259","current","B054","71","17","Rochester Avenue between President Street and Carroll Street","B054","B-08","B054-BLG1095",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9275,40.6664],[-73.9276,40.6664],[-73.9276,40.6663],[-73.9275,40.6663],[-73.9275,40.6664]]]]"
,"3048110001","3381428","B",TRUE,"1957","Wingate Park Public Restroom","966742","current","B254","38","11.69","Brooklyn Avenue & Rutland Road","B254","B-09","B254-BLG1097",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9446,40.6591],[-73.9446,40.6594],[-73.9446,40.6594],[-73.9447,40.6594],[-73.9447,40.6594],[-73.9447,40.6591],[-73.9446,40.6591]]]]"
,"4079950024","4167722","Q",TRUE,"1939","Breininger Park Public Restroom","660904","current","Q134","90","17.95","Braddock Avenue & 240 Street","Q134","Q-13","Q134-BLG0496",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7288,40.7261],[-73.7289,40.7261],[-73.7289,40.7261],[-73.7289,40.7261],[-73.7289,40.7261],[-73.729,40.7261],[-73.729,40.726],[-73.729,40.726],[-73.729,40.726],[-73.729,40.726],[-73.7289,40.726],[-73.7289,40.726],[-73.7289,40.726],[-73.7289,40.726],[-73.7289,40.726],[-73.7288,40.726],[-73.7288,40.7261]]]]"
,"4094420001","4199324","Q",TRUE,"1938","Phil ""Scooter"" Rizzuto Park Public Restroom","330321","current","Q129","50","10.34","125 Street & Atlantic Avenue","Q129","Q-09","Q129-BLG0594",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8214,40.6947],[-73.8215,40.6947],[-73.8215,40.6947],[-73.8216,40.6947],[-73.8216,40.6946],[-73.8216,40.6946],[-73.8214,40.6947]]]]"
"2021","3035700001","3392494","B",TRUE,"1942","Betsy Head Park Public Restroom","185871","current","B008","30","15.31","Livonia Ave & Strauss St","B008","B-16","B008-BLG1186",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9144,40.6619],[-73.9144,40.662],[-73.9145,40.662],[-73.9144,40.6619],[-73.9144,40.6619]]]]"
,"3064900024","3170079","B",TRUE,"1930","Bensonhurst Park Field House","609048","current","B007","21","15.06","Cropsey Ave between Bay 28th St & Bay 29th St","B007","B-11","B007-BLG1117",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9999,40.5978],[-74,40.598],[-74.0001,40.5979],[-74,40.5979],[-74.0001,40.5978],[-74,40.5978],[-73.9999,40.5978],[-73.9999,40.5978],[-73.9999,40.5978]]]]"
,"5028300049","5130546","R",FALSE,,"Henry McFarlane House","160094","current","R117","38","32.57","30 Hylan Boulevard","R117","R-01","R117-BLG0548",FALSE,"Active",,,,"MultiPolygon","[[[[-74.0638,40.6145],[-74.0638,40.6144],[-74.0638,40.6144],[-74.0637,40.6144],[-74.0637,40.6143],[-74.0637,40.6144],[-74.0637,40.6144],[-74.0637,40.6144],[-74.0636,40.6145],[-74.0637,40.6145],[-74.0637,40.6145],[-74.0637,40.6145],[-74.0637,40.6146],[-74.0637,40.6146],[-74.0637,40.6146],[-74.0638,40.6145]]]]"
,"4019760028","4048570","Q",TRUE,"1927","Park Of The Americas Public Restroom","611669","current","Q026","41","20.84215417","104 Street & 41 Avenue","Q026","Q-04","Q026-BLG0597",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8617,40.749],[-73.8618,40.749],[-73.8619,40.749],[-73.8618,40.7489],[-73.8618,40.7489],[-73.8619,40.7489],[-73.8619,40.7489],[-73.8618,40.7489],[-73.8618,40.7489],[-73.8618,40.7489],[-73.8618,40.7489],[-73.8618,40.7489],[-73.8618,40.7489],[-73.8617,40.7489],[-73.8617,40.7489],[-73.8617,40.7489],[-73.8617,40.7489],[-73.8617,40.7489],[-73.8617,40.7489],[-73.8617,40.7489],[-73.8617,40.749],[-73.8617,40.749],[-73.8617,40.749],[-73.8617,40.749],[-73.8617,40.749]]]]"
,"3000580050","3335882","B",TRUE,"1951","Brooklyn War Memorial","733762","current","B113A","76","36.78765214","Tillary, Cadman Plaza West, Cadman Plaza East, Prospect Streets","B113A","B-02","B113A-BLG1006",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9904,40.6985],[-73.9906,40.6985],[-73.9908,40.6985],[-73.9908,40.6985],[-73.9908,40.6985],[-73.9908,40.6984],[-73.9908,40.6984],[-73.9907,40.6984],[-73.9905,40.6984],[-73.9904,40.6984],[-73.9904,40.6985]]]]"
,"4039070900","4558632","Q",TRUE,"1941","Forest Park-Victory Field Public Restroom","767602","current","Q015","125","19.62","Woodhaven Blvd., Myrtle Ave., Park Dr.","Q015-ZN04","Q-16","Q015-ZN04-BLG0410",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8544,40.7012],[-73.8545,40.7014],[-73.8546,40.7013],[-73.8545,40.7012],[-73.8544,40.7012]]]]"
,"1007240100","1089479","M",TRUE,"1940","Chelsea Park Public Restroom","1190396","current","M011","18","17.249293","West 27 Street & 9 Avenue","M011","M-04","M011-BLG0652",FALSE,"Active",,,,"MultiPolygon","[[[[-74.0008,40.7498],[-74.0008,40.7499],[-74.0008,40.7499],[-74.0009,40.7499],[-74.0009,40.7498],[-74.0008,40.7498],[-74.0008,40.7498]]]]"
,"4029600002","4068180","Q",TRUE,,"Juniper Valley Park Running Track Public Restroom","368170","current","Q102","102","15.89","Enter at 71st Street and Juniper Blvd. South","Q102-ZN01","Q-05","Q102-ZN01-BLG0397",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8844,40.7188],[-73.8844,40.7188],[-73.8847,40.7188],[-73.8848,40.7187],[-73.8846,40.7187],[-73.8846,40.7187],[-73.8846,40.7187],[-73.8844,40.7186],[-73.8844,40.7188]]]]"
,"1009410011","1021912","M",TRUE,"1936","St. Vartan Park Public Restroom","347429","current","M076","15","14.8","East 35-East 36 Streets, between 1 & 2 Avenues","M076","M-06","M076-BLG0662",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9732,40.7449],[-73.9732,40.745],[-73.9732,40.745],[-73.9732,40.745],[-73.9733,40.7449],[-73.9733,40.7449],[-73.9732,40.7449]]]]"
"1984","4013580001","4543748","Q",TRUE,"1934","Gorman Playground Public Restroom","242055","current","Q085","28","20.13","30 Avenue between 84 & 85 Streets","Q085","Q-03","Q085-BLG0586",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8842,40.7619],[-73.8841,40.7619],[-73.8841,40.7619],[-73.884,40.7619],[-73.884,40.762],[-73.8841,40.762],[-73.8843,40.762],[-73.8843,40.762],[-73.8843,40.762],[-73.8843,40.7619],[-73.8842,40.7619]]]]"
,"3065380001","3171575","B",TRUE,"1931","Friends Field House","757280","current","B372","31","24.57","Avenue L, East 4 Street, McDonald Avenue, Avenue M","B372","B-12","B372-BLG1125",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9719,40.6185],[-73.9719,40.6185],[-73.972,40.6188],[-73.972,40.6188],[-73.9721,40.6188],[-73.9721,40.6185],[-73.9719,40.6185]]]]"
,"4017870020","4536844","Q",FALSE,"2009","Citi Field","1101383","current","Q099","13","79.79555754","41 Seaver Way, Queens, NY 11368","Q099","Q-15","Q099-BLG6844",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8445,40.7573],[-73.845,40.7584],[-73.8459,40.7581],[-73.8458,40.758],[-73.846,40.758],[-73.846,40.758],[-73.846,40.758],[-73.8461,40.7579],[-73.8462,40.7579],[-73.8462,40.7579],[-73.8462,40.7579],[-73.8466,40.7578],[-73.8468,40.7577],[-73.8469,40.7577],[-73.8469,40.7577],[-73.8469,40.7577],[-73.8472,40.7575],[-73.8472,40.7575],[-73.8473,40.7576],[-73.8474,40.7576],[-73.8472,40.7572],[-73.8472,40.7572],[-73.8471,40.757],[-73.8472,40.757],[-73.847,40.7567],[-73.847,40.7567],[-73.8468,40.7562],[-73.8468,40.7562],[-73.8467,40.7561],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7557],[-73.8465,40.7556],[-73.8464,40.7556],[-73.8464,40.7556],[-73.8464,40.7556],[-73.8464,40.7556],[-73.8464,40.7556],[-73.8464,40.7556],[-73.8464,40.7556],[-73.8464,40.7556],[-73.8463,40.7556],[-73.8463,40.7556],[-73.8463,40.7556],[-73.8463,40.7556],[-73.8463,40.7556],[-73.8463,40.7556],[-73.8463,40.7556],[-73.8462,40.7556],[-73.8462,40.7556],[-73.8462,40.7556],[-73.8462,40.7556],[-73.8462,40.7556],[-73.8462,40.7556],[-73.8462,40.7556],[-73.8461,40.7556],[-73.8461,40.7556],[-73.8461,40.7556],[-73.8461,40.7556],[-73.8461,40.7556],[-73.8461,40.7556],[-73.8461,40.7556],[-73.8461,40.7557],[-73.8447,40.7565],[-73.8448,40.7566],[-73.8447,40.7567],[-73.8446,40.7567],[-73.8446,40.7567],[-73.8446,40.7567],[-73.8447,40.7568],[-73.8446,40.7568],[-73.8446,40.7568],[-73.8443,40.7569],[-73.8445,40.7573]],[[-73.8465,40.7563],[-73.8466,40.7565],[-73.8467,40.7567],[-73.8467,40.7567],[-73.8468,40.7568],[-73.8468,40.7574],[-73.8467,40.7575],[-73.8459,40.7577],[-73.8459,40.7577],[-73.8458,40.7578],[-73.8458,40.7578],[-73.8456,40.7578],[-73.8455,40.7578],[-73.8452,40.7577],[-73.8451,40.7574],[-73.8452,40.7574],[-73.8452,40.7574],[-73.845,40.7571],[-73.8449,40.7569],[-73.8449,40.7569],[-73.8451,40.7567],[-73.8451,40.7567],[-73.8452,40.7565],[-73.8456,40.7563],[-73.8458,40.7562],[-73.8459,40.7562],[-73.8461,40.7562],[-73.8463,40.7563],[-73.8465,40.7563]]]]"
,"4077230010","4163954","Q",TRUE,,"210 St Playground Public Restroom","493117","current","Q021","78","15.91","210 Street & 73 Avenue","Q021-03","Q-08","Q021-03-BLG0478",FALSE,"Active",,,,"MultiPolygon","[[[[-73.765,40.7392],[-73.7651,40.7393],[-73.7651,40.7392],[-73.7651,40.7392],[-73.765,40.7392]]]]"
,"2023560002","2129393","X",TRUE,,"Mill Pond Park Playground Restroom (Hip Hop Museum)",,,"X344",,,"575 Exterior Street (Hip Hop Museum).","X344-01","X-04","X344-01-BLG7179",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9319,40.82],[-73.931,40.82],[-73.9311,40.8206],[-73.9313,40.8206],[-73.9313,40.8206],[-73.9315,40.8206],[-73.9315,40.8207],[-73.9316,40.8206],[-73.9317,40.8207],[-73.9319,40.8207],[-73.9319,40.8205],[-73.932,40.8205],[-73.9319,40.82]]]]"
,"1011000001","1027153","M",TRUE,"1996","De Witt Clinton Park Public Restroom","502959","current","M022","33","10.2","West 52 to West 54 Streets, 11 to 12 Avenues","M022","M-04","M022-BLG0649",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9946,40.7682],[-73.9946,40.7682],[-73.9946,40.7682],[-73.9947,40.7682],[-73.9947,40.7682],[-73.9947,40.7682],[-73.9947,40.7682],[-73.9947,40.7682],[-73.9947,40.7682],[-73.9946,40.7682],[-73.9946,40.7682],[-73.9946,40.7682],[-73.9946,40.7682],[-73.9946,40.7682],[-73.9946,40.7682],[-73.9946,40.7682],[-73.9946,40.7682]]]]"
,"2029420001","2129451","X",FALSE,"2018","Crotona Park-Zone 3-Tennis Trailer & Crotona Park PEP Command Trailer","1289054","current","X010","100","0","Crotona Av",,"X-03","X010-BLG2854",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8951,40.84],[-73.895,40.84],[-73.8949,40.84],[-73.8951,40.8401],[-73.8951,40.84]]]]"
,"1001110160","1090086","M",TRUE,"1950","Alfred E. Smith Playground Public Restroom","1264523","current","M194","9","15","Monroe Street & Catherine Street","M194","M-03","M194-BLG1540",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9973,40.711],[-73.9974,40.7111],[-73.9974,40.7111],[-73.9974,40.711],[-73.9973,40.711]]]]"
