"trackerid","fmsid","title","summary","currentphase","designpercentcomplete","procurementpercentcomplete","constructionpercentcomplete","designstart","designprojectedcompletion","designadjustedcompletion","designactualcompletion","procurementstart","procurementprojectedcompletion","totalfunding","projectliaison","lastupdated","fundingsource","name","parkid","latitude","longitude","borough","procurementactualcompletion","constructionstart","constructionprojectedcom","constructionadjustedcompletion","constructionactualcompletion","procurementadjustedcompletion"
"9638","846 SANDY4-49","Michaelis-Bayswater Park Maintenance and Operations Building Construction","This project will construct a maintenance and operations building in Michaelis-Bayswater Park.","design","100.0","0.0","0.0","2018-10-01T00:00:00.000","2020-04-01T00:00:00.000","2025-05-01T00:00:00.000","2025-10-01T00:00:00.000","2022-03-01T00:00:00.000","2022-12-01T00:00:00.000","Between $5 million and $10 million","Meira Berkower","2026-09-16T00:00:00.000","FederalMayoral","Bay 32nd Street and Dwight Avenue","Q007","40.600901256802","-73.768674569022","Queens",,,,,,"2024-10-01T00:00:00.000"
"6468","846 P-413LPL3","Laurelton Playground and Bayswater Park Skate Elements and Seating Areas Construction","This project will provide skate park elements and related site amenities at Laurelton Playground and Bayswater Park.","completed","100.0","100.0","100.0","2015-09-01T00:00:00.000","2016-07-01T00:00:00.000","2017-01-01T00:00:00.000","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","2017-10-01T00:00:00.000","$2,759,000","Meira Berkower","2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Beach 32 Street & Beach Channel Drive","Q007","40.600041","-73.767868","Queens","2017-10-01T00:00:00.000","2017-10-01T00:00:00.000","2019-04-01T00:00:00.000",,"2018-11-01T00:00:00.000",
"1212111","846 P-404CGSD","Corona Golf Playground Pavement Reconstruction","This project will reconstruct pavements at Corona Golf Playground.","completed","100.0","100.0","100.0","2019-09-01T00:00:00.000","2020-05-01T00:00:00.000",,"2020-03-01T00:00:00.000","2019-09-01T00:00:00.000","2020-02-01T00:00:00.000","$350,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City Council",,"Q450","40.747608","-73.854515","Queens","2020-02-01T00:00:00.000","2020-03-01T00:00:00.000","2020-07-01T00:00:00.000",,"2020-05-01T00:00:00.000",
"6468","846 P-413LPL3","Laurelton Playground and Bayswater Park Skate Elements and Seating Areas Construction","This project will provide skate park elements and related site amenities at Laurelton Playground and Bayswater Park.","completed","100.0","100.0","100.0","2015-09-01T00:00:00.000","2016-07-01T00:00:00.000","2017-01-01T00:00:00.000","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","2017-10-01T00:00:00.000","$2,759,000","Meira Berkower","2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Brookville Blvd. bet. 136 Ave. 137 Ave.","Q108","40.670214","-73.736331","Queens","2017-10-01T00:00:00.000","2017-10-01T00:00:00.000","2019-04-01T00:00:00.000",,"2018-11-01T00:00:00.000",
"9669","846 SANDY4-51","Michaelis-Bayswater Park Public Restroom Building Construction","This project will construct a public restroom building in Michaelis-Bayswater Park.","construction","100.0","100.0","0.02","2018-10-01T00:00:00.000","2020-04-01T00:00:00.000","2022-03-01T00:00:00.000","2022-03-01T00:00:00.000","2022-03-01T00:00:00.000","2022-12-01T00:00:00.000","$3,701,000","Meira Berkower","2026-09-16T00:00:00.000","FederalMayoral","Beach Channel Drive and Bay 32nd Street","Q007","40.598621065687","-73.767017064087","Queens","2025-09-01T00:00:00.000","2026-07-01T00:00:00.000","2027-11-01T00:00:00.000",,,"2025-09-01T00:00:00.000"
"9637","846 SANDY4-48","Michaelis-Bayswater Park Reconstruction","This project will reconstruct Michaelis-Bayswater Park.","construction","100.0","100.0","24.0","2018-10-01T00:00:00.000","2020-04-01T00:00:00.000","2022-10-01T00:00:00.000","2022-10-01T00:00:00.000","2022-10-01T00:00:00.000","2023-07-01T00:00:00.000","$37,458,000","Meira Berkower","2026-09-16T00:00:00.000","City CouncilFederalMayoral","Beach Channel Drive, Bay 32nd Street, Norton Avenue","Q007","40.599792","-73.768562","Queens","2025-04-01T00:00:00.000","2025-07-01T00:00:00.000","2027-07-01T00:00:00.000",,,"2025-04-01T00:00:00.000"
"6242","846 P-6BLPB14","Citywide Public Restroom Building and Facility Plumbing & HVAC Reconstruction (CNYG-1014M)","This project will reconstruct plumbing and HVAC systems at public restroom buildings and facilities at various parks and recreation locations citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$219,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","S/s Seaview Av Opp E 99 St","B274","40.63498","-73.887254","Brooklyn, Bronx","2015-02-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-04-01T00:00:00.000"
"6242","846 P-6BLPB14","Citywide Public Restroom Building and Facility Plumbing & HVAC Reconstruction (CNYG-1014M)","This project will reconstruct plumbing and HVAC systems at public restroom buildings and facilities at various parks and recreation locations citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$219,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Reid Av, Macon and Macdonough Sts","B313","40.682672","-73.930766","Brooklyn, Bronx","2015-02-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-04-01T00:00:00.000"
"6242","846 P-6BLPB14","Citywide Public Restroom Building and Facility Plumbing & HVAC Reconstruction (CNYG-1014M)","This project will reconstruct plumbing and HVAC systems at public restroom buildings and facilities at various parks and recreation locations citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$219,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","E. 141 St. bet. Brook Ave. and St Ann's Ave.","X103","40.809598","-73.91714","Brooklyn, Bronx","2015-02-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-04-01T00:00:00.000"
"6242","846 P-6BLPB14","Citywide Public Restroom Building and Facility Plumbing & HVAC Reconstruction (CNYG-1014M)","This project will reconstruct plumbing and HVAC systems at public restroom buildings and facilities at various parks and recreation locations citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$219,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Cross Bronx Expressway, Third Avenue, Tremont & Arthur Avenues","X010A","40.844546","-73.894664","Brooklyn, Bronx","2015-02-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-04-01T00:00:00.000"
"6243","846 P-6BLEL14","Citywide Electrical Systems Reconstruction (CNYG-914M)","This project will reconstruct electrical systems at public restroom buildings and other park facilities citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$215,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","S/s Seaview Av Opp E 99 St","B274","40.634898","-73.887261","Brooklyn, Bronx","2015-07-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-08-01T00:00:00.000"
"6243","846 P-6BLEL14","Citywide Electrical Systems Reconstruction (CNYG-914M)","This project will reconstruct electrical systems at public restroom buildings and other park facilities citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$215,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Reid Av, Macon and Macdonough Sts","B313","40.682726","-73.930718","Brooklyn, Bronx","2015-07-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-08-01T00:00:00.000"
"6243","846 P-6BLEL14","Citywide Electrical Systems Reconstruction (CNYG-914M)","This project will reconstruct electrical systems at public restroom buildings and other park facilities citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$215,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","E. 141 St. bet. Brook Ave. and St Ann's Ave.","X103","40.809459","-73.917162","Brooklyn, Bronx","2015-07-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-08-01T00:00:00.000"
"6243","846 P-6BLEL14","Citywide Electrical Systems Reconstruction (CNYG-914M)","This project will reconstruct electrical systems at public restroom buildings and other park facilities citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$215,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","M Garvey Blvd, Throop, Park & Myrtle Avs","B263","40.697398","-73.942502","Brooklyn, Bronx","2015-07-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-08-01T00:00:00.000"
"6243","846 P-6BLEL14","Citywide Electrical Systems Reconstruction (CNYG-914M)","This project will reconstruct electrical systems at public restroom buildings and other park facilities citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2014-01-01T00:00:00.000",,"2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$215,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Cross Bronx Expressway, Third Avenue, Tremont & Arthur Avenues","X010A","40.844546","-73.894664","Brooklyn, Bronx","2015-07-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2019-03-01T00:00:00.000","2015-08-01T00:00:00.000"
"6244","846 P-6BLRC14","Citywide Public Restroom Building and Facility Reconstruction (CNYG-814MA)","This project will reconstruct public restroom buildings and facilities at various parks and recreation locations citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2013-12-01T00:00:00.000",,"2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","2015-06-01T00:00:00.000","$1,865,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","S/s Seaview Av Opp E 99 St","B274","40.634907","-73.887178","Brooklyn, Bronx","2016-03-01T00:00:00.000","2016-05-01T00:00:00.000","2019-05-01T00:00:00.000",,"2019-05-01T00:00:00.000","2016-05-01T00:00:00.000"
"6244","846 P-6BLRC14","Citywide Public Restroom Building and Facility Reconstruction (CNYG-814MA)","This project will reconstruct public restroom buildings and facilities at various parks and recreation locations citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2013-12-01T00:00:00.000",,"2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","2015-06-01T00:00:00.000","$1,865,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Reid Av, Macon and Macdonough Sts","B313","40.682632","-73.930691","Brooklyn, Bronx","2016-03-01T00:00:00.000","2016-05-01T00:00:00.000","2019-05-01T00:00:00.000",,"2019-05-01T00:00:00.000","2016-05-01T00:00:00.000"
"6244","846 P-6BLRC14","Citywide Public Restroom Building and Facility Reconstruction (CNYG-814MA)","This project will reconstruct public restroom buildings and facilities at various parks and recreation locations citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2013-12-01T00:00:00.000",,"2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","2015-06-01T00:00:00.000","$1,865,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","E. 141 St. bet. Brook Ave. and St Ann's Ave.","X103","40.809546","-73.916995","Brooklyn, Bronx","2016-03-01T00:00:00.000","2016-05-01T00:00:00.000","2019-05-01T00:00:00.000",,"2019-05-01T00:00:00.000","2016-05-01T00:00:00.000"
"6244","846 P-6BLRC14","Citywide Public Restroom Building and Facility Reconstruction (CNYG-814MA)","This project will reconstruct public restroom buildings and facilities at various parks and recreation locations citywide.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2013-12-01T00:00:00.000",,"2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","2015-06-01T00:00:00.000","$1,865,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Cross Bronx Expressway, Third Avenue, Tremont & Arthur Avenues","X010A","40.844626","-73.894721","Brooklyn, Bronx","2016-03-01T00:00:00.000","2016-05-01T00:00:00.000","2019-05-01T00:00:00.000",,"2019-05-01T00:00:00.000","2016-05-01T00:00:00.000"
"2012","846 P-2BWCC02","Linden Park Handball Court and Bayview Playground Baseball Field Reconstruction","This project includes the reconstruction of Linden Park’s handball court and park entrance.  The deteriorated asphalt will be replaced with new pavement to provide a safe and pleasant environment for park users.  Additional features include a new planting area, expanded landscaping around park trees, the installation
of new bike racks and accessible benches and the reconstruction of drainage systems for better water conservation.","completed","100.0","100.0","100.0","2010-12-01T00:00:00.000",,,"2012-02-01T00:00:00.000","2012-02-01T00:00:00.000","2012-10-01T00:00:00.000","$966,000","James Morris","2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","S/S Seaview Avenue Opposite East 99 Street","B274","40.635113","-73.886528","Brooklyn","2013-07-01T00:00:00.000","2013-08-01T00:00:00.000","2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2014-06-01T00:00:00.000",
"2012","846 P-2BWCC02","Linden Park Handball Court and Bayview Playground Baseball Field Reconstruction","This project includes the reconstruction of Linden Park’s handball court and park entrance.  The deteriorated asphalt will be replaced with new pavement to provide a safe and pleasant environment for park users.  Additional features include a new planting area, expanded landscaping around park trees, the installation
of new bike racks and accessible benches and the reconstruction of drainage systems for better water conservation.","completed","100.0","100.0","100.0","2010-12-01T00:00:00.000",,,"2012-02-01T00:00:00.000","2012-02-01T00:00:00.000","2012-10-01T00:00:00.000","$966,000","James Morris","2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Linden Boulevard, Miller Avenue, Stanley Avenue, Vermont Street","B214","40.659012","-73.88641","Brooklyn","2013-07-01T00:00:00.000","2013-08-01T00:00:00.000","2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2014-06-01T00:00:00.000",
"10895",,"Beach 17 Playground Public Restroom Building Construction","This project will construct a public restroom building in Beach 17 Playground.","proposed","0.0","0.0","0.0",,,,,,,"Between $3 million and $5 million",,"2026-09-16T00:00:00.000","City Council","Beach 17th Street and Rockaway Beach Boardwalk","Q162J","40.5946229","-73.7487563","Queens",,,,,,
"10716","846 P-414BC32","Beach 30th Street Playground Synthetic Turf Field Reconstruction","This project will reconstruct the synthetic turf field at Beach 30th Street Playground.","design","35.0","0.0","0.0","2026-03-01T00:00:00.000","2027-03-01T00:00:00.000",,,,,"Between $3 million and $5 million","Meira Berkower","2026-09-16T00:00:00.000","Borough President, City Council","Beach 32nd Street and Rockaway Beach Boardwalk.","Q162H","40.59246","-73.762015","Queens",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Boardwalk between Marvin Street & Beach 32nd Street","Q162H","40.5927332","-73.764219","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Beach 116 Street & Ocean Promenade (South)","Q494","40.57793","-73.83616","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Fort Wadsworth to Miller Field","R046","40.5902","-74.06641","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Neptune Avenue, Bayview Avenue, West 24 Street to West 32 Street","B129","40.57854","-73.99547","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Hylan Boulevard, Sharrott & Seguine Avenues","R079","40.51439","-74.19936","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Bergen Avenue, East 76th Street, Paerdegat Avenue North","B406","40.62724","-73.904022","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Riverside Drive to Hudson River, West 59 Street to Clair Place","M071","40.801421","-73.972593","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Nelson Avenue, Tennyson Drive & Bulkhead Line","R145","40.54159","-74.14264","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","Battery Place, State & Whitehall Street","M005","40.702785","-74.01655","QueensStaten IslandBrooklynManhattan",,,,,,
"9683","846 SANDY4-52","Citywide Electrical Systems Reconstruction (Hurricane Sandy)","This project will reconstruct electrical systems and address outstanding Hurricane Sandy FEMA project worksheets citywide.","design","100.0","0.0","0.0","2023-01-01T00:00:00.000","2025-01-01T00:00:00.000","2026-03-01T00:00:00.000","2026-01-01T00:00:00.000",,,"Between $5 million and $10 million","Contact Us","2026-09-16T00:00:00.000","FederalMayoral","N/S South Street between Broad Street & Old Slip","M046","40.702604","-74.009928","QueensStaten IslandBrooklynManhattan",,,,,,
"7101","846 P-414RB59","Beach 59th Street Playground Reconstruction","This project will reconstruct Beach 59th Street Playground with new play equipment, safety surface, pavements, fencing, spray shower, benches and game tables.","completed","100.0","100.0","100.0","2018-05-01T00:00:00.000","2019-11-01T00:00:00.000",,"2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","2020-08-01T00:00:00.000","$5,000,000","Meira Berkower","2026-09-16T00:00:00.000","Borough President, City Council","Beach 59th Street and Beach 60th Street at Beach Front Road","Q162E","40.58909806","-73.78901694","Queens","2022-03-01T00:00:00.000","2022-06-01T00:00:00.000","2023-06-01T00:00:00.000",,"2023-03-01T00:00:00.000","2022-03-01T00:00:00.000"
"3567","846 P-4PS183P","Beach Channel (P.S. 183) Playground Reconstruction (Q403-111M)","This project will reconstruct Beach Channel (P.S. 183) Playground.","completed","100.0","100.0","100.0","2010-12-01T00:00:00.000",,,"2012-02-01T00:00:00.000","2012-02-01T00:00:00.000","2012-11-01T00:00:00.000","$946,000","Meira Berkower","2026-09-16T00:00:00.000","City Council","Beach Channel Drive between Beach 79th Street & Beach 80th Street","Q403","40.58891639","-73.80584722","Queens","2013-03-01T00:00:00.000","2013-04-01T00:00:00.000","2014-03-01T00:00:00.000","2014-03-01T00:00:00.000","2014-03-01T00:00:00.000",
"6002","846 P-201REIN","Beaver Noll Park Construction","This project will construct Beaver Noll Park, which will include a tot lot and sitting area.","completed","100.0","100.0","100.0","2012-11-01T00:00:00.000","2015-12-01T00:00:00.000","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","2017-11-01T00:00:00.000","$3,062,000","James Morris","2026-09-16T00:00:00.000","City CouncilMayoral","Bushwick Avenue and Beaver Street","B555","40.699617","-73.936154","Brooklyn","2018-05-01T00:00:00.000","2018-06-01T00:00:00.000","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","2018-05-01T00:00:00.000"
"9954","846 P-4GRST21","Queens Medians Planting and Reconstruction","This project will reconstruct and replant Bell Malls, Merrick Boulevard Mall and Elmjack Mall.","completed","100.0","100.0","100.0","2015-09-01T00:00:00.000","2022-02-01T00:00:00.000","2022-08-01T00:00:00.000","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","2023-04-01T00:00:00.000","$1,423,000",,"2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Bell Boulevard, 48 Avenue to Horace Harding Expressway","Q268","40.751732367672","-73.763521814013","Queens","2024-07-01T00:00:00.000","2024-08-01T00:00:00.000","2026-02-01T00:00:00.000",,"2025-06-01T00:00:00.000","2024-07-01T00:00:00.000"
"9954","846 P-4GRST21","Queens Medians Planting and Reconstruction","This project will reconstruct and replant Bell Malls, Merrick Boulevard Mall and Elmjack Mall.","completed","100.0","100.0","100.0","2015-09-01T00:00:00.000","2022-02-01T00:00:00.000","2022-08-01T00:00:00.000","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","2023-04-01T00:00:00.000","$1,423,000",,"2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","75th Street, 37th Avenue and Roosevelt Avenue","Q040","40.745941222548","-73.890324498428","Queens","2024-07-01T00:00:00.000","2024-08-01T00:00:00.000","2026-02-01T00:00:00.000",,"2025-06-01T00:00:00.000","2024-07-01T00:00:00.000"
"9954","846 P-4GRST21","Queens Medians Planting and Reconstruction","This project will reconstruct and replant Bell Malls, Merrick Boulevard Mall and Elmjack Mall.","completed","100.0","100.0","100.0","2015-09-01T00:00:00.000","2022-02-01T00:00:00.000","2022-08-01T00:00:00.000","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","2023-04-01T00:00:00.000","$1,423,000",,"2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","DOT (Non-Parks) Property in Queens","DOT","40.685543688162","-73.77265109195","Queens","2024-07-01T00:00:00.000","2024-08-01T00:00:00.000","2026-02-01T00:00:00.000",,"2025-06-01T00:00:00.000","2024-07-01T00:00:00.000"
"9446","846 P-413READ","Bellerose Playground Reading Garden Construction","This project will construct a reading garden at Bellerose Playground.","completed","100.0","100.0","100.0","2020-01-01T00:00:00.000","2021-01-01T00:00:00.000",,"2021-01-01T00:00:00.000","2021-01-01T00:00:00.000","2021-10-01T00:00:00.000","$362,000","Meira Berkower","2026-09-16T00:00:00.000","Mayoral State","85th Avenue between 248th Street and 249th Street","Q328","40.732686339293","-73.717622415703","Queens","2023-04-01T00:00:00.000","2023-06-01T00:00:00.000","2024-06-01T00:00:00.000",,"2024-04-01T00:00:00.000","2023-03-01T00:00:00.000"
"8826","846 P-3BELLVU","Bellevue South Park Reconstruction","This project will construct an ADA-accessible dog run and reconstruct the basketball court, playground, and sitting areas at Bellevue South Park.","completed","100.0","100.0","100.0","2018-07-01T00:00:00.000","2019-07-01T00:00:00.000","2019-12-01T00:00:00.000","2019-12-01T00:00:00.000","2019-12-01T00:00:00.000","2020-09-01T00:00:00.000","$3,945,000","Steve Simon","2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","1st Avenue, Mount Carmel Place, East 26th Street, East 28th Street","M263","40.739999","-73.978085","Manhattan","2022-03-01T00:00:00.000","2022-05-01T00:00:00.000","2023-05-01T00:00:00.000",,"2023-06-01T00:00:00.000","2022-03-01T00:00:00.000"
"6001","846 SANDY2-03","Shore Parkway Emergency Protective Measures (Hurricane Sandy)","This project will construct emergency public safely measures, including but limited to, fencing, paving, walls, demolitions, structural supports and site access.","completed","100.0","100.0","100.0","2012-11-01T00:00:00.000",,,"2013-01-01T00:00:00.000","2013-01-01T00:00:00.000","2013-10-01T00:00:00.000","$2,065,000","James Morris","2026-09-16T00:00:00.000","FederalMayoral",,"B166","40.6081025","-73.89737556","Brooklyn","2013-05-01T00:00:00.000","2013-02-01T00:00:00.000","2013-07-01T00:00:00.000","2013-11-01T00:00:00.000","2013-11-01T00:00:00.000",
"1200111","846 P-210SHRS","Shore Road Bicycle Path Reconstruction","This project will reconstruct the hazardous and deteriorated section of the existing asphalt bicycle path between (approximately) Bay 8th and Bay 14th Street.","completed","100.0","100.0","100.0","2019-06-01T00:00:00.000","2019-12-01T00:00:00.000",,"2019-11-01T00:00:00.000","2019-09-01T00:00:00.000","2020-02-01T00:00:00.000","$545,000","James Morris","2026-09-16T00:00:00.000","City Council",,"B166","40.602272","-74.015027","Brooklyn","2019-11-01T00:00:00.000","2020-05-01T00:00:00.000","2020-12-01T00:00:00.000","2020-12-01T00:00:00.000","2020-08-01T00:00:00.000",
