"trackerid","fmsid","title","summary","currentphase","designpercentcomplete","procurementpercentcomplete","constructionpercentcomplete","designstart","designprojectedcompletion","designadjustedcompletion","designactualcompletion","procurementstart","procurementprojectedcompletion","totalfunding","projectliaison","lastupdated","fundingsource","name","parkid","latitude","longitude","borough","procurementactualcompletion","constructionstart","constructionprojectedcom","constructionadjustedcompletion","constructionactualcompletion","procurementadjustedcompletion"
"8746","846 P-415LWCS","Flushing Meadows Corona Park Lawrence Playground Public Restroom Building Reconstruction","This project will reconstruct the Public Restroom Building at Lawrence Playground in Flushing Meadows Corona Park.","completed","100.0","100.0","100.0","2016-01-01T00:00:00.000","2017-05-01T00:00:00.000",,"2018-04-01T00:00:00.000","2018-04-01T00:00:00.000","2018-12-01T00:00:00.000","$831,000","Meira Berkower","2026-09-16T00:00:00.000","Mayoral","Van Wyck Expressway, Botanical Garden Bridge, College Point Boulevard","Q099","40.748456","-73.833707","Queens","2019-04-01T00:00:00.000","2019-09-01T00:00:00.000","2021-03-01T00:00:00.000","2021-05-01T00:00:00.000","2021-05-01T00:00:00.000","2019-06-01T00:00:00.000"
"8747","846 P-415LWP2","Flushing Meadows Corona Park Lawrence Playground Reconstruction","This project will reconstruct Lawrence Playground in Flushing Meadows Corona Park.","completed","100.0","100.0","100.0","2016-01-01T00:00:00.000","2017-05-01T00:00:00.000",,"2017-06-01T00:00:00.000","2017-06-01T00:00:00.000","2018-02-01T00:00:00.000","$3,870,000","Meira Berkower","2026-09-16T00:00:00.000","Mayoral","Van Wyck Expressway, Botanical Garden Bridge, College Point Boulevard","Q099","40.750595","-73.837624","Queens","2018-05-01T00:00:00.000","2018-06-01T00:00:00.000","2019-06-01T00:00:00.000",,"2019-05-01T00:00:00.000","2018-06-01T00:00:00.000"
"1005111","846 P-4PL15A3","Oakridge Turn/Forest Park Drive Reconstruction","This project will reconstruct the sidewalks, guardrails, curbs and crosswalks at Oakridge Turn in Forest Park.","completed","100.0","100.0","100.0","2015-05-01T00:00:00.000","2015-08-01T00:00:00.000",,"2015-10-01T00:00:00.000","2016-04-01T00:00:00.000","2016-09-01T00:00:00.000","$39,000","Meira Berkower","2026-09-16T00:00:00.000","Mayoral",,"Q015","40.698903","-73.86151","Queens","2016-09-01T00:00:00.000","2017-04-01T00:00:00.000","2017-08-01T00:00:00.000",,"2017-09-01T00:00:00.000",
"1087111","846 P-6BLGC15","Forest Park Sobelsohn Playground Public Restroom Building Reconstruction","This project will reconstruct the public restroom building in Sobelsohn Playground in Forest Park.","completed","100.0","100.0","100.0","2016-11-01T00:00:00.000","2017-05-01T00:00:00.000",,"2017-11-01T00:00:00.000","2017-08-01T00:00:00.000","2018-01-01T00:00:00.000","$415,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral, City Council",,"Q015","40.709852","-73.835461","Queens","2017-10-01T00:00:00.000","2019-09-01T00:00:00.000","2020-06-01T00:00:00.000","2020-09-01T00:00:00.000","2020-09-01T00:00:00.000",
"1089111","846 P-6PBBP15","Forest Park Sobelsohn Playground Public Restroom Building Plumbing System Reconstruction","This project will reconstruct the plumbing system of the public restroom building in Sobelsohn Playground in Forest Park.","completed","100.0","100.0","100.0","2016-11-01T00:00:00.000","2017-05-01T00:00:00.000",,"2017-11-01T00:00:00.000","2017-08-01T00:00:00.000","2018-01-01T00:00:00.000","$148,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral, City Council",,"Q015","40.709852","-73.835461","Queens","2017-10-01T00:00:00.000","2019-09-01T00:00:00.000","2020-06-01T00:00:00.000","2020-09-01T00:00:00.000","2020-09-01T00:00:00.000",
"1091111","846 P-6ELBR15","Forest Park Sobelsohn Playground Public Restroom Building Electrical System Reconstruction","This project will reconstruct the electrical system of the public restroom building in Sobelsohn Playground in Forest Park.","completed","100.0","100.0","100.0","2016-11-01T00:00:00.000","2017-05-01T00:00:00.000",,"2017-11-01T00:00:00.000","2017-08-01T00:00:00.000","2018-01-01T00:00:00.000","$56,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City Council",,"Q015","40.709852","-73.835461","Queens","2017-10-01T00:00:00.000","2019-09-01T00:00:00.000","2020-06-01T00:00:00.000","2020-09-01T00:00:00.000","2020-09-01T00:00:00.000",
"1723111","846 P-409FPAP","Forest Park Path Reconstruction Phase 2","This project will reconstruct paths in Forest Park.","completed","100.0","100.0","100.0","2024-03-01T00:00:00.000","2024-09-01T00:00:00.000",,"2024-08-01T00:00:00.000","2024-04-01T00:00:00.000","2024-09-01T00:00:00.000","$1,320,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral",,"Q015","40.704654","-73.846664","Queens","2024-08-01T00:00:00.000","2026-05-01T00:00:00.000","2026-07-01T00:00:00.000",,"2026-06-01T00:00:00.000",
"1731111","846 P-6CWSTF2","Forest Park Victory Field Synthetic Turf Baseball Field Reconstruction","This project will reconstruct the synthetic turf baseball field at Victory Field in Forest Park.","construction","100.0","100.0","0.0","2024-04-01T00:00:00.000","2025-11-01T00:00:00.000",,"2025-10-01T00:00:00.000","2024-06-01T00:00:00.000","2024-11-01T00:00:00.000","$1,330,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral",,"Q015","40.702010472754","-73.854455341065","Queens","2025-10-01T00:00:00.000","2025-11-01T00:00:00.000","2026-05-01T00:00:00.000",,,
"1807111","846 P-4OVERLO","Forest Park Overlook Building Roof Reconstruction","This project will reconstruct the Forest Park Overlook Building Roof.","completed","100.0","100.0","100.0","2025-01-01T00:00:00.000","2025-10-01T00:00:00.000",,"2025-12-01T00:00:00.000","2025-06-01T00:00:00.000","2025-11-01T00:00:00.000","$1,140,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral",,"Q015","40.7018943","-73.8531644","Queens","2025-09-01T00:00:00.000","2025-11-01T00:00:00.000","2026-11-01T00:00:00.000",,"2026-03-01T00:00:00.000",
"1962111","846 P-405DHPG","Dry Harbor Playground Plumbing Reconstruction","FUTURE WORK TO BE COMPLETED: Reconstruction of utilities at Dry Harbor Playground within this contract refers to the installation and reconstruction of water supply lines. Work includes tapping existing city water mains, installing hose bibbs, copper tubing to water supplies, trenching through sidewalks, pavement and lawns, installation of RPZs, and installation of curb and property line valves.","design-procurement","30.0","5.0","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000",,,"2026-06-01T00:00:00.000","2026-11-01T00:00:00.000","Less than $1 million","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral",,"Q015","40.7013708","-73.8521776","Queens",,,,,,
"1991111",,"Forest Park - Victory Field Synthetic Turf and Track Reconstruction","The reconstruction of synthetic turf and running track surfaces at Forest Park - Victory Field  includes construction sign and fencing, tree and site protection measures, saw cutting and excavation, removals, clearing and reconstruction of drainage piping and structures, broken stone, aggregate, concrete pavement and foundation materials, installation of synthetic turf system, and installation of running track surface","proposed","0.0","0.0","0.0",,"2026-09-01T00:00:00.000",,,,,"Between $3 million and $5 million","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral",,"Q015","40.7012168","-73.8524841","Queens",,,,,,
"1375111","846 P-409FPAP","Forest Park Paths and Sidewalk Reconstruction","This project will reconstruct pathways and sidewalks at Forest Park.","completed","100.0","100.0","100.0","2022-12-01T00:00:00.000","2023-06-01T00:00:00.000",,"2023-03-01T00:00:00.000","2023-01-01T00:00:00.000","2023-07-01T00:00:00.000","$2,800,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral, City Council",,"Q015","40.70526285644","-73.846015664914","Queens","2023-02-01T00:00:00.000","2023-12-01T00:00:00.000","2024-12-01T00:00:00.000",,"2024-12-01T00:00:00.000",
"5979","846 P-409WHAL","Mary Whalen Playground Reconstruction","This project will reconstruct Mary Whalen Playground.","completed","100.0","100.0","100.0","2013-03-01T00:00:00.000","2013-08-01T00:00:00.000","2014-08-01T00:00:00.000","2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","2015-04-01T00:00:00.000","$1,349,000","Meira Berkower","2026-09-16T00:00:00.000","City CouncilMayoral","79th Street and Park Lane South, Queens","Q015","40.698033","-73.853637","Queens","2015-06-01T00:00:00.000","2015-07-01T00:00:00.000","2016-07-01T00:00:00.000",,"2016-05-01T00:00:00.000","2015-06-01T00:00:00.000"
"9787","846 P-409DEMO","Forest Park LIRR Towers Removal","This project will demolish the Long Island Rail Road towers in Forest Park.","completed","100.0","100.0","100.0","2020-09-01T00:00:00.000","2021-01-01T00:00:00.000",,"2021-01-01T00:00:00.000","2021-01-01T00:00:00.000","2021-10-01T00:00:00.000","$542,000","Meira Berkower","2026-09-16T00:00:00.000","Mayoral","Along the LIRR tracks between Union Turnpike and Park Lane South","Q015","40.701888154266","-73.851504364803","Queens","2021-11-01T00:00:00.000","2021-05-01T00:00:00.000","2022-02-01T00:00:00.000",,"2021-10-01T00:00:00.000",
"7267","846 P-409MARD","Forest Park Glendale Entrance Construction","This project will construct a new multi-use bicycle and pedestrian pathway into Forest Park from Myrtle Avenue, including streetscape and park pathway improvements.","completed","100.0","100.0","100.0","2017-04-01T00:00:00.000","2018-04-01T00:00:00.000","2019-09-01T00:00:00.000","2019-07-01T00:00:00.000","2019-07-01T00:00:00.000","2020-04-01T00:00:00.000","$3,409,000","Meira Berkower","2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Forest Park Drive and Myrtle Avenue","Q015","40.700461","-73.857631","Queens","2021-08-01T00:00:00.000","2021-09-01T00:00:00.000","2022-09-01T00:00:00.000",,"2022-06-01T00:00:00.000","2021-04-01T00:00:00.000"
"6307","846 P-6GRCW15","Citywide Steel Guiderails, Timber Rails and Fencing Installation (CNYG-1414M)","This project will install steel-beam guiderails, timber barrier rails, and fencing at various parks citywide.","completed","100.0","100.0","100.0","2014-04-01T00:00:00.000","2014-05-01T00:00:00.000",,"2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","2015-04-01T00:00:00.000","$975,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Myrtle Ave., Union Turnpike, Park Lane South bet. Brooklyn-Queens County Line and Park Lane","Q015","40.700592","-73.855206","Queens, Brooklyn","2015-12-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2018-10-01T00:00:00.000","2016-01-01T00:00:00.000"
"1906111","846 P-6RETW23","Franz Sigel Park Retaining Wall Reconstruction","This project will reconstruct a retaining wall along East 158th Street between Grand Concourse and Walton Avenue in Franz Sigel Park.","design","100.0","0.0","0.0","2024-09-01T00:00:00.000","2026-03-01T00:00:00.000",,"2026-03-01T00:00:00.000",,,"Less than $1 million","Contact Us","2026-09-16T00:00:00.000","Mayoral",,"X047","40.825609","-73.92431","Bronx",,,,,,
"6307","846 P-6GRCW15","Citywide Steel Guiderails, Timber Rails and Fencing Installation (CNYG-1414M)","This project will install steel-beam guiderails, timber barrier rails, and fencing at various parks citywide.","completed","100.0","100.0","100.0","2014-04-01T00:00:00.000","2014-05-01T00:00:00.000",,"2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","2015-04-01T00:00:00.000","$975,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Jacke Robinson Parkway to Highland Boulevard / West of Vermont Place / East of Red Brick Structure and Natural Area","Q020","40.690145","-73.883702","Queens, Brooklyn","2015-12-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2018-10-01T00:00:00.000","2016-01-01T00:00:00.000"
"6307","846 P-6GRCW15","Citywide Steel Guiderails, Timber Rails and Fencing Installation (CNYG-1414M)","This project will install steel-beam guiderails, timber barrier rails, and fencing at various parks citywide.","completed","100.0","100.0","100.0","2014-04-01T00:00:00.000","2014-05-01T00:00:00.000",,"2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","2015-04-01T00:00:00.000","$975,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Booth Memorial Avenue between Kissena Boulevard & 162nd Street including Velodrome and Parking Lot","Q024","40.746214","-73.808288","Queens, Brooklyn","2015-12-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2018-10-01T00:00:00.000","2016-01-01T00:00:00.000"
"6307","846 P-6GRCW15","Citywide Steel Guiderails, Timber Rails and Fencing Installation (CNYG-1414M)","This project will install steel-beam guiderails, timber barrier rails, and fencing at various parks citywide.","completed","100.0","100.0","100.0","2014-04-01T00:00:00.000","2014-05-01T00:00:00.000",,"2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","2015-04-01T00:00:00.000","$975,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Fountain Ave., 75 St. bet. Belt Pkwy., Flatlands Ave.,","B165","40.659576","-73.862315","Queens, Brooklyn","2015-12-01T00:00:00.000","2016-03-01T00:00:00.000","2019-03-01T00:00:00.000",,"2018-10-01T00:00:00.000","2016-01-01T00:00:00.000"
"11105",,"Forest Park Dry Harbor Playground Reconstruction","This project will reconstruct Dry Harbor Playground in Forest Park.","proposed","0.0","0.0","0.0",,,,,,,"Between $1 million and $3 million",,"2026-09-16T00:00:00.000","City Council","Myrtle Avenue between 80th Street and 81st Street","Q015","40.70193031","-73.85338376","Queens",,,,,,
"8559","846 P-4BWIDEP","Queens General Site Work (QG-217M)","This project will reconstruct Lt. Clinton L. Whiting Square, the sidewalk and guide rail along the west side of Harvey Park, and the pathway between Park Lane South at 86th Street and the bandshell in Forest Park.","completed","100.0","100.0","100.0","2017-03-01T00:00:00.000","2018-03-01T00:00:00.000",,"2018-02-01T00:00:00.000","2018-02-01T00:00:00.000","2018-11-01T00:00:00.000","$1,813,000","Meira Berkower","2026-09-16T00:00:00.000","City Council","Myrtle Avenue, Union Turnpike, Park Lane South","Q015","40.711128","-73.835811","Queens","2019-08-01T00:00:00.000","2019-09-01T00:00:00.000","2021-03-01T00:00:00.000","2021-06-01T00:00:00.000","2021-07-01T00:00:00.000","2019-10-01T00:00:00.000"
"8559","846 P-4BWIDEP","Queens General Site Work (QG-217M)","This project will reconstruct Lt. Clinton L. Whiting Square, the sidewalk and guide rail along the west side of Harvey Park, and the pathway between Park Lane South at 86th Street and the bandshell in Forest Park.","completed","100.0","100.0","100.0","2017-03-01T00:00:00.000","2018-03-01T00:00:00.000",,"2018-02-01T00:00:00.000","2018-02-01T00:00:00.000","2018-11-01T00:00:00.000","$1,813,000","Meira Berkower","2026-09-16T00:00:00.000","City Council","15 to 20 Avenues, East of Whitestone Expressway","Q089B","40.782623","-73.823696","Queens","2019-08-01T00:00:00.000","2019-09-01T00:00:00.000","2021-03-01T00:00:00.000","2021-06-01T00:00:00.000","2021-07-01T00:00:00.000","2019-10-01T00:00:00.000"
"8559","846 P-4BWIDEP","Queens General Site Work (QG-217M)","This project will reconstruct Lt. Clinton L. Whiting Square, the sidewalk and guide rail along the west side of Harvey Park, and the pathway between Park Lane South at 86th Street and the bandshell in Forest Park.","completed","100.0","100.0","100.0","2017-03-01T00:00:00.000","2018-03-01T00:00:00.000",,"2018-02-01T00:00:00.000","2018-02-01T00:00:00.000","2018-11-01T00:00:00.000","$1,813,000","Meira Berkower","2026-09-16T00:00:00.000","City Council","84 Street, 90 Road & 91 Avenue","Q257","40.687264","-73.858238","Queens","2019-08-01T00:00:00.000","2019-09-01T00:00:00.000","2021-03-01T00:00:00.000","2021-06-01T00:00:00.000","2021-07-01T00:00:00.000","2019-10-01T00:00:00.000"
"7056","846 P-4PLG15H","Queens General Site Work (QG-915M)","This project will reconstruct pavements, fencing and drainage systems at various parks in Queens.","completed","100.0","100.0","100.0","2014-09-01T00:00:00.000","2015-03-01T00:00:00.000","2015-08-01T00:00:00.000","2015-07-01T00:00:00.000","2015-07-01T00:00:00.000","2016-04-01T00:00:00.000","$1,965,000","Meira Berkower","2026-09-16T00:00:00.000","City CouncilMayoral","Myrtle Avenue, Union Turnpike, Park Lane South","Q015","40.704551","-73.847289","Queens","2016-06-01T00:00:00.000","2016-06-01T00:00:00.000","2018-06-01T00:00:00.000",,"2016-11-01T00:00:00.000","2016-07-01T00:00:00.000"
"7056","846 P-4PLG15H","Queens General Site Work (QG-915M)","This project will reconstruct pavements, fencing and drainage systems at various parks in Queens.","completed","100.0","100.0","100.0","2014-09-01T00:00:00.000","2015-03-01T00:00:00.000","2015-08-01T00:00:00.000","2015-07-01T00:00:00.000","2015-07-01T00:00:00.000","2016-04-01T00:00:00.000","$1,965,000","Meira Berkower","2026-09-16T00:00:00.000","City CouncilMayoral","Fort Totten, Cross Island Parkway, Totten Road to 15 Road","Q458","40.792391","-73.777419","Queens","2016-06-01T00:00:00.000","2016-06-01T00:00:00.000","2018-06-01T00:00:00.000",,"2016-11-01T00:00:00.000","2016-07-01T00:00:00.000"
"7056","846 P-4PLG15H","Queens General Site Work (QG-915M)","This project will reconstruct pavements, fencing and drainage systems at various parks in Queens.","completed","100.0","100.0","100.0","2014-09-01T00:00:00.000","2015-03-01T00:00:00.000","2015-08-01T00:00:00.000","2015-07-01T00:00:00.000","2015-07-01T00:00:00.000","2016-04-01T00:00:00.000","$1,965,000","Meira Berkower","2026-09-16T00:00:00.000","City CouncilMayoral","Poppenhusen Ave. bet. 115 St. and College Pl.","Q009","40.792728","-73.848912","Queens","2016-06-01T00:00:00.000","2016-06-01T00:00:00.000","2018-06-01T00:00:00.000",,"2016-11-01T00:00:00.000","2016-07-01T00:00:00.000"
"7056","846 P-4PLG15H","Queens General Site Work (QG-915M)","This project will reconstruct pavements, fencing and drainage systems at various parks in Queens.","completed","100.0","100.0","100.0","2014-09-01T00:00:00.000","2015-03-01T00:00:00.000","2015-08-01T00:00:00.000","2015-07-01T00:00:00.000","2015-07-01T00:00:00.000","2016-04-01T00:00:00.000","$1,965,000","Meira Berkower","2026-09-16T00:00:00.000","City CouncilMayoral","Conch, Sommerville & Norton Basins, Almeda Avenue","Q371","40.594546","-73.788478","Queens","2016-06-01T00:00:00.000","2016-06-01T00:00:00.000","2018-06-01T00:00:00.000",,"2016-11-01T00:00:00.000","2016-07-01T00:00:00.000"
"7056","846 P-4PLG15H","Queens General Site Work (QG-915M)","This project will reconstruct pavements, fencing and drainage systems at various parks in Queens.","completed","100.0","100.0","100.0","2014-09-01T00:00:00.000","2015-03-01T00:00:00.000","2015-08-01T00:00:00.000","2015-07-01T00:00:00.000","2015-07-01T00:00:00.000","2016-04-01T00:00:00.000","$1,965,000","Meira Berkower","2026-09-16T00:00:00.000","City CouncilMayoral","Beach 108th Street to Mott Avenue, 83rd Street","Q219","40.591189","-73.808861","Queens","2016-06-01T00:00:00.000","2016-06-01T00:00:00.000","2018-06-01T00:00:00.000",,"2016-11-01T00:00:00.000","2016-07-01T00:00:00.000"
"8983","846 P-6ROOFQN","Forest Park Garage and Oak Ridge Roof Reconstruction","This project will reconstruct roofs at Forest Park Garage and Oak Ridge in Forest Park.","completed","100.0","100.0","100.0","2017-12-01T00:00:00.000","2018-07-01T00:00:00.000",,"2018-07-01T00:00:00.000","2018-07-01T00:00:00.000","2019-03-01T00:00:00.000","$1,875,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Myrtle Avenue, Union Turnpike, Park Lane South","Q015","40.699274","-73.855018","Queens","2019-07-01T00:00:00.000","2019-08-01T00:00:00.000","2021-08-01T00:00:00.000",,"2021-08-01T00:00:00.000","2019-08-01T00:00:00.000"
"8853","846 P-4BWIDES","Underbridge Dog Run and Forest Park Overlook Dog Run Fencing Reconstruction","This project will reconstruct the fencing at Underbridge Dog Run and Forest Park Overlook Dog Run.","completed","100.0","100.0","100.0","2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2018-10-01T00:00:00.000","2018-10-01T00:00:00.000","2019-07-01T00:00:00.000","$727,000","Meira Berkower","2026-09-16T00:00:00.000","City Council","Park Lane (to East & South) to (West) Metropolitan Avenue","Q015","40.71058","-73.836364","Queens","2019-06-01T00:00:00.000","2019-11-01T00:00:00.000","2020-11-01T00:00:00.000",,"2020-10-01T00:00:00.000",
"8853","846 P-4BWIDES","Underbridge Dog Run and Forest Park Overlook Dog Run Fencing Reconstruction","This project will reconstruct the fencing at Underbridge Dog Run and Forest Park Overlook Dog Run.","completed","100.0","100.0","100.0","2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2018-10-01T00:00:00.000","2018-10-01T00:00:00.000","2019-07-01T00:00:00.000","$727,000","Meira Berkower","2026-09-16T00:00:00.000","City Council","West of Grand Central Parkway, 112 Street between 64 Avenue & 64 Road","Q451","40.733909","-73.845203","Queens","2019-06-01T00:00:00.000","2019-11-01T00:00:00.000","2020-11-01T00:00:00.000",,"2020-10-01T00:00:00.000",
"10872",,"Forest Park Entrances Reconstruction","This project will reconstruct the entrances and construct ramps along Park Lane near the Overlook at Forest Park.","proposed","0.0","0.0","0.0",,,,,,,"Between $5 million and $10 million","Meira Berkower","2026-09-16T00:00:00.000","City Council","Park Lane between Forest Park Lane and Park Lane South","Q015","40.70128524","-73.84199081","Queens",,,,,,
"6072","846 P-409FPO2","Forest Park T-Ball Field and The Overlook Drainage System Reconstruction","This project will reconstruct the paths, drainage and the T-ball field in Forest Park.","completed","100.0","100.0","100.0","2013-02-01T00:00:00.000","2013-11-01T00:00:00.000","2014-01-01T00:00:00.000","2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","2014-11-01T00:00:00.000","$1,279,000","Meira Berkower","2026-09-16T00:00:00.000","Borough President, City Council","Park Lane between Union Turnpike and Park Lane South, Queens","Q015","40.701413","-73.85247","Queens","2015-01-01T00:00:00.000","2015-06-01T00:00:00.000","2016-06-01T00:00:00.000",,"2016-06-01T00:00:00.000","2015-01-01T00:00:00.000"
"6472","846 P-416DEVO","Joe Devoy Playground Reconstruction","This project will reconstruct Joe Devoy Playground in Forest Park.","completed","100.0","100.0","100.0","2014-09-01T00:00:00.000","2015-08-01T00:00:00.000",,"2015-09-01T00:00:00.000","2015-09-01T00:00:00.000","2016-06-01T00:00:00.000","$1,387,000","Meira Berkower","2026-09-16T00:00:00.000","Borough President","Union Turnpike and 71st Avenue","Q015","40.699487","-73.857856","Queens","2016-04-01T00:00:00.000","2016-06-01T00:00:00.000","2017-06-01T00:00:00.000",,"2017-01-01T00:00:00.000",
"10699","846 P-409FRDR","Forest Park Barking Lot Dog Run Reconstruction","This project will reconstruct the Barking Lot dog run at Forest Park.","design","50.0","0.0","0.0","2025-03-01T00:00:00.000","2026-06-01T00:00:00.000","2026-09-01T00:00:00.000",,,,"Between $1 million and $3 million","Meira Berkower","2026-09-16T00:00:00.000","City Council","Union Turnpike and Park Lane","Q015","40.69960184","-73.85938769","Queens",,,,,,
"7261","846 P-409FPP2","Forest Park Pathways Reconstruction","This project will reconstruct pathways and the plaza around the visitor center at Forest Park.","completed","100.0","100.0","100.0","2020-01-01T00:00:00.000","2020-06-01T00:00:00.000",,"2020-06-01T00:00:00.000","2020-06-01T00:00:00.000","2021-03-01T00:00:00.000","$378,000","Meira Berkower","2026-09-16T00:00:00.000","City Council","Woodhaven Boulevard between Myrtle Avenue and Forest Park Drive","Q015","40.700665","-73.855328","Queens","2022-02-01T00:00:00.000","2022-05-01T00:00:00.000","2023-01-01T00:00:00.000",,"2022-07-01T00:00:00.000","2022-02-01T00:00:00.000"
"6615","846 P-409FPG3","Forest Park Greenhouse Palm House Reconstruction","This project will reconstruct the Palm House at the Forest Park Greenhouse.","construction","100.0","100.0","43.75","2015-12-01T00:00:00.000","2018-03-01T00:00:00.000","2021-10-01T00:00:00.000","2021-11-01T00:00:00.000","2021-11-01T00:00:00.000","2020-04-01T00:00:00.000","$3,385,000","Meira Berkower","2026-09-16T00:00:00.000","Borough PresidentCity CouncilFederalMayoral","Woodhaven Boulevard, Myrtle Avenue, Forest Park Drive, 88th Lane","Q015","40.7014089","-73.85660459","Queens","2024-03-01T00:00:00.000","2024-09-01T00:00:00.000","2026-03-01T00:00:00.000","2026-10-01T00:00:00.000",,"2024-03-01T00:00:00.000"
"9990","846 P-2PWBFTG","Fort Greene Park Entrances, Paths, Plaza and Drainage Infrastructure Reconstruction","This project will reconstruct the entrances, paths, plaza and drainage infrastructure at Fort Greene Park.","procurement","100.0","5.0","0.0","2021-02-01T00:00:00.000","2021-12-01T00:00:00.000","2023-09-01T00:00:00.000","2023-09-01T00:00:00.000","2023-09-01T00:00:00.000","2024-09-01T00:00:00.000","Greater than $10 million","James Morris","2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Myrtle Ave., DeKalb Ave. between Washington Park and St. Edward's St.","B032","40.69310531","-73.97714988","Brooklyn",,,,,,"2025-09-01T00:00:00.000"
"1460","846 P-202FTGN","Fort Greene Park Willoughby Avenue Entrance Reconstruction","This project will reconstruct the Willoughby Avenue entrance, park paths, perimeter sidewalks and landscape elements in Fort Greene Park.","completed","100.0","100.0","100.0","2010-07-01T00:00:00.000","2011-12-01T00:00:00.000",,"2013-12-01T00:00:00.000","2013-12-01T00:00:00.000","2014-09-01T00:00:00.000","$1,567,000","James Morris","2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Willoughby Avenue and Washington Park","B032","40.6916634","-73.9736709","Brooklyn","2014-06-01T00:00:00.000","2014-11-01T00:00:00.000","2015-11-01T00:00:00.000","2016-05-01T00:00:00.000","2015-12-01T00:00:00.000",
"9289","846 P-210FTHM","Fort Hamilton Park Sport Courts Reconstruction","This project will reconstruct basketball and tennis courts in Fort Hamilton Park.","completed","100.0","100.0","100.0","2018-10-01T00:00:00.000","2019-10-01T00:00:00.000",,"2019-10-01T00:00:00.000","2019-10-01T00:00:00.000","2020-07-01T00:00:00.000","$1,919,000","James Morris","2026-09-16T00:00:00.000","Mayoral","83rd Street between Narrows Avenue and Colonial Road","B192A","40.627150073055","-74.037030054192","Brooklyn","2021-04-01T00:00:00.000","2021-06-01T00:00:00.000","2022-06-01T00:00:00.000",,"2022-06-01T00:00:00.000","2021-03-01T00:00:00.000"
"10679","846 P-1CPIFIP","Fort Independence Playground and Public Restroom Reconstruction","This project will reconstruct the playground and construct a new Public Restroom Building at Fort Independence Playground.","design","80.0","0.0","0.0","2026-08-01T00:00:00.000","2027-03-01T00:00:00.000",,,,,"Between $5 million and $10 million","Katerine Borrome","2026-09-16T00:00:00.000","Mayoral","Sedgwick Avenue and West 238th Street","X020","40.88163932","-73.89603748","Bronx",,,,,,
"1060111","846 P-6ROOF15","Fort Totten Park Building 429 Roof Reconstruction","This project will reconstruct the roof at Building 429 in Fort Totten Park.","completed","100.0","100.0","100.0","2016-05-01T00:00:00.000","2016-07-01T00:00:00.000",,"2016-11-01T00:00:00.000","2016-08-01T00:00:00.000","2017-01-01T00:00:00.000","$227,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral",,"Q458","40.79252","-73.776061","Queens","2016-11-01T00:00:00.000","2016-12-01T00:00:00.000","2017-02-01T00:00:00.000",,"2017-02-01T00:00:00.000",
"1150111","846 P-6PDFTEL","Fort Totten Park Telecommunication Lines Reconstruction","This project will reconstruct the telecommunication lines at Fort Totten Park.","completed","100.0","100.0","100.0","2018-05-01T00:00:00.000","2019-05-01T00:00:00.000",,"2019-05-01T00:00:00.000","2019-01-01T00:00:00.000","2019-06-01T00:00:00.000","$698,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral",,"Q458","40.793387","-73.778957","Queens","2019-04-01T00:00:00.000","2019-05-01T00:00:00.000","2019-11-01T00:00:00.000",,"2019-08-01T00:00:00.000",
